0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
-0.0039,-0.010967,-0.010136,-0.01029,-0.011351,-0.005475,-0.016415,-0.017591,-0.010767,-0.017084,-0.016988,-0.016574,-0.016735,-0.011037,-0.016668,-0.011539,-0.011439,-0.012165,-0.005147,-0.005368,-0.004337,-0.004056,-0.003738,-0.003883,-0.004231,-0.010068,-0.004514,-0.010113,-0.01025,-0.010962,-0.011971,-0.00614,-0.018656,-0.012324,-0.01225,-0.017482,-0.006263,-0.011534,-0.005971,-0.012156,-0.006218,-0.005517,-0.00633,-0.005626,-0.006248,-0.005796,0.000235,-0.006427,-0.007347,-0.007363,-0.00753,-0.013608,-0.013393,-0.013677,-0.014396,-0.013592,-0.0072,-0.012368,-0.012675,-0.011793,-0.011695,-0.017796,-0.017288,-0.011436,-0.012103,-0.011577,-0.011557,-0.011498,-0.010732,-0.010703,-0.011294,-0.017341,-0.011981,-0.000578,-0.006177,-0.000216,0.00576,0.005137,0.005808,0.005885,0.005956,0.011242,0.017245,0.011856,0.011148,0.016463,0.016647,0.011107,0.010946,0.011411,0.011403,0.005646,0.005522,0.005444,0.005421,0.005469,0.005331
-0.006956,-0.001995,-0.006742,-0.006223,-0.00079,0.000164,-0.006596,-0.00065,-0.004891,-0.00433,-0.00481,-0.00678,-0.006304,-0.004386,-0.006926,-0.001259,-0.001813,0.002592,-0.002552,-0.000338,-0.006473,-0.007931,-0.009634,-0.00916,-0.007604,-0.010983,-0.007684,-0.012321,-0.011788,-0.008443,-0.003363,-0.000905,-0.00142,-0.001512,-0.001926,-0.008582,-0.000199,-0.006692,-0.00188,-0.002521,-0.000454,-0.005203,0.000225,-0.004591,-0.000272,-0.00351,-0.001931,0.000547,0.006759,0.007097,0.008267,0.007445,0.006393,0.008653,0.014203,0.00871,0.007374,0.000502,0.002915,-0.003444,-0.004146,-0.004284,-0.008038,-0.005843,-0.0006,-0.004918,-0.004554,-0.004997,-0.011121,-0.011438,-0.006686,-0.006969,-0.000803,0.005777,0.001067,0.002202,0.003086,0.008135,0.002509,0.001714,0.000982,0.007338,0.007658,0.00228,0.007811,0.013303,0.011686,0.007455,0.008749,0.005299,0.005298,0.003034,0.003964,0.004546,0.004688,0.004314,0.005289
-0.009857,-0.014511,-0.009511,-0.009292,-0.013999,-0.01389,-0.009173,-0.013623,-0.008729,-0.008145,-0.008367,-0.009285,-0.009078,-0.008534,-0.009391,-0.014292,-0.014572,-0.019697,-0.015325,-0.021558,-0.017312,-0.018106,-0.019053,-0.018929,-0.01818,-0.012223,-0.010986,-0.00563,-0.005365,-0.003606,-0.000896,-2.5e-05,0.000583,9.8e-05,-0.000128,0.004204,0.000351,0.004774,-0.00055,-0.000451,0.000213,0.00513,0.000565,0.005445,0.000299,0.006025,0.006418,0.008159,0.003959,0.004139,0.00468,0.004703,0.004138,0.00525,0.000682,0.005207,0.004095,0.008318,0.002254,0.006382,0.006037,0.00637,0.011794,0.01247,0.00776,0.01302,0.013091,0.012886,0.017204,0.017056,0.012094,0.012355,0.00764,0.002713,0.000889,0.001027,0.00105,-0.003825,0.000776,0.000404,6.3e-05,-0.004568,-0.004797,0.000276,-0.004337,-0.009343,-0.010079,-0.011647,-0.011034,-0.005466,-0.005459,-0.006135,-0.005697,-0.005419,-0.005346,-0.005518,-0.005058
-0.264906,-0.127019,-0.210798,-0.15002,0.070363,0.059208,0.019614,0.075238,-0.01398,0.028758,-0.090123,0.028054,0.036146,-0.27677,-0.277429,0.032713,-0.252183,-0.15504,0.068275,3.184685,-0.048034,0.053424,-0.004219,0.055221,0.06495,0.035238,-0.000206,0.520887,-0.053186,-0.055019,-1.1092,0.024098,-0.008818,-1.139388,-0.022744,-0.394272,-0.000491,-0.385922,0.589058,-0.014843,-0.001602,-0.06779,-0.016867,1.788547,0.189763,0.015851,-0.753823,-0.146046,-1.808373,0.165178,-1.91661,0.19784,-0.236863,-0.003454,0.037621,0.019676,0.054453,2.260312,0.219549,-0.039557,-0.02852,-0.042521,-0.078901,-0.008061,-0.042685,2.718792,-0.078157,0.765226,-0.117903,2.33641,0.036443,-0.039557,-0.042323,0.001727,0.007697,0.001242,0.003325,-2.332387,0.009134,0.017089,-0.06132,-0.00964,-0.169367,-2.341443,-0.045923,-2.249039,-0.071117,-0.152469,-0.142908,-0.326169,0.032596,0.027533,-0.243358,-0.009473,-0.213521,0.005176,-0.259225
0.424806,0.35062,0.422472,0.729193,0.092472,0.104483,0.136178,0.042497,0.104053,0.053532,0.228584,0.063271,0.051317,0.502875,0.528909,0.148931,0.595418,0.499286,0.029366,0.423775,0.21609,0.053269,0.221936,0.128905,0.043513,0.033615,0.147725,0.719227,0.243538,0.176211,0.180141,0.133535,0.130429,0.245724,0.10135,0.178684,0.004302,0.087738,0.519164,0.107085,0.01508,0.019435,0.014806,1.455026,-0.401842,-0.314916,-0.492048,-0.275762,-1.913559,-0.352273,-1.881965,-0.524378,0.159005,0.161596,0.051083,-0.055859,-0.218196,1.061699,0.120717,0.023328,-0.052427,0.049753,0.055102,-0.261232,0.043215,-1.410016,0.046274,-0.44071,0.044681,0.539,-0.49229,-0.136156,0.042921,0.007866,-0.054645,-0.010103,-0.025365,-0.976512,-0.040756,-0.084706,0.270801,0.194833,0.542767,-0.78361,0.147331,-0.839504,0.223624,0.381722,0.345548,0.06607,-0.065975,0.006149,0.598918,0.033986,0.539951,0.062576,0.619395
0.090873,-0.126681,-0.149214,0.388287,-0.231341,-0.222647,-0.304201,-0.07534,-0.035678,-0.092297,-0.019763,-0.119328,-0.124069,0.13201,0.076805,-0.235369,-0.047932,-0.063829,-0.038982,4.338369,0.015374,-0.055941,-0.231653,-0.274556,-0.064068,-0.094673,-0.227356,-0.728318,-0.458271,-0.241297,-1.505673,-0.256922,-0.276374,-1.473008,-0.232383,-0.654944,-0.0015,-0.439238,-0.532217,-0.239301,-0.028756,-0.075613,-0.032305,-1.500009,-0.426258,-0.273678,-1.776135,-1.003182,0.567493,-0.776043,0.258355,-0.891838,-0.462161,-0.378642,-0.179274,-0.032534,-0.100659,-1.149405,-0.14038,-0.053154,0.129874,-0.109697,-0.097415,-0.19863,-0.043732,4.472517,-0.066042,1.510265,-0.085691,-1.372618,-0.281651,-0.175885,-0.045213,0.03383,0.155933,0.026389,0.055707,1.137298,0.047168,0.209882,0.356914,0.37858,0.59923,1.780276,0.830287,2.441794,1.102817,1.137244,0.906258,0.139133,0.284253,0.06299,0.313795,0.290926,0.29512,0.086454,0.324899
0.000876,0.000851,0.000604,-0.005503,0.0004,0.000287,0.000127,0.000137,2e-05,1.8e-05,0.000121,0.000348,0.000488,0.000509,0.000295,0.000325,0.0001,0.000203,0.000151,0.000214,0.000351,0.000187,0.006246,0.006444,0.006366,0.000542,0.000538,0.006369,0.006477,0.00633,0.006213,0.000354,0.000332,0.000367,0.006101,0.006282,0.006458,0.006479,0.006542,0.006785,0.006675,0.006447,0.006364,0.000364,0.006193,0.00612,0.005848,-6e-06,4.6e-05,0.005867,0.006098,0.000272,0.000132,-3e-06,4.6e-05,1.3e-05,-0.000105,-2e-06,-1e-06,4.7e-05,0.005974,0.012025,0.012225,0.012189,0.012386,0.012529,0.012807,0.012774,0.012554,0.018217,0.012147,0.012083,0.006166,0.005985,0.006,6.2e-05,-0.000107,-0.000466,-0.006457,-0.006526,-0.006529,-0.012247,-0.006584,-0.00677,-0.007086,-0.007041,-0.007007,-0.007021,-0.006935,-0.012669,-0.006792,-0.006517,-0.006208,-0.005953,-0.00576,-0.005794,-0.00564
0.004559,0.004439,0.003158,-0.000899,0.002096,0.001502,0.00067,0.000726,0.000119,0.00011,0.000645,0.001833,0.002562,0.002669,0.001543,0.001705,-0.003476,0.00107,0.000806,0.001139,0.001859,0.000982,0.000935,0.002005,0.001603,0.002891,0.002873,0.001714,0.00233,0.001568,0.000951,0.001936,0.001833,0.006084,0.000392,0.001418,0.002444,0.002583,0.002993,0.00445,0.007997,0.002619,0.002191,0.006248,0.001236,0.000838,-0.000755,-4.9e-05,0.004411,-0.000663,0.000742,0.00163,0.000796,-1.4e-05,0.000267,8.5e-05,-0.000637,-1.6e-05,-8e-06,0.00028,3.9e-05,0.000584,0.001858,0.001735,0.003103,0.004105,0.00605,0.006213,0.005015,0.003476,0.002496,0.002187,0.002023,0.000736,0.000879,0.000464,-0.00081,0.00093,0.000156,-0.000313,-0.004645,0.001141,-0.000479,-0.001726,-0.003796,-0.003285,-0.002961,-0.002882,-0.002176,-0.000588,-0.001069,0.004925,0.006876,0.008437,0.013713,0.009337,0.014387
0.001892,0.001838,0.001304,0.00703,0.000863,0.000616,0.000277,0.000297,4.7e-05,4.1e-05,0.000263,0.00075,0.001047,0.001089,0.000629,0.000694,0.005697,0.000434,0.000329,0.000462,0.000753,0.000397,9.8e-05,0.00053,0.000365,0.001158,0.001148,0.000401,0.000647,0.00034,9.3e-05,0.000764,0.000725,-0.004655,-0.000127,0.000276,0.000682,0.00073,0.000891,0.001455,-0.004202,0.000732,0.000561,-0.004609,0.000191,3.8e-05,-0.000575,-2.7e-05,-0.005316,-0.000539,7e-06,0.000628,0.000306,-4e-06,0.000104,3.4e-05,-0.000246,-7e-06,-6e-06,0.000103,-0.00027,-0.000338,0.000153,9.8e-05,0.000622,0.001002,0.001692,0.001774,0.001314,0.000459,0.000367,0.000252,0.000464,-1e-05,4.6e-05,0.000165,-0.000302,-0.006596,-0.006616,-0.006791,-0.001461,-0.005979,-0.006861,-0.007334,-0.008136,-0.007963,-0.007846,-0.007835,-0.007575,-0.006693,-0.007161,-0.01181,-0.011029,-0.010403,-0.015289,-0.010016,-0.014997
0.00145,0.005449,0.001275,-0.037008,-0.000146,-0.000119,-0.000113,-0.000423,-9.9e-05,-0.002361,-0.00039,-1.8e-05,-0.001996,0.001294,-0.227887,-0.000201,-0.024557,0.167025,-0.226996,-7.8e-05,-7.8e-05,-0.004915,0.002786,0.003047,0.001034,0.003849,-0.019389,-0.004997,0.002462,0.000965,0.002005,0.001725,0.005442,0.036597,0.000285,0.002245,0.002875,0.021802,-0.062228,-0.000991,0.038887,0.001022,0.003123,0.033741,0.002211,0.001442,0.005191,0.000106,0.035905,0.001016,0.003437,0.001699,-0.002598,-2e-06,0.005038,0.000708,-1.5e-05,-5e-06,1e-05,-0.000374,0.002298,0.003399,-0.001547,-0.01464,0.113881,0.090488,-2.194306,-0.005899,0.004376,0.088871,0.004117,-0.00022,-0.001087,-0.000754,0.022539,-0.001466,-0.044144,0.032243,-0.010672,0.037688,-0.00267,-0.053578,-0.182375,-0.096782,0.015596,0.224976,0.036073,0.005497,-0.071897,0.025409,-0.172808,-0.066461,0.029101,-0.073236,0.891081,0.019288,0.112024
