0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
-0.020846,-0.020926,-0.020471,-0.028079,-0.021696,-0.021467,-0.021284,-0.021426,-0.020525,-0.020893,-0.020419,-0.013569,-0.020698,-0.020714,-0.027798,-0.027889,-0.028457,-0.028474,-0.028482,-0.021957,-0.021478,-0.02193,-0.021925,-0.014893,-0.014463,-0.007419,-0.006978,-0.006968,4e-05,-0.006951,0.000456,4.7e-05,0.00044,0.007401,0.000412,0.00044,0.000473,0.000498,0.000926,0.000942,0.001377,0.001386,0.001393,-0.005516,0.001811,-0.005079,-0.01233,-0.012264,-0.011824,-0.018972,-0.012034,-0.019143,-0.012004,-0.01915,-0.012805,-0.012819,-0.012904,-0.012981,-0.013351,-0.013006,-0.006636,-0.006665,-0.006669,0.000307,-4e-06,-0.006737,0.000299,-3e-05,-0.006454,-0.006425,-0.006723,-0.006724,-2e-06,0.000273,-1.4e-05,0.006706,-1e-05,2e-06,0.0,3e-06,-5e-06,-2.1e-05,-5.4e-05,-4.9e-05,0.006672,-8e-06,0.006707,-2.7e-05,-4.6e-05,0.006659,0.006665,0.006622,0.006586,0.006223,0.006155,0.005842,0.012702,0.013058,0.013073,0.006317,0.006634
-0.001323,-0.002093,-0.007276,-0.002165,0.001819,-0.000424,-0.001822,-0.00057,-0.00874,-0.004539,-0.008937,-0.00761,-0.006328,-0.006576,-0.006242,-0.005312,0.000652,0.000958,0.000617,0.006881,0.001082,0.005327,0.007318,0.00886,0.002765,0.006254,0.002342,0.002839,0.002953,0.002843,-0.002323,0.003248,-0.003214,-0.004549,-0.00499,-0.002916,-0.000583,0.001689,-0.00233,-0.000551,-0.00359,-0.00237,-0.000972,0.000285,-0.004808,-0.004624,0.001616,0.002215,-0.002618,0.002827,0.004095,0.007829,0.000508,0.002618,0.004645,0.003544,0.000341,-0.002069,0.002149,-0.002967,0.001736,0.001059,0.000927,-0.005484,-6.5e-05,-0.000452,-0.005606,-0.000539,-0.006178,-0.005626,-8e-06,9e-06,8e-06,-0.005894,-0.000249,-0.000326,-0.000192,2.9e-05,1e-06,7e-06,-0.000123,-0.000378,-0.000979,-0.000905,-0.001045,-0.000175,-0.0004,-0.000511,-0.000837,-0.00135,-0.001307,-0.002198,-0.003049,0.001285,-0.000315,0.004987,0.007264,0.002408,0.002748,0.002716,-0.003612
-0.042744,-0.043818,-0.039937,-0.043812,-0.04138,-0.03466,-0.027036,-0.025949,-0.015357,-0.01142,-0.00636,-0.005873,-0.003922,-0.004187,-0.003185,-0.002333,-0.005978,-0.005708,-0.006116,-0.010114,-0.006393,-0.011722,-0.009776,-0.008901,-0.005476,-0.00263,0.002969,0.003455,0.002944,0.003433,0.007172,0.003211,0.006285,0.00436,0.00453,0.006567,0.008843,0.011033,0.01649,0.018145,0.024452,0.025545,0.026709,0.028285,0.031949,0.032599,0.029553,0.029851,0.034404,0.030554,0.030828,0.025503,0.027485,0.020928,0.013368,0.012441,0.009826,0.007874,0.002698,0.007141,0.001872,0.001327,0.00122,0.004164,-4.8e-05,0.00012,0.004066,-0.000426,0.004086,0.004526,0.000469,0.000483,1.2e-05,0.003846,-0.000195,-0.000729,-0.000151,2.3e-05,-0.0,5e-06,-9.8e-05,-0.000302,-0.000777,-0.00072,-0.001304,-0.000141,-0.000793,-0.000408,-0.000669,-0.001552,-0.00152,-0.002238,-0.002926,-0.008012,-0.009321,-0.013648,-0.012308,-0.007652,-0.007385,-0.006918,-0.00347
0.102095,0.081714,-0.219043,-0.210898,-0.320283,-0.011037,0.02208,-0.329093,0.046862,0.145863,-0.004804,-0.007447,-0.036877,-0.006685,0.017873,-0.009591,-0.353813,0.037154,0.982121,-0.337895,-0.120431,-0.192581,0.056954,0.076248,-0.173511,-0.031316,3e-05,-0.001948,-0.001376,-0.026738,-0.034872,1.6e-05,0.106086,-0.037117,-0.037951,0.265248,0.173033,-0.041602,-0.078766,-0.074218,0.004163,0.216331,0.012037,0.181014,0.02869,0.374375,-0.079452,0.383521,0.176784,-0.052446,0.095176,-0.07547,1.060592,0.177566,-0.064032,0.236804,0.000293,-0.052511,-0.016526,0.181245,-0.003642,-0.000925,-0.001519,-0.03226,0.028089,-0.009164,-0.044455,-0.009098,0.180523,-0.050117,-0.011817,-0.00637,-0.000187,0.030187,-0.001012,0.00227,0.000201,0.000136,9.6e-05,7.2e-05,-8.1e-05,3e-06,-0.001727,-6e-06,0.000323,2e-06,-0.008567,-6e-05,-3.5e-05,0.000287,0.002031,-0.274514,0.049783,-0.008731,-0.31413,-0.296311,-0.468807,-0.266577,-0.368277,-0.189003,-0.461434
0.137191,0.06513,0.380492,0.423685,0.617976,0.189244,0.10556,0.490455,0.068153,-0.00731,0.07502,0.066593,0.009365,0.065792,-0.039116,0.078944,-0.519066,0.063619,0.645691,-0.585747,0.268412,0.397534,-0.012337,0.039226,0.303617,0.107634,-0.00458,-0.002631,-0.000823,0.062049,-0.006523,-0.01887,-0.113856,-0.00341,0.010653,0.626184,-0.275505,-0.030942,-0.028952,-0.035049,-0.181624,-0.44093,-0.516084,-0.41533,-0.274189,-0.683899,-0.078299,-0.63766,-0.580497,-0.08777,-0.294849,-0.025992,0.038532,-0.315761,0.121868,-0.399984,-0.053678,0.0391,0.026309,-0.259878,0.018087,0.016359,0.015604,-0.004521,-0.042789,0.023286,0.019984,0.008911,-0.270164,0.037838,0.015562,0.020602,0.001004,-0.090847,0.00155,-0.015034,0.000134,8.8e-05,5.2e-05,5.7e-05,9.1e-05,1.1e-05,0.014823,4e-06,-0.000371,-8e-06,0.088597,-1.9e-05,-2.6e-05,-0.000389,-0.015213,0.414142,-0.032598,0.066491,0.493169,0.562476,0.617204,0.332717,0.513049,0.227211,0.522085
0.143256,0.340631,0.510223,0.526218,0.462604,0.196325,0.149675,0.398191,-0.146691,0.157395,-0.142813,-0.111902,-0.069865,-0.116604,0.014489,-0.143677,0.470814,-0.13036,1.210827,0.749908,0.057282,0.141617,0.17884,0.015231,0.129655,0.070076,-0.009106,-0.008001,-0.00159,0.00957,0.007331,0.026074,-0.105785,0.013584,-0.016057,-0.629278,-0.18422,0.015537,0.02661,-0.018974,-0.108936,-0.278343,-0.046149,-0.270727,-0.165524,-0.418077,-0.093328,-0.428167,-0.188767,-0.131897,-0.180238,-0.02998,1.113437,-0.258575,-0.202524,-0.307028,-0.077567,-0.056543,-0.037,-0.220259,-0.027157,-0.028748,-0.028448,-0.037855,-0.040156,-0.027477,-0.015193,0.002336,-0.214814,-0.044851,-0.040622,-0.027176,0.001145,-0.084518,0.001033,0.029758,0.000411,0.000279,0.000188,0.000152,9e-06,-6e-06,-0.024648,1e-06,0.004592,4e-06,-0.137441,-8.4e-05,-5.5e-05,0.004549,0.029208,0.310565,0.167752,0.090302,0.296914,0.406347,0.701547,0.52589,0.672009,0.464021,0.571563
0.007143,-0.0,1e-06,0.0,3e-06,4e-06,2e-06,-3.3e-05,2e-06,0.0,6.9e-05,0.0,0.007139,0.007141,2e-06,3.4e-05,2.2e-05,8.3e-05,0.0072,7.7e-05,1.6e-05,-2e-06,-2e-05,1e-06,0.007149,0.00714,0.007103,0.007131,0.021436,0.028597,0.04291,0.042924,0.042823,0.049726,0.049707,0.042541,0.028411,0.028274,0.014349,0.007255,-1e-06,0.00683,-3.6e-05,-1.4e-05,0.007019,0.007199,0.014036,0.014035,0.014034,0.014234,0.021051,0.014032,0.014029,0.014021,0.014018,0.01402,0.014017,0.006996,0.007007,0.007005,0.007001,-1.1e-05,0.0,1e-06,2e-06,0.007013,-1e-06,7e-06,7e-06,-0.0,-3e-06,-1.2e-05,2e-06,-2e-06,-1.3e-05,0.0,-0.0,-1.1e-05,2e-06,3e-06,4e-06,3e-06,4e-06,2e-06,3e-06,1e-06,1e-06,2e-06,2e-06,2e-06,9e-06,2.3e-05,-0.007236,-0.014235,-0.014204,-0.021422,-0.021386,-0.021425,-0.021655,-0.014598,-0.01469
-0.000367,1e-06,1e-05,3e-06,-5e-06,-3e-06,-2e-06,-0.00556,2e-06,2e-06,0.000637,-5e-06,-0.000402,-0.000374,1.1e-05,0.000315,0.000226,0.000781,0.000205,0.00075,0.000152,-3e-05,-0.000202,9e-06,-0.000265,-0.000352,0.004589,-0.000432,0.00462,0.010544,0.017604,0.019107,0.021049,0.022567,0.017732,0.013142,0.007609,0.006494,0.00064,-0.001732,0.000109,0.005023,-0.00184,-0.000842,0.000118,-0.00514,0.00029,0.000185,0.000174,-0.005035,0.000637,0.000959,0.000837,0.001448,0.000809,0.000562,0.000712,0.001079,0.000354,0.000377,0.00057,0.000613,-1.3e-05,-9e-06,-4e-06,0.00023,0.000133,-0.000328,-0.00032,8e-06,6e-06,0.000389,-0.000233,3e-06,0.000635,-4e-06,-3e-06,0.000633,-5e-06,-4e-06,-3e-06,-2e-06,-2e-06,1.2e-05,-4.2e-05,1e-06,1.6e-05,-4e-06,-9e-06,3e-06,-0.000536,-0.001399,0.003974,0.003221,0.002746,0.006453,0.004701,0.003758,0.008701,0.005272,0.004096
-0.000421,-0.0,8e-06,1e-06,-6e-06,-5e-06,-4e-06,0.004111,-2e-06,0.0,0.000606,-5e-06,-0.000459,-0.000432,7e-06,0.000297,0.000212,0.000741,0.000116,0.000714,0.000145,-2.9e-05,-0.000192,7e-06,-0.000333,-0.00042,-0.005127,-0.000507,-0.005304,-0.009219,-0.012225,-0.010859,-0.00915,-0.008049,-0.003374,0.001656,0.006086,0.004979,0.009251,0.00731,9e-05,-0.004829,-0.001688,-0.000775,-0.000154,0.004191,-0.000272,-0.000383,-0.0004,0.003975,-0.000297,0.000268,0.000149,0.000694,9.8e-05,-0.000135,-6e-06,0.000651,-1.6e-05,4e-06,0.000183,0.000559,-1.2e-05,-5e-06,-3e-06,-0.000124,0.000121,-0.000302,-0.000294,8e-06,7e-06,0.000358,-0.000212,4e-06,0.000584,-4e-06,-4e-06,0.000577,-7e-06,-6e-06,-6e-06,-5e-06,-3e-06,9e-06,-3.9e-05,1e-06,1.6e-05,-5e-06,-6e-06,4e-06,-0.000489,-0.001277,-0.005187,-0.005553,-0.006025,-0.011497,-0.01311,-0.014031,-0.018693,-0.022236,-0.023326
0.001049,1.3e-05,1.6e-05,-1e-06,0.000311,2.2e-05,5e-06,-0.035505,9e-06,4e-06,0.000699,1.1e-05,0.001001,0.000982,1e-05,8e-05,2e-06,0.000703,0.001245,5e-06,1.5e-05,5e-06,1.9e-05,4e-06,0.000999,0.000995,0.038635,0.002699,0.042308,0.07859,-1.42459,0.10896,-0.041059,-0.039224,0.079937,-0.474617,0.009494,0.005606,-0.030123,-0.028297,-9.5e-05,0.035897,-5e-06,-0.009614,0.001036,-0.034746,0.019619,0.001796,0.004531,-0.037938,0.002971,0.004004,0.004275,0.003125,-0.007962,-0.000192,0.005791,0.002145,0.079908,0.001145,0.000978,2e-06,1e-06,-9e-06,6e-06,-1.617048,0.0001,4e-06,8e-06,7e-06,-4e-06,-5e-06,-1e-06,-8e-06,1.2e-05,4e-06,8e-06,7e-06,1.1e-05,1.3e-05,1e-05,0.001513,4.1e-05,-0.0,2.2e-05,1.1e-05,1e-05,9e-06,7e-06,9e-06,5e-06,0.156617,0.246785,-0.082545,1.404006,0.960207,3.58066,0.54604,-0.437748,4.938198,4.237546
