0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
-0.00882,-0.009435,-0.009317,-0.009436,-0.009558,-0.016938,-0.017187,-0.017329,-0.024795,-0.023679,-0.023741,-0.032459,-0.032549,-0.03262,-0.03265,-0.032654,-0.033231,-0.025308,-0.025299,-0.025285,-0.025246,-0.017323,-0.017293,-0.00887,-0.008356,-0.015766,-0.007896,-0.007923,-0.007926,-0.007926,-0.015833,-0.01583,-0.015342,-0.015332,-0.015315,-0.014842,-0.014838,-0.006918,-0.006481,-0.006935,0.000967,-0.006955,0.000514,0.000529,-0.007345,0.000552,0.000562,0.000577,0.000587,0.001024,0.008894,0.001019,0.00102,0.001011,-0.007316,0.000114,-0.007729,-0.007719,-0.007695,-0.007676,-0.01545,-0.015421,-0.015404,-0.023172,-0.015416,-0.015439,-0.015438,-0.015453,-0.015462,-0.007683,-0.007661,7e-05,-0.007676,8.4e-05,-0.007666,-0.007664,-0.007643,8.8e-05,8.3e-05,0.0004,-0.007664,0.000106,-0.007264,-0.007256,0.000132,-0.007317,-0.007677,6.2e-05,-0.007659,-0.007638,-0.007619,-0.007282,-0.014968,-0.007204,-0.007196,-0.007213,-0.007561,-0.007525,-0.007633,1.1e-05,-0.007715,-0.007666,0.00033,0.000342,-0.007379,-0.007619,9.9e-05,0.000337,5.3e-05,0.000386,0.000122,9.6e-05,6.1e-05,-0.007666,-0.007633,-0.007686,2.1e-05,5e-05,-0.007598,-0.007651,6.8e-05,-0.007654,-3e-06,-2e-06,-2e-06,-2e-06,-3e-06,2e-05,-2e-06,-3e-06,-4.3e-05,2.2e-05,9e-06,5e-06,4.2e-05,1.2e-05,-0.00767,6e-05,7.9e-05,0.000117,0.000121,-0.007585,1.9e-05,0.007612,0.015262,0.01533,0.022949,0.022574,0.015077,0.022747,0.014721,0.014682,0.006967,0.006868,0.006669,0.006667,0.007032,0.007115,0.014838,0.014876,0.01492,0.015333,0.015371,0.02318,0.023292,0.015562,0.007783,7.3e-05,-0.00035,-0.008172,-0.008584,-0.008573,-0.008611,-0.008637,-0.009082,-0.00914,-0.009177,-0.016992,-0.009297
0.006514,0.010582,0.009523,0.010389,0.011193,0.00652,0.00833,0.009426,0.005332,-0.003734,-0.003381,0.002619,0.003407,0.004217,0.004653,0.004823,0.010252,0.010932,0.011061,0.011801,0.011372,0.011777,0.010938,0.005541,0.000353,-0.005441,-0.002391,0.000193,0.000555,0.000871,0.00021,0.000158,-0.005745,-0.004332,-0.003209,-0.00825,-0.008018,-0.006658,-0.012623,-0.007302,-0.007104,-0.008168,-0.00222,-0.001699,-0.00139,-0.000958,-0.000484,0.00018,0.000679,-0.004552,-0.003935,-0.004306,-0.004242,-0.004512,-0.000777,0.005347,0.004495,0.004181,0.004494,0.004817,0.004827,0.004668,0.004604,0.003729,0.002731,0.001731,0.001593,0.001063,0.000769,0.001202,0.001504,0.001244,0.001104,0.001366,0.001176,0.001151,0.001448,0.001418,0.001341,-0.004622,0.001102,0.001688,-0.003567,-0.003472,0.002033,-0.004378,0.000718,0.000924,0.000918,0.001178,0.001409,-0.003866,-0.003435,-0.002897,-0.002812,-0.003058,0.001857,0.002238,0.000954,0.000145,-3.7e-05,0.000487,-0.00502,-0.004855,-0.004938,0.001006,0.001064,-0.004835,0.00058,-0.004364,0.001263,0.001005,0.000644,0.000393,0.000731,0.000198,0.00022,0.000502,0.001018,0.000489,0.000677,0.000452,-2.3e-05,-1.3e-05,-5e-06,-3e-06,4e-06,0.000197,-6e-06,-7e-06,-0.00039,0.000204,8.2e-05,6.3e-05,0.000393,0.000128,0.000269,0.000549,0.000709,0.001053,0.001088,0.000985,0.000177,-0.00074,-0.001182,-0.00061,-0.001321,0.003017,-0.003356,-0.003791,0.001028,0.000373,0.000107,-0.00121,0.005528,0.005442,0.000406,0.001414,0.001155,0.001621,0.002043,-0.002657,-0.00236,-0.001497,0.00048,0.00107,0.001464,0.001625,0.00647,0.004558,0.009529,0.009507,0.008476,0.007837,0.011925,0.010777,0.010119,0.008683,0.008284
-0.035197,-0.041314,-0.042991,-0.042013,-0.041238,-0.034913,-0.032666,-0.031254,-0.023962,-0.01313,-0.012684,-0.014921,-0.013946,-0.012939,-0.012391,-0.012292,-0.016693,-0.016962,-0.016908,-0.01592,-0.016656,-0.017202,-0.018517,-0.015297,-0.010764,-0.005997,-0.002519,0.001339,0.001875,0.002334,0.002336,0.002244,0.005795,0.007855,0.009474,0.01431,0.014595,0.015627,0.019106,0.014623,0.013995,0.013303,0.008893,0.009618,0.010885,0.010631,0.011267,0.012159,0.012831,0.017321,0.017276,0.017535,0.017593,0.01716,0.011374,0.007208,0.006847,0.006395,0.006781,0.007186,0.007938,0.007666,0.007552,0.007086,0.005001,0.003669,0.003472,0.002756,0.002346,0.002231,0.002602,0.001605,0.002064,0.001757,0.002144,0.002109,0.002483,0.001808,0.00171,0.005292,0.002028,0.002145,0.007245,0.007362,0.002571,0.006201,0.001516,0.001169,0.001757,0.002077,0.002361,0.006806,0.007904,0.008002,0.008089,0.007771,0.002856,0.003321,0.001722,0.000189,0.000493,0.001133,0.00478,0.004981,0.005392,0.001756,0.001317,0.005,0.000716,0.005577,0.001554,0.001236,0.000792,0.000983,0.001394,0.000742,0.000274,0.000619,0.001736,0.001083,0.000829,0.001032,-2.2e-05,-1.3e-05,-4e-06,-3e-06,2e-06,0.000241,-8e-06,-8e-06,-0.000474,0.000252,0.000104,7.8e-05,0.000483,0.000159,0.000789,0.000672,0.000868,0.001286,0.001328,0.001648,0.000219,-0.001349,-0.002351,-0.001682,-0.003036,-0.008691,-0.005136,-0.006205,-0.010761,-0.011623,-0.011451,-0.013113,-0.015793,-0.015948,-0.011205,-0.00997,-0.01094,-0.010369,-0.009883,-0.004733,-0.004398,-0.003982,-0.001485,-4.9e-05,0.001138,0.002088,-0.002918,-0.004665,-0.009518,-0.00955,-0.010896,-0.011729,-0.017754,-0.019291,-0.020179,-0.021464,-0.022748
2.520624,1.252895,-0.001542,0.023918,0.326501,0.206974,0.33187,-0.320599,-0.073505,1.074806,0.242139,0.036422,0.015537,0.071106,-0.333319,0.245272,0.165155,0.86021,3.858259,-0.352955,-0.348538,-0.186815,-0.153623,4.2501,-0.149029,-0.283238,-0.003177,-0.005503,-0.006391,0.637597,-0.000894,0.10184,-0.048893,0.082082,0.095966,0.09947,-0.063323,0.491126,0.071547,0.021502,-0.090913,0.059531,-0.039952,-0.039134,0.021547,-0.024239,-0.01946,-0.021818,0.133758,0.044385,0.116487,0.109458,0.025028,0.060164,-1.555653,0.136852,0.016433,-0.068451,0.134556,0.069488,0.114135,-0.954458,-0.068915,-0.274501,-0.012663,-0.002774,-0.012329,-0.011064,-0.001879,-0.0103,-0.007268,0.371487,0.202396,-0.009172,-0.163527,0.06193,-0.02058,-0.008858,-0.008504,-0.051353,-0.009046,0.097326,0.004212,0.110172,0.251524,-0.049409,-0.038525,0.006093,-1.561798,-0.17582,-0.011758,0.014172,0.047083,-0.599898,-0.006707,-0.037934,-0.017698,-0.003348,0.358991,-0.001833,0.043837,-1.916176,-0.046829,-0.032159,0.119995,-0.011417,-0.007495,0.32075,-0.002036,-0.034161,0.061388,0.117619,0.00036,-0.000209,-9.8e-05,0.15666,-0.001485,-0.00689,-0.009617,-0.012749,-0.000204,0.001897,-0.002798,-0.005873,-0.000293,0.000109,0.253013,-0.002294,-0.000172,8.6e-05,0.002311,-0.005955,0.096669,-0.001399,0.000469,0.000161,-0.00197,-0.002442,-0.000264,-0.001909,0.025926,-0.001123,-0.008923,0.001709,-0.003772,1.948506,-0.288461,-0.233847,-0.031816,-0.27138,-0.249351,-0.319092,-0.330533,-0.103053,-0.169359,-0.240225,-0.051083,-0.289864,-0.223518,-0.25884,-0.044814,-0.14175,-0.039572,-0.143455,1.454723,0.314247,-2.836894,-0.103694,-0.041505,-0.043566,-0.04031,-0.003088,-0.258824,-0.025991,-0.047153,0.069325,-0.046914,-0.059324,-0.124954
1.306708,2.356878,0.126071,0.164066,0.201595,0.408757,0.362925,0.584343,0.261921,0.333998,0.269501,0.100868,0.155635,0.041341,0.677882,0.409928,1.030085,2.875018,1.477638,1.058574,1.158403,0.869813,0.855739,1.834414,1.025861,0.844888,0.115775,0.014064,0.012155,-0.439445,0.006739,-0.187411,0.117887,-0.314372,-0.284535,-0.383302,-0.152006,-0.250161,-0.402797,-0.202136,0.117554,-0.441366,0.022125,0.014671,-0.236392,-0.113001,-0.125121,-0.109356,-0.607081,-0.426811,-0.754675,-0.643171,-0.400495,-0.46251,-1.869781,-0.587112,-0.253576,-0.313002,-0.392068,-0.293306,-0.426505,-0.44476,-0.181773,-0.121569,0.034793,-0.051079,0.032979,0.032244,0.033225,0.012165,0.011165,-0.53755,-0.286302,-0.002732,-0.160969,-0.087715,0.112695,-0.001903,0.012173,0.027317,0.014059,-0.153699,-0.151048,-0.22066,-0.436481,0.031254,-0.060454,-0.011589,-2.12007,-0.169706,0.02864,-0.059368,-0.102234,-0.660202,-0.035929,0.014949,0.029046,0.007896,-0.527799,0.003801,-0.067636,-1.612887,0.023579,0.016256,-0.225639,0.024084,-0.003737,-0.539789,0.003042,0.013975,-0.105582,-0.19754,0.003941,0.022384,0.000958,-0.236528,0.002244,0.014957,0.005913,0.026834,0.000804,0.018722,0.00391,-0.00102,0.001156,0.000284,-0.454033,0.003106,0.000513,9.7e-05,0.001942,0.007255,-0.166749,0.00208,0.000459,0.000143,0.015286,0.004629,0.000792,-0.009868,-0.063608,0.00205,0.005251,-0.014378,0.00797,1.734887,0.434883,0.408168,0.060482,0.405113,0.413918,0.538583,0.561575,0.240024,0.363956,0.554716,0.082701,0.490208,0.382099,0.423127,0.107265,0.123077,-0.020876,0.161511,1.864202,0.830169,-1.103873,0.039788,0.091528,0.151983,0.163395,-0.031954,0.522608,0.150167,0.234377,0.089892,0.242534,0.280561,0.368201
4.97492,-0.602271,0.48461,0.462515,0.683832,0.501272,0.22918,0.283424,0.056144,1.163337,0.343457,-0.102569,-0.088815,-0.107935,0.086415,0.217997,0.158382,-1.692488,3.207326,-0.062839,0.026122,-0.137045,-0.181321,2.98914,-0.370622,-0.011445,-0.233681,-0.031355,-0.026185,-0.119681,-0.069329,-0.439477,-0.262747,-0.287119,-0.50595,-0.596992,-0.12646,-0.408107,-0.841035,-0.439551,-0.157469,-0.351459,0.01981,0.006888,0.050619,0.203545,0.198473,0.199929,-0.131661,-0.035026,0.276394,0.09796,0.228086,0.189911,1.86358,0.224038,0.251687,0.410944,0.210861,0.290798,0.375386,-1.048012,0.181443,-0.30879,-0.03973,0.114319,-0.035767,-0.033265,-0.058353,-0.007273,-0.00245,-0.290309,-0.200809,0.026948,0.093521,-0.098791,-0.172381,0.021599,0.001346,-0.015308,-0.040951,-0.097899,0.091668,-0.170575,-0.264046,-0.0613,-0.028422,-0.026587,0.894899,0.053199,-0.041221,-0.114639,-0.176292,0.264208,-0.103357,-0.073446,-0.035651,-0.002133,-0.290496,0.001874,-0.085389,0.815116,-0.018022,-0.018671,-0.180222,-0.039165,0.025386,-0.275315,0.001281,-0.017652,-0.068531,-0.112558,0.000126,-0.030236,-0.003731,-0.162422,0.000801,-0.003803,-0.016619,-0.035217,0.000996,-0.030227,0.00086,-0.01474,0.000737,0.000666,-0.283358,0.000678,0.000608,0.000413,-0.000748,7.7e-05,-0.09458,0.000752,0.000359,0.000408,-0.02896,0.000158,0.000486,0.025417,-0.017418,-0.003688,-0.010822,0.030046,0.064425,-0.79371,0.352975,0.332783,0.102558,0.290034,0.2656,0.306812,0.32605,0.150559,0.281057,0.418368,0.347763,0.323768,0.312672,0.319147,0.156119,0.378315,0.291045,0.226985,-0.981511,-0.264128,-4.384713,-0.050858,0.076972,0.064489,0.122921,-0.090772,0.052109,0.077782,0.124273,0.042825,0.136649,0.128367,0.190118
3e-05,0.000113,0.000151,0.008191,0.008182,0.000167,0.008206,0.00813,0.008136,0.01608,0.008079,0.007989,0.007968,0.007934,0.00798,0.008024,0.008101,0.00812,0.000219,0.000258,0.000301,-0.00768,0.000169,4.1e-05,2.3e-05,3.4e-05,2.9e-05,0.007993,0.007926,0.007964,0.007872,0.007846,0.015691,0.015701,0.015679,0.015759,0.007889,0.008017,0.015755,0.015732,0.015757,0.015715,0.015714,0.015645,0.015543,0.007677,0.01553,0.00765,0.015515,0.015521,0.015611,0.007671,0.007867,0.008069,0.008076,0.007878,1e-05,2.4e-05,3.4e-05,-0.00782,8.1e-05,0.000248,0.000244,9.4e-05,6e-05,0.007861,-4e-06,0.007837,0.007838,0.007841,0.007843,0.015686,0.015688,0.008056,0.015688,0.015697,0.015701,0.015946,0.01572,0.007868,0.015987,0.007864,0.007863,0.008126,0.007866,0.008151,0.000287,0.000284,0.007871,-5e-06,0.007865,-3e-05,0.000244,0.008118,-2.4e-05,0.007862,0.007874,0.007874,1.8e-05,0.007876,0.007876,0.007897,0.007905,0.007925,0.007914,0.007941,0.007944,0.00796,0.007957,0.007939,0.007915,7e-06,0.000345,0.00788,0.007889,0.007886,0.007891,-4e-06,0.007877,0.007886,1e-06,0.007889,0.007878,0.007888,1e-06,0.007887,1e-06,3e-06,3.4e-05,1.9e-05,7e-06,1e-06,-2.5e-05,1e-06,-2e-06,0.007888,0.007888,2e-06,0.007887,1e-06,1e-06,0.0,2e-06,-0.007884,-0.008278,-0.02439,-0.024383,-0.024638,-0.032717,-0.032624,-0.024579,-0.032051,-0.032007,-0.031984,-0.031444,-0.031454,-0.03146,-0.03888,-0.039114,-0.031145,-0.031386,-0.023511,-0.031609,-0.023817,-0.01608,-0.008319,-0.008318,-0.000386,0.007503,0.007723,0.015743,0.015753,0.023654,0.023655,0.015554,0.01534,0.023207,0.015274,0.007179
0.005606,0.006301,0.001272,0.006195,0.006189,0.006816,0.006518,0.011367,0.011522,0.016202,0.016727,0.016135,0.016191,0.021793,0.016734,0.017521,0.01282,0.013175,0.008059,0.002682,-0.002662,0.002735,0.00181,0.006283,0.006113,0.006214,0.006163,0.00079,0.006019,0.000563,0.005637,0.005409,0.004886,0.005141,0.005046,-0.000335,-2.2e-05,0.000175,-0.000264,-0.000608,-0.00019,-0.000892,-0.000928,0.003495,0.003564,0.003895,0.003328,0.003314,0.003054,0.003271,0.003065,0.004151,-0.000481,-0.004976,-0.004746,0.000172,0.000457,0.001148,0.001674,0.002491,0.003688,0.004948,0.004752,0.004473,0.003113,0.001234,8.8e-05,-2.8e-05,-0.000103,2.6e-05,0.000198,0.000272,0.000247,-0.005482,-0.000474,-0.000199,-0.000293,-0.006196,-0.000903,-0.000679,-0.005751,8.2e-05,0.000325,-0.004625,0.000236,-0.005338,-0.005845,-0.005667,0.000404,9.3e-05,0.000671,0.001022,-0.003943,-0.003535,0.000721,0.000734,0.000312,0.000297,-0.000624,0.000382,0.000381,-0.000166,-0.000317,-0.000755,-0.000447,-0.000948,-0.000958,-0.001236,-0.001075,-0.000642,-9.7e-05,-0.00013,-0.00572,0.000692,0.000471,0.000512,0.000451,6.7e-05,0.000708,0.00051,-1.1e-05,0.000459,0.000659,0.000492,-1.4e-05,0.000503,-4e-06,-3.5e-05,-0.000534,-0.000318,-0.00011,-1.1e-05,0.000393,-2e-06,6.7e-05,0.000507,0.00051,-1e-06,0.000515,-4e-06,-2e-06,-4e-06,-2.9e-05,-0.000511,0.005559,0.010395,0.010803,0.016087,0.021342,0.020554,0.020088,0.014054,0.013433,0.01317,0.002365,0.002596,0.003312,-0.007606,-0.001438,-0.007198,-0.00241,-0.009174,-0.004872,-0.005211,-0.006445,-0.007265,-0.007007,-0.006147,0.000758,-0.003128,-0.00253,-0.001272,-0.001583,-0.001708,0.002572,0.00627,0.004552,0.002996,0.008161
-0.00402,-0.003125,0.001634,-0.003245,-0.003257,-0.002477,-0.002853,-0.007861,-0.007668,-0.0129,-0.012237,-0.013009,-0.012955,-0.017025,-0.012297,-0.011314,-0.006191,-0.005695,-0.00097,0.003369,0.007747,0.003493,0.002261,-0.003213,-0.003425,-0.003305,-0.003366,0.000897,-0.003634,0.000604,-0.004132,-0.004422,-0.005199,-0.004906,-0.005047,-0.000719,-0.000199,0.000231,-0.000689,-0.001139,-0.00064,-0.001536,-0.001592,-0.006962,-0.007091,-0.006452,-0.007427,-0.007213,-0.007819,-0.00758,-0.007675,-0.006214,-0.000934,0.004514,0.0048,-0.000122,0.00057,0.001444,0.002102,0.003457,0.004617,0.00636,0.006099,0.005535,0.003835,0.001184,0.000102,-0.000376,-0.000479,-0.000321,-0.000122,-0.000402,-0.000453,0.003826,-0.001377,-0.001065,-0.001194,0.00247,-0.002002,-0.001311,0.002946,-0.000383,-8.5e-05,0.004777,-0.000209,0.003883,0.003752,0.003971,-4e-06,0.000113,0.000324,0.001266,0.006115,0.006107,0.00089,0.000391,-0.000139,-0.000158,-0.000783,-6.9e-05,-7.6e-05,-0.000762,-0.000958,-0.001509,-0.001128,-0.001757,-0.001776,-0.002125,-0.00193,-0.001388,-0.000714,-0.000168,0.003901,0.000265,-1.6e-05,3.2e-05,-4.8e-05,7.7e-05,0.000263,1e-05,-2e-05,-6e-05,0.000188,-2.3e-05,-2.1e-05,-1.2e-05,-4e-06,-4.4e-05,-0.000669,-0.000397,-0.00014,-1.6e-05,0.000489,-4e-06,8.1e-05,-1.4e-05,-1.1e-05,-3e-06,-8e-06,-7e-06,-4e-06,-5e-06,-3.4e-05,1.9e-05,-0.00345,-0.007224,-0.006737,-0.011253,-0.01526,-0.016298,-0.017434,-0.013509,-0.014447,-0.014841,-0.00633,-0.006164,-0.005332,0.003388,-0.000124,0.003363,-0.001849,0.000389,-0.00522,-0.005895,-0.007795,-0.009098,-0.008808,-0.007951,-0.010552,-0.004294,-0.0036,-0.002134,-0.002842,-0.003046,-0.00863,-0.01525,-0.01787,-0.019725,-0.024122
0.035943,0.040027,0.026008,0.038535,-0.061183,0.03715,0.050905,-0.694649,-0.144318,0.016918,0.120963,-0.074062,-0.200017,-0.160924,-0.205525,0.057388,-2.381154,0.091826,0.051984,0.007761,-0.03508,0.00541,0.000731,0.03559,0.039641,0.036478,0.038579,0.001289,0.039187,0.007592,0.037766,0.039784,0.039995,0.039643,0.039084,-0.011427,-0.008285,0.819249,0.244116,0.000128,0.003028,0.079358,0.001569,0.839576,0.042538,0.041842,0.040983,0.031355,0.037993,0.041589,0.769437,0.038526,0.001316,-0.042624,0.019154,0.038031,0.012959,-0.004927,0.00079,-0.004239,-0.004669,-0.526126,-0.515703,-0.007507,-0.001684,0.03979,-0.006119,-0.009016,0.002842,-0.20614,-0.037116,0.044616,-0.004536,-0.022745,0.094903,0.145569,0.211336,0.144449,0.087097,0.216339,0.012821,0.088969,-0.009346,-0.04233,0.014289,0.141218,-0.043635,-0.041221,0.206406,-0.006692,0.101671,0.017768,-0.035478,-0.008472,0.253337,-0.006819,0.006166,0.026542,0.069518,0.028891,-0.00597,0.01845,0.070333,0.010243,0.012487,0.000758,0.09353,-0.003945,-0.003665,0.003511,0.000451,-0.000132,0.076806,-0.00528,-0.005779,-0.001064,-0.000762,-0.001326,0.198754,0.004514,-0.005506,-0.000476,-0.003405,0.000797,-0.002617,0.000548,-3.8e-05,-1e-05,0.108338,-0.000935,-3.3e-05,-2.1e-05,0.235241,-0.001187,0.006161,0.000976,0.000929,3.2e-05,0.001028,3.8e-05,7.1e-05,5.8e-05,2.7e-05,-0.000971,-0.200099,-0.09606,-0.216363,-0.251299,-0.332202,-0.311559,-0.801014,-1.128949,-0.039729,0.068431,-0.670828,-0.416273,-0.571601,-0.211176,0.250038,-0.058709,0.003232,-0.403899,1.625092,0.059554,1.604904,1.9e-05,-0.002784,0.004542,0.040727,-0.041808,-2.012908,0.005402,-0.001386,-0.174922,-0.283672,-0.556398,-0.688763,-0.772043,-0.53883
