0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
-0.019598,-0.025972,-0.039714,-0.039811,-0.033033,-0.033336,-0.019929,-0.019951,-0.006601,6.2e-05,-0.006026,-0.005937,-0.013962,-0.013353,-0.020536,-0.02724,-0.027287,-0.027222,-0.026641,-0.019922,-0.019994,-0.026602,-0.019407,-0.019991,-0.006141,-0.012881,-0.013403,-0.006703,0.000972,0.001877,0.001972,-0.005442,-0.00595,-0.01369,-0.013691,-0.020533,-0.020546,-0.020967,-0.020618,-0.020618,-0.014074,-0.000331,0.006898,0.007308,0.006932,0.006912,0.006591,0.000113,0.006856,6.2e-05,-0.007067,-0.006613,-0.013235,-0.013201,-0.01316,-0.01316,-0.01316,-0.006955,-0.006587,5.3e-05,-0.006542,0.000396,0.000338,-0.006617,-0.006636,-0.012904,-0.006625,-0.005896,-0.012265,-0.005562,-0.005833,-0.005757,0.001259,0.001234,0.007734,0.000773,0.000768,0.000422,0.000446,0.000509,0.000424,-0.006224,-0.006568,4e-06,2.5e-05,8.2e-05,0.000386,-0.006558,-0.006565,-0.006594,-0.013218,-0.006556,0.000389,6.1e-05,2.9e-05,1e-06,-4.1e-05,-0.006644,-1.4e-05,0.006981,0.007349,0.007412,0.006756,0.006622,-7e-06,3.4e-05,0.006727,0.013249,0.006251,0.006073,-0.014278
-0.003495,-0.006116,-0.005844,-0.006194,-0.00725,-0.004838,-0.004072,-0.002364,-0.001379,-0.00131,-0.006676,-0.007766,0.004204,-0.001181,0.002431,0.002316,0.003413,0.002756,-0.003514,-0.004726,-0.002878,-0.005516,-0.014309,-0.008737,-0.012264,-0.013858,-0.008301,-0.005076,-0.015376,-0.02604,-0.028526,-0.018522,-0.01074,-0.000577,-0.00084,-0.000889,-0.004164,0.001407,-0.00471,-0.003329,0.007675,0.009217,0.003123,-0.000773,0.007576,0.009139,0.015545,0.013676,0.016493,0.017306,0.026896,0.017593,0.012718,0.011141,0.00841,0.004968,0.004054,0.006908,0.000706,0.002306,0.00243,-0.004106,-0.006552,-0.000635,-0.001379,-0.007341,-0.000547,-0.010116,-0.01694,-0.01443,-0.007183,-0.00522,-0.009236,-0.009525,-0.013176,-0.007787,-0.008017,-0.002904,-0.002316,-0.000631,-0.002929,-0.003447,0.001688,0.000159,0.00069,0.002136,-0.004046,0.001677,0.001492,0.000651,0.000453,0.001446,-0.003807,0.001445,0.000709,5.7e-05,-0.000882,-0.000615,-0.000306,-0.004391,-0.008752,-0.007347,0.003397,0.000243,-0.000133,0.000832,0.002899,0.000807,0.004916,-0.000229,0.00075
-0.042068,-0.043446,-0.04247,-0.034553,-0.019385,-0.017515,-0.009795,9e-05,-0.000434,-0.001051,0.003786,0.002901,-0.003828,0.000345,-0.004633,-0.004105,-0.003244,-0.003809,-0.000376,-0.001977,-0.000521,-0.002114,-0.001328,-0.005449,-0.000884,-0.001643,-0.005724,-0.003656,0.004546,0.013053,0.010823,0.011283,0.009072,0.000684,0.00048,0.000994,-0.001781,-0.006031,-0.002301,-0.001141,-0.00117,-0.000976,0.002103,0.007585,0.005818,0.007098,0.003421,0.011306,0.012927,0.014063,0.013546,0.014428,0.010982,0.009708,0.007523,0.00484,0.004125,-0.002534,0.001047,0.001767,0.00235,0.005183,0.003331,1.6e-05,-0.00055,0.00372,8.8e-05,0.009443,0.013116,0.014527,0.011698,0.013178,0.017973,0.017734,0.014553,0.010772,0.010611,0.006125,0.006559,0.007799,0.006104,0.006202,0.001722,0.000121,0.000508,0.001568,0.005276,0.001705,0.001569,0.000956,0.001283,0.001535,0.005457,0.001055,0.000519,4e-05,-0.000638,2.7e-05,-0.000219,0.004558,0.009607,0.01063,0.00198,-0.000301,-0.000101,0.0006,0.001617,-0.000377,-0.005133,-0.008858,-0.014943
2.442295,0.002697,1.964304,0.107305,0.705782,-0.094262,-0.254041,-0.224059,-0.012868,3.176322,0.740089,0.996589,0.104642,0.293592,1.087151,1.107165,0.055441,0.114768,0.001141,3.260212,3.325095,3.562044,-0.025745,1.823372,-0.086552,0.29533,0.315187,1.227275,-0.099315,0.069309,4.523605,0.244248,-0.570583,1.24473,-0.005513,1.304462,0.33443,4.329455,-0.009041,0.005447,0.079487,0.355992,0.198487,-0.028888,-0.903229,-0.082056,-4.591971,-0.822734,-2.569565,0.305347,-0.150768,-0.133877,-0.298168,-0.84268,0.026169,-0.197739,-0.030239,0.052846,0.01462,-0.008427,0.131043,-0.054122,-0.050911,-0.007976,0.007867,0.059609,0.165125,0.182177,2.552452,0.162162,0.079565,0.314758,0.261238,1.079724,0.004818,0.251907,0.081347,-0.052781,-0.046832,-0.064494,-0.04172,-0.037313,0.050473,-0.00124,6.4e-05,0.008465,-0.036261,-0.000257,-0.01375,0.185722,-0.004123,-0.001156,-0.048746,-0.000634,-8.4e-05,-2.3e-05,-0.001846,-0.001248,-6.8e-05,-0.046626,-0.070903,-0.069103,0.037642,-0.126853,-0.021667,0.013904,-0.356912,-0.949652,-0.91781,-1.108995,-0.585472
3.033766,0.611424,2.785869,-0.06543,0.946489,0.598312,0.413233,0.4255,0.217314,2.642753,1.220431,0.917339,0.28676,0.450992,0.836656,0.735001,0.064369,0.119486,0.095437,2.732014,2.706395,2.494922,0.661023,2.711022,0.235054,0.374016,0.423406,0.833833,0.235876,0.78219,1.512038,-0.314295,-1.918805,0.802917,0.126974,0.479606,-0.609923,1.428138,0.060705,-0.057426,-0.066673,-0.695285,-0.369099,-0.106596,-1.028553,-0.794432,-3.944344,-2.552773,-3.112111,-1.193184,-0.566304,-0.344541,0.125073,-0.691278,-0.005318,0.210814,0.067178,-0.003177,0.008736,-0.010002,-0.128649,0.020818,0.022541,0.011734,0.000864,-1.07243,-0.160368,-0.318397,1.834828,-0.243193,-0.245756,0.69032,0.696867,2.019799,-0.109019,-0.394673,-0.148849,0.024417,0.026395,0.110106,0.004341,0.013571,-0.053455,0.001483,0.000374,-0.016564,0.011091,0.001092,0.112835,0.194062,0.029637,0.016586,0.006079,0.000412,4.6e-05,-0.00035,0.013933,0.01647,-0.000449,0.092927,0.007005,-0.007403,0.024614,0.123639,0.033766,-0.007621,0.453799,-0.344617,0.682694,0.625681,1.39781
4.54619,0.854374,5.068158,0.32714,1.208782,-0.054392,-0.035374,-0.286986,-0.365088,3.394107,1.041264,0.781905,-0.271539,-0.060453,0.892583,1.045916,-0.06716,0.015563,-0.061653,3.877837,3.532732,3.265476,0.418737,-1.199011,-0.156331,0.00841,0.047871,0.536266,-0.392977,-0.895199,2.150423,-0.992593,0.799878,0.400661,-0.244295,0.858295,-0.308851,3.083369,-0.112591,0.081556,-0.103901,-0.165543,-0.199754,0.214244,-1.365206,-0.466561,-2.064954,-0.527485,-3.49295,0.915575,1.324033,1.052039,0.588368,-1.036722,-0.000783,0.089565,-0.004555,-0.01607,-0.03229,0.020581,-0.094041,-0.016937,-0.016905,-0.038724,-0.042047,0.144619,-0.156525,-0.070192,4.101863,-0.2883,-0.001583,-0.539769,-0.477784,-1.478493,-0.115526,-0.049432,-0.10965,-0.012577,-0.017442,-0.162578,0.009456,-0.020697,-0.044386,0.001091,0.000713,0.023334,-0.017858,-0.004106,-0.202505,0.40103,-0.058709,-0.030487,0.004815,7.2e-05,-2.1e-05,-6.1e-05,-0.025264,-0.030221,-0.000289,-0.1621,-0.006923,0.01816,0.016681,0.113316,0.030742,0.002613,0.125968,-1.14701,-1.441291,-0.977529,0.523786
0.014107,0.007623,0.020664,0.027055,0.033285,0.033103,0.026416,0.013397,0.013429,0.006858,0.00664,0.00662,0.012925,0.01283,0.012791,0.019354,0.01951,0.019407,0.026129,0.026235,0.026268,0.026143,0.026201,0.032826,0.026184,0.026174,0.025894,0.019221,0.019195,0.019074,0.006187,0.006487,0.006511,0.006544,0.013155,0.019701,0.026284,0.026077,0.025984,0.025535,0.025733,0.026003,0.032403,0.025508,0.026067,0.025892,0.019318,0.019439,0.012888,0.006382,0.012943,0.006676,0.006244,0.006177,0.006371,0.006168,0.006326,0.013545,0.019153,0.018995,0.025986,0.019423,0.019402,0.020264,0.013671,0.00718,0.013124,0.007055,0.006937,0.007048,0.007052,0.007016,0.007006,0.006315,0.013606,0.020278,0.019836,0.026262,0.033079,0.025872,0.032949,0.020249,0.020261,0.007164,0.000701,-0.00017,-0.006807,-0.000378,0.006173,0.012783,-0.013207,-0.019328,-0.012143,7e-05,0.006681,0.000242,-0.000433,-0.000154,0.007591,0.006394,0.013087,0.013279,0.007423,0.007385,0.007478,-0.005434,-0.025231,-0.039849,-0.039656,-0.044672,-0.050857
0.006036,0.001953,-0.002715,-0.003047,-0.005574,-0.007876,-0.011,-0.01213,-0.01868,-0.013672,-0.011361,-0.019447,-0.010164,-0.005639,-0.007113,-0.008283,-0.005448,-0.00055,-0.006452,-0.004625,-0.00611,-0.001295,0.002696,0.005504,0.004293,0.004801,0.012209,0.012109,0.012275,0.014918,0.008817,0.002425,0.001711,0.000413,-0.000974,-0.000492,-0.000808,0.002606,0.005076,0.011636,0.008143,0.003739,0.00562,0.00941,0.002032,0.003851,0.003848,0.002484,0.002301,0.001711,0.001714,-0.002119,0.001605,0.002127,0.00034,0.001985,0.000625,-0.006234,0.002627,0.003766,-0.001237,-0.00132,-0.001302,-0.00887,-0.006939,-0.00733,-0.001576,-0.004775,-0.003942,-0.004594,-0.004577,-0.004591,-0.004199,0.001733,-0.004108,-0.00426,-0.001563,-0.000378,-0.001241,0.003754,-0.000178,-0.003181,-0.003065,-0.004267,-0.005327,0.000777,0.000545,0.001773,0.002415,0.00275,-0.00077,-0.005397,-0.009782,-0.002356,-0.002058,-0.001167,0.004054,0.002742,-0.006289,0.001372,0.001352,0.000496,-0.003261,-0.003008,-0.003396,-0.005748,-0.005435,0.004111,0.002859,-0.003283,-0.004814
0.012289,0.017565,0.021866,0.021351,0.01927,0.017594,0.015526,0.015106,0.018529,0.014262,0.007885,0.010254,0.000498,-0.004392,-0.00545,-0.006529,-0.004546,-0.009193,-0.005539,-0.004259,-0.005389,-0.010094,-0.007227,-0.005467,-0.006122,-0.005764,-0.008551,-0.008347,-0.008221,-0.00628,-0.002011,0.00148,0.000957,8e-06,-0.001293,-0.001238,-0.001795,-0.007485,-0.005714,-0.009067,-0.003488,0.001408,0.002433,-0.00263,8.2e-05,0.001396,0.001738,0.000722,0.000939,0.00087,0.000504,0.0062,0.008913,0.009287,0.007971,0.009143,0.008155,0.010915,0.008809,0.009611,0.013686,0.013973,0.013963,0.01665,0.010377,0.010498,0.006127,0.004277,0.004867,0.004415,0.004426,0.004441,0.004691,0.000803,0.004349,0.003826,0.005703,0.00611,0.005047,0.000888,0.005724,0.004482,0.004553,0.004606,0.004314,0.000541,0.00083,0.00125,0.001253,0.001029,0.000348,0.005616,0.010168,0.00641,0.006179,-0.000815,-0.005228,-0.006141,0.003222,0.000509,4e-05,-0.000561,-0.002756,-0.002583,-0.002861,-0.003603,-0.01011,-0.01867,-0.019621,-0.031731,-0.040749
-1.43513,0.054363,0.075384,0.156556,0.280545,0.046234,0.325913,0.04879,0.097023,0.03111,-0.058122,-0.128597,0.18287,0.028321,0.073476,0.057331,0.053234,-0.200383,0.087907,-0.06851,-0.034241,-0.600519,-0.299291,-0.886711,0.012907,0.024959,-0.940301,0.074512,0.061549,0.057952,0.062699,0.023171,-0.383521,0.005727,-0.024542,0.006045,-0.018283,0.040788,-0.960791,-0.149497,0.21694,-0.035186,0.001077,-0.292259,0.007951,0.046836,0.202078,0.301452,0.180981,0.010452,0.004701,-0.029858,-0.049723,-0.033606,0.008641,0.077727,0.23746,0.158274,0.161515,0.306469,0.219348,-0.053991,0.203146,0.018864,0.030409,0.192608,0.06301,0.04217,-0.044884,-0.007902,0.037883,1.87253,-0.034489,0.009756,0.622293,0.043403,-0.041085,0.024172,-0.03236,0.005079,0.010028,0.160708,0.190864,-0.045871,-0.038656,0.00045,0.000676,-0.007894,0.005282,0.153704,0.026995,0.111398,-0.083841,-0.023244,-0.026306,0.012744,0.02923,0.029311,-0.030763,0.222187,-0.000124,0.003729,0.070987,0.133516,-0.233098,-0.132686,-0.396313,-0.696932,-2.908638,-0.112554,-1.007472
