0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151
-0.004604,-0.005582,0.001584,-0.006043,0.000451,0.00028,-0.005824,-0.006219,-0.006362,-0.006646,-0.006703,-0.012833,-0.013812,-0.013105,-0.020113,-0.020606,-0.013995,-0.020971,-0.021081,-0.021004,-0.021003,-0.020979,-0.027769,-0.020244,-0.02088,-0.014025,-0.013966,-0.013938,-0.013867,-0.006947,-0.006932,-0.006884,-6.5e-05,-0.006917,-0.006899,-0.006974,-0.007002,-0.007006,-0.007019,-0.013825,-0.006953,-0.00694,-0.000155,-0.00693,-0.00694,-0.006988,-0.000272,-0.000335,-0.007074,-0.000371,-0.007043,-0.000293,-0.006988,-0.006924,-0.013623,-0.006903,-0.013575,-0.013536,-0.020202,-0.020136,-0.020065,-0.019998,-0.013333,-0.013297,-0.01328,-0.006638,5e-06,0.006653,0.0071,0.000447,0.00709,0.007089,0.013265,0.007084,0.006616,0.006616,0.006643,0.006653,0.006647,0.006659,0.006624,-4.5e-05,-6.8e-05,-9e-05,-0.006728,-0.006712,-0.006686,-0.006651,-0.013266,-0.006641,-0.013251,-0.013248,-0.006621,-0.006628,-0.006619,-1.3e-05,-1.7e-05,-2.1e-05,-2.3e-05,-2.1e-05,-1.6e-05,-1.5e-05,-1.3e-05,-5e-06,-0.0,-0.0,2e-06,1e-06,0.000453,-2e-06,1e-06,-2e-06,-5e-06,-4e-06,-0.006601,-1e-06,-2e-06,-0.0,0.00044,-3e-06,-8e-06,-1.4e-05,-1.3e-05,0.000426,0.000424,-1.7e-05,-1e-05,0.000431,-6e-06,-0.006593,-2e-06,0.0,2e-06,0.006585,0.006575,0.006572,0.013169,0.01317,0.006122,0.006607,2e-05,2.3e-05,1.6e-05,-0.000467,-0.000454,-0.000442,-0.000416,-0.000415,-0.000408,-0.000402,-0.000403,-0.000418
-0.014645,-0.008104,-0.010571,-0.00531,-0.002684,-0.001541,-0.007468,-0.004842,-0.00397,-0.002083,-0.001723,-0.007976,-0.000975,-0.006293,-0.006252,-0.002491,0.000518,0.000745,0.002029,0.00174,0.001917,0.002141,0.001311,-0.003508,0.002216,0.003073,0.002717,0.002497,0.001855,0.001188,0.001013,0.000412,0.000936,0.000984,0.000726,0.001972,0.002559,0.002892,0.003108,0.003053,0.002356,0.002244,0.002816,0.002427,0.002655,0.003809,0.005374,0.006712,0.006143,0.007558,0.006163,0.00609,0.005491,0.004452,0.004616,0.004579,0.004557,0.004491,0.004698,0.004183,0.003188,0.001646,0.001436,-1.3e-05,-0.001022,-0.000897,-0.000484,-0.000478,-0.005294,-0.004965,-0.004269,-0.004022,0.002268,-0.003609,0.001764,0.001643,0.000354,-9e-05,0.000214,-0.000213,0.001098,0.001537,0.002219,0.00287,0.002805,0.002579,0.001812,0.000767,0.00043,0.000626,9e-06,0.000152,-0.000112,0.000571,-5.5e-05,0.00113,0.001542,0.001806,0.002046,0.001876,0.001399,0.001319,0.001023,0.000385,-3.1e-05,-2.4e-05,-0.000222,-8.2e-05,-0.005618,0.000411,-5e-06,-4e-06,0.000415,0.000391,-0.000322,8e-05,-7e-06,-2.1e-05,-0.005327,0.000283,0.00093,0.001516,0.001334,-0.003672,-0.003455,0.001868,0.001217,-0.004714,0.000534,-0.000312,0.000241,-8e-06,-0.00063,0.001063,0.002465,0.001929,0.00079,0.000702,0.005908,-0.000886,-0.000922,-0.00107,-0.00065,0.005669,0.005155,0.004506,0.003036,0.003072,0.002704,0.002288,0.002344,0.003161
-0.01991,-0.023344,-0.01767,-0.021245,-0.019928,-0.019043,-0.014576,-0.012347,-0.011629,-0.009989,-0.00968,-0.005481,-0.008224,-0.004,-0.003163,0.000219,0.002107,0.003101,0.004217,0.003914,0.00405,0.004203,0.004166,0.008064,0.004164,0.00416,0.003817,0.003608,0.003028,0.001739,0.001583,0.001054,0.000818,0.001542,0.00132,0.002391,0.002891,0.003074,0.003345,0.003946,0.002677,0.002576,0.002405,0.002715,0.002899,0.003865,0.004528,0.005628,0.005769,0.006286,0.005724,0.005014,0.005129,0.004259,0.004982,0.004337,0.0049,0.004821,0.005559,0.005107,0.004281,0.003028,0.002288,0.001126,0.000316,-0.000147,-0.000372,-0.000926,0.003695,0.004507,0.004503,0.004696,0.00067,0.00502,0.000823,0.000727,-0.000294,-0.000649,-0.000411,-0.000749,0.000288,0.001208,0.001747,0.00226,0.002778,0.002598,0.001995,0.001176,0.001468,0.001062,0.001128,0.001231,0.000473,0.001001,0.000508,0.000883,0.001201,0.001404,0.001589,0.001458,0.001086,0.001022,0.00079,0.000298,-2.5e-05,-1.8e-05,-0.00017,-6.3e-05,0.004005,0.00032,-2e-06,-3e-06,0.000323,0.000306,0.000293,6.4e-05,-4e-06,-1.6e-05,0.004229,0.00022,0.00072,0.001171,0.00103,0.005506,0.005672,0.001437,0.000938,0.004704,0.00041,0.000294,0.000185,-5e-06,-0.000486,0.000274,0.001349,0.000931,-0.000485,-0.000559,-0.004339,-0.001234,-0.000714,-0.000823,-0.000498,-0.00396,-0.004351,-0.004847,-0.00598,-0.005949,-0.006234,-0.006562,-0.006522,-0.005891
0.044271,0.075437,0.029987,0.063336,0.072166,-0.016907,0.035648,0.033427,0.030077,0.03214,0.030082,0.000835,0.021633,-0.034352,-0.006743,-0.155715,-0.000385,0.007587,-0.007272,-0.015679,-0.006879,-0.011629,-0.00631,-0.04062,-0.004137,0.004825,0.011049,0.004583,-0.002109,-0.002125,-0.00016,0.016816,-0.518745,0.000322,-0.002038,0.001135,-0.00016,2.292565,-0.013533,-0.015269,0.3888,-0.015779,0.001601,-8.9e-05,-1.625554,2e-05,0.002385,0.005294,0.000315,0.003918,9.9e-05,0.001904,0.000917,0.00094,0.000195,0.001353,-0.55352,0.111276,-0.011991,-0.004051,-0.002725,-0.014369,-0.006838,-0.008853,-0.00356,-0.002077,-3.2e-05,0.000431,-0.034439,-0.036474,-0.034433,-0.034425,0.00593,-0.035343,0.002039,0.003897,0.002045,-0.010732,0.002056,-0.000124,0.002029,-4e-06,-0.01591,0.00703,-0.001954,-0.021394,-5.5e-05,-0.007271,-0.002349,-0.000759,-0.013662,-0.001603,-0.001763,-0.001415,-0.002026,0.001829,-0.012581,0.005515,0.001888,0.001832,2e-06,-3e-06,0.001821,5e-06,7e-06,2.7e-05,5e-06,1.1e-05,-0.036459,-0.0,0.001749,3.3e-05,0.00281,-0.002476,-0.002058,0.000627,3.5e-05,2.1e-05,-0.036434,1.2e-05,7e-06,0.001829,-0.013275,-0.036929,-0.033147,-0.0016,0.001828,0.175016,-0.001997,-0.002015,-0.00947,-0.001599,4.8e-05,-0.468394,0.015017,-0.062045,-0.11895,0.018995,0.054252,-0.05478,-0.175577,-0.677798,-0.086588,0.04199,-0.02812,-0.155687,-0.490529,-0.073847,0.166319,1.517609,-0.069158,0.019029
0.068552,0.0502,0.037149,0.044444,0.024572,0.102869,0.038162,0.034916,0.038175,0.02295,0.038222,0.054493,0.055429,0.075474,0.060298,-0.160282,-0.060688,-0.070856,0.033803,0.044064,0.036024,0.037351,0.045586,0.0391,0.03024,0.016801,0.003394,0.016562,0.015053,0.015199,-0.000182,-0.101762,-0.714361,-0.000415,0.015175,0.012134,-0.000233,0.115025,0.105952,0.026812,-0.393009,0.027846,-0.015041,-0.000174,-2.086376,-1.8e-05,-0.014806,-0.028907,0.000282,-0.030654,9.3e-05,-0.01538,0.00118,0.001189,0.000286,0.00177,-0.576715,-0.093897,0.024757,0.030901,0.032142,0.05449,0.019667,0.021451,0.031381,0.015229,3e-06,0.00046,-0.004439,0.010743,-0.004512,-0.004562,-0.045735,-0.005807,-0.015224,-0.030509,-0.015204,0.09037,-0.015206,-0.017897,-0.015252,-5e-06,0.019906,-0.006619,0.015063,0.001624,0.006736,0.009709,0.015322,0.016794,0.018409,0.033426,0.015475,0.015976,0.01522,-0.015301,0.105578,-0.010838,-0.015226,-0.015298,5e-06,1.1e-05,-0.015298,0.0,-6e-06,-4e-06,2e-06,-1e-05,0.010715,5e-06,0.002125,2.6e-05,-0.006789,0.010293,0.015409,0.00073,5e-06,1.7e-05,0.010772,2e-06,5e-06,-0.015273,0.011476,0.011293,-0.00259,-0.011865,-0.015182,-0.228584,0.002026,0.015247,0.008932,0.001618,4.1e-05,0.480237,-0.026896,0.059319,0.103178,-0.043974,-0.039253,0.062204,0.10254,-0.50846,0.108234,-0.003516,0.062663,0.202285,0.523753,0.000397,0.197747,2.031934,0.013314,0.023317
-0.06638,-0.093124,-0.053987,-0.062772,-0.033848,0.023088,-0.087319,-0.060574,-0.05862,-0.034114,-0.058405,-0.109514,-0.050509,-0.058942,-0.113584,-0.01431,0.112261,0.10507,-0.066682,-0.059999,-0.062034,-0.059894,-0.092485,-0.082396,-0.063546,-0.02271,-0.039047,-0.037594,-0.034424,-0.029352,-0.005043,0.160964,0.251622,-0.005319,-0.029393,-0.031073,-0.005199,5.02001,-0.172841,-0.029414,-0.261373,-0.023629,0.024648,-0.004836,0.736659,-0.004952,0.024123,0.047936,-0.005092,0.048557,-0.005053,0.024302,-0.005439,-0.005452,-0.010144,-0.005654,0.050906,-0.114991,-0.035727,-0.063522,-0.064325,-0.089695,-0.032443,-0.031688,-0.0587,-0.02934,-7.3e-05,0.004785,0.011172,-0.01808,0.011148,0.011119,0.082797,0.011506,0.029247,0.053592,0.029247,-0.138791,0.02925,0.030243,0.02927,1.6e-05,0.019857,-0.002783,-0.029431,0.002295,-0.00509,-0.002447,-0.033903,-0.029653,-0.05398,-0.059544,-0.029293,-0.029502,-0.029239,0.024363,-0.168062,0.022714,0.024324,0.024348,0.0,-1e-06,0.024351,-1e-06,1e-06,4e-06,1.6e-05,1.4e-05,-0.018054,3e-06,-0.000782,-2.1e-05,-0.012329,0.000532,-0.029088,-0.00017,5.6e-05,5e-05,-0.017997,2.9e-05,2.6e-05,0.024386,0.0015,-0.01768,0.005853,0.025815,0.024618,-0.134136,0.001,-0.029164,0.002912,0.000795,0.000171,0.321733,0.026505,0.089588,0.149864,0.054206,0.044931,0.053418,0.301071,0.358161,0.069669,0.030238,0.078599,0.128447,0.327592,0.289697,0.284383,-0.768622,0.248725,0.014347
-0.005328,-0.004887,0.001664,0.001658,0.001414,0.00712,0.000444,1.3e-05,0.000251,0.006526,0.006277,5e-06,0.006629,0.006272,0.00646,0.006317,4e-06,0.000314,0.006499,0.006228,0.006284,0.006074,0.005942,0.006139,1.4e-05,0.006332,0.006411,-8.2e-05,0.006145,0.006146,0.006523,0.012267,0.012281,0.01836,0.018256,0.024493,0.02478,0.031177,0.037805,0.038231,0.044946,0.038646,0.038616,0.038399,0.038227,0.038002,0.031792,0.01903,0.019043,0.019053,0.012705,0.006443,0.006354,0.00631,-7.4e-05,-0.00017,0.005988,0.01236,0.005986,0.012454,0.012468,0.025564,0.025628,0.025687,0.025582,0.025488,0.025403,0.025378,0.018923,0.025423,0.025418,0.025435,0.018951,0.025552,0.025523,0.025683,0.019272,0.019317,0.019346,0.019364,0.019406,0.012946,0.012748,0.012733,0.006254,0.006235,0.006223,0.006431,-1e-06,0.006436,1e-06,1e-06,1e-06,0.0,-0.006435,-0.006224,2e-06,7e-06,-1e-06,0.0,-0.0,-2e-06,0.000207,-2e-06,-2e-06,-1e-06,0.000205,-3e-06,-4e-06,0.000207,-4e-06,0.000205,0.00667,-4e-06,-7e-06,0.006457,0.000207,-3e-06,-2e-06,-5e-06,0.000209,-9e-06,-9e-06,0.006446,0.006443,0.006656,0.006439,0.006435,0.000206,-2.6e-05,-1.7e-05,-1.6e-05,-0.012915,-0.019549,-0.025961,-0.032211,-0.032231,-0.032417,-0.032223,-0.032161,-0.025737,-0.025894,-0.0259,-0.025843,-0.026251,-0.019821,-0.02627,-0.013477,-0.019802,-0.007023,-0.006686,-0.006622
0.005009,0.006655,0.006447,0.006441,0.005494,0.002139,0.001732,4.9e-05,0.004722,0.003604,-0.001128,3e-06,0.004041,-0.001127,-0.000382,-0.000935,-7e-06,0.005003,0.003582,0.002507,0.002732,0.001888,0.00135,0.002147,0.003806,0.002967,0.003297,-0.000361,-0.001577,-0.001567,0.003824,-0.003244,0.00061,-0.001304,-0.001798,-0.00312,-0.00191,-0.002431,-0.005721,-0.003441,-0.001817,-0.000701,-0.000421,-0.001366,-0.002333,-0.003724,0.002203,-0.001708,-0.001582,-0.001496,-0.00097,0.000294,-0.000469,-0.000849,-0.000663,-0.001508,-0.003786,-0.004273,-0.003977,-0.003649,-0.008654,-0.001434,-0.000755,2.3e-05,-0.001052,-0.002276,0.002129,-0.004329,0.000671,-0.005347,-0.005444,-0.006107,-0.00045,-0.005336,0.001092,-0.003642,-0.003513,-0.002945,-0.002738,-0.002434,-0.000144,0.00113,0.008778,0.009029,0.008714,0.011907,0.010751,0.000381,-0.000132,-0.000599,-3e-05,1.3e-05,4e-06,3e-06,-0.00011,-0.006582,-0.002183,-0.001369,-0.001072,-0.001476,-0.001503,4.8e-05,-0.005247,0.000394,0.000191,-0.00076,-0.005536,4.3e-05,0.000737,-0.005293,1e-06,-0.004316,-0.003819,0.001307,0.001458,0.001092,-0.004295,0.000247,0.000141,0.001243,-0.004404,0.001423,0.001696,0.001814,0.002167,-0.002773,0.001565,0.001952,-0.003692,0.002202,0.001289,0.001258,0.002029,0.00717,0.003566,-0.003732,-0.001915,0.003305,-0.000104,0.001658,0.000728,-9.1e-05,0.004493,-0.001323,0.004938,-0.001556,0.005199,0.011082,0.011249,0.01634,0.01884,0.024311
0.003122,0.004133,0.003907,0.003892,0.003305,0.001186,0.001035,2.8e-05,-0.004874,-0.00564,-0.000772,1e-06,-0.005378,-0.000776,-0.000329,-0.000663,-6e-06,-0.004698,-0.005644,-0.006281,-0.006147,-0.006652,-0.006974,-0.006496,-0.0054,-0.005998,-0.005798,-0.000223,-0.001055,-0.001051,-0.005477,-0.002168,-0.007534,-0.008804,-0.009111,-0.010042,-0.009328,-0.009764,-0.00421,-0.002849,-0.002018,-0.001232,-0.001098,-0.001707,-0.002313,-0.003184,-0.007129,-0.00153,-0.001456,-0.001409,-0.000927,5e-06,-0.000459,-0.000682,-0.000411,-0.000926,-0.002485,-0.002953,-0.002613,-0.002586,0.002038,-0.001583,-0.001171,-0.000709,-0.001386,-0.002157,-0.007175,-0.003451,-0.007922,-0.004114,-0.004201,-0.004645,-0.008682,-0.004203,-0.007963,-0.00317,-0.002897,-0.002552,-0.002434,-0.002244,-0.000785,0.000252,-0.002692,-0.002534,-0.002504,-0.000476,-0.001217,5e-06,-8.8e-05,-0.000614,-1.8e-05,8e-06,7e-06,4e-06,0.000165,0.00386,-0.001379,-0.000866,-0.000678,-0.000937,-0.000955,2.9e-05,0.004478,0.00025,0.000121,-0.000484,0.004299,2.6e-05,0.000469,0.004457,-1e-06,0.005082,0.005165,0.000828,0.000923,0.000456,0.005097,0.000154,9.1e-05,0.000787,0.00503,0.000898,0.001067,0.000908,0.001129,0.005819,0.000744,0.000987,0.005475,0.001373,0.000803,0.000784,0.001733,-0.002607,-0.00462,-0.001172,-5.2e-05,-0.004602,0.00104,0.002117,0.00131,0.00057,-0.004141,-1e-05,-0.011676,-0.008157,-0.011546,-0.016195,-0.015727,-0.0208,-0.018996,-0.023245
-1.660441,0.011357,-0.034489,-0.493891,-0.010527,0.003038,0.000411,0.000348,0.02901,0.03625,-0.005166,0.000302,0.036197,0.00115,-0.004116,0.001164,0.000316,0.035272,0.03015,0.006437,0.03635,0.036183,0.035209,0.036076,0.035749,0.036295,0.036228,0.000697,0.001026,0.001005,0.036546,-0.000579,0.036738,0.038049,0.035803,0.037225,0.040094,0.040566,-0.018873,-8.8e-05,-0.004126,-0.029745,-0.004233,-0.005322,-0.004933,0.000239,0.027628,0.002912,-0.002487,-0.002669,-0.00367,-0.00411,-0.004662,-0.043629,6.6e-05,5.6e-05,0.000206,0.001186,0.000361,0.002122,-0.034338,0.003725,0.002606,0.003461,-0.003936,0.004357,0.03982,0.003593,0.038284,-0.300785,-0.003149,0.001544,0.025245,-0.001751,0.027914,-0.00738,0.002383,0.003316,0.003801,-0.034038,0.003779,-0.000879,0.022625,0.031734,-0.117185,0.015508,0.015979,0.008589,4.3e-05,-0.005558,-0.000102,0.036143,-0.013635,0.000173,-0.000637,-0.036469,-0.000693,0.124135,-0.000168,0.006,5.1e-05,3.9e-05,-0.029765,2.3e-05,1.9e-05,-0.005778,-0.025856,-0.0001,8.4e-05,-0.03569,4.6e-05,-0.038547,-0.03406,0.000101,9.6e-05,0.001055,-0.034841,3.9e-05,2.7e-05,2e-05,-0.035733,1e-05,1.1e-05,0.000994,0.000999,-0.034753,0.000997,0.001405,-0.03443,0.000879,-6.1e-05,-4.9e-05,-0.002867,0.041118,0.064712,0.009389,-0.019536,0.028402,0.000744,-0.004708,-0.003652,-5.404209,0.032889,-0.003003,0.029991,-0.455729,0.069719,-5.332952,-1.578224,-5.301396,-0.007337,0.353158
