0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171
-0.012919,-0.012619,-0.018955,-0.019438,-0.026022,-0.026294,-0.027039,-0.026476,-0.033499,-0.027028,-0.027591,-0.034126,-0.027632,-0.021127,-0.021611,-0.021127,-0.02158,-0.014087,-0.01453,-0.007496,-0.00046,-0.00089,-0.000484,-7.2e-05,-7.6e-05,-0.000146,-8.9e-05,-6.4e-05,0.000384,0.007578,0.008054,0.015695,0.008974,0.016125,0.016525,0.016988,0.016358,0.016767,0.01665,0.010011,0.002397,-0.005184,-0.005651,-0.013051,-0.013346,-0.013686,-0.020676,-0.021098,-0.021114,-0.021118,-0.0211,-0.014005,-0.00695,0.000131,-0.000254,-0.000241,0.006689,-0.000257,0.006584,0.006557,9.8e-05,7.3e-05,0.000474,0.000464,0.000447,9e-06,-0.0,-4e-06,0.000414,-0.00619,0.000419,-3e-06,0.000418,0.000417,0.000415,0.000834,0.000832,0.000827,0.000824,0.000818,0.001241,-0.00571,0.000825,-0.005688,-0.006099,-0.012604,-0.012589,-0.012177,-0.012168,-0.012151,-0.012543,-0.012554,-0.012977,-0.012639,-0.012681,-0.013078,-0.019636,-0.019678,-0.019727,-0.01982,-0.02646,-0.019949,-0.019963,-0.026251,-0.026545,-0.02631,-0.019773,-0.019798,-0.026374,-0.019817,-0.019922,-0.019953,-0.01312,-0.013004,-0.006402,-0.006574,0.000224,9e-06,0.000281,0.000189,0.000149,-2e-06,-1e-06,-1e-06,-0.006625,-0.006607,-0.00639,-0.006424,-0.006526,-0.006431,-0.013092,-0.006607,5.8e-05,0.006654,0.006617,2.4e-05,1.7e-05,-2e-06,-6.8e-05,-6e-05,0.006465,0.012726,0.019253,0.025472,0.03201,0.038972,0.038907,0.032336,0.032697,0.032619,0.032923,0.01941,0.0131,0.013152,0.006571,-5.6e-05,-0.006696,-1.2e-05,-0.000376,-0.000803,-0.000844,-0.001022,-0.001442,-0.00182,-0.001986,-0.002518,-0.002467,-0.003235,-0.003375,-0.003646,-0.010377,-0.010973
-0.012954,-0.015355,-0.020761,-0.016098,-0.019912,-0.017286,-0.010101,-0.016294,-0.017146,-0.012699,-0.007818,-0.013997,-0.008381,-0.001292,0.004602,-0.001308,0.003892,-0.002085,0.002748,0.001218,0.000124,0.005505,-0.003113,-0.010292,-0.011478,-0.011353,-0.010949,-0.009392,-0.013839,-0.009297,-0.009791,-0.010979,-0.014093,-0.010463,-0.012199,-0.016711,-0.005636,-0.010977,-0.008573,-0.014812,-0.010361,-0.005374,-0.000372,0.000192,-0.000877,-0.001508,-0.004314,-0.002799,-0.002714,-0.000959,0.001128,0.005878,0.007551,0.012073,0.020675,0.023707,0.024121,0.026456,0.027735,0.028882,0.023456,0.023926,0.01852,0.017824,0.014404,0.014506,0.011779,0.009149,0.000734,-0.001098,-0.000884,0.004326,-0.000291,-0.000202,0.001251,-0.002316,-0.001268,0.000133,0.001797,0.00262,-0.003643,0.000566,-0.001184,-0.002947,0.001466,-0.00042,-0.000708,-0.005311,-0.005533,-0.00514,-0.001252,-0.002023,0.00066,-0.005963,-0.006931,-0.002586,-0.003597,-0.003864,-0.004527,-0.005514,-0.006628,-0.006334,-0.005405,-0.009888,-0.004384,-0.009089,-0.008695,-0.008267,-0.007742,-0.007618,-0.000836,-0.001028,-0.005998,-0.004766,-0.004919,0.000546,-0.004904,0.000136,-0.004376,-0.00524,-0.005593,1e-06,0.0,-0.0,8.5e-05,0.000257,-0.004675,-0.004902,0.00105,-0.004875,-0.004984,0.000371,0.000517,7.5e-05,-0.000248,0.000205,0.000146,-1.7e-05,-0.000593,-0.00053,-0.001594,0.001795,0.000662,0.003546,0.009692,0.005561,0.004792,0.00566,0.000257,0.000161,-0.005749,0.000465,-0.004744,-0.003932,-0.002239,-0.001277,-0.000515,-0.000298,0.004213,0.007252,0.005374,0.002535,0.005724,0.009757,0.006383,0.007436,-0.002921,0.005404,0.003396,0.01009,0.011381,0.022928
-0.020616,-0.013651,0.000648,0.005322,0.011819,0.014443,0.012088,0.015363,0.015243,0.009368,0.004662,0.008712,0.00402,0.00081,-0.002873,0.00073,-0.003657,-0.000756,-0.005488,-0.007666,-0.009418,-0.013599,-0.012733,-0.010483,-0.011765,-0.011841,-0.011401,-0.00983,-0.004707,-0.000626,0.008723,0.016662,0.023901,0.026955,0.034794,0.03995,0.041162,0.04512,0.047161,0.051099,0.046343,0.042083,0.037302,0.029025,0.018767,0.009036,0.007141,-0.000622,-0.000573,0.000982,0.002819,0.00643,0.007309,0.010653,0.00906,0.011504,0.011186,0.013486,0.013713,0.014513,0.01899,0.019036,0.022959,0.022258,0.019367,0.010929,0.008788,0.006798,0.008794,0.007947,0.007586,0.003172,0.008001,0.008059,0.009099,0.014681,0.015422,0.01638,0.017504,0.018011,0.021679,0.016989,0.015248,0.014511,0.0095,0.008693,0.008491,0.013365,0.013205,0.013455,0.008079,0.007562,0.001391,0.004954,0.004305,-0.000765,-0.00098,-0.001168,-0.001617,-0.002294,-0.002607,-0.002876,-0.002274,0.003141,-0.001176,0.00365,0.003468,0.003744,0.004523,0.004168,0.000713,0.000574,0.004838,0.005674,0.005155,0.000796,0.004747,9.4e-05,0.005108,0.004517,0.004276,4e-06,2e-06,-0.0,0.000471,0.000592,0.005322,0.005165,0.001135,0.005187,0.005519,0.000667,0.000362,-0.000353,-0.000579,0.000136,9.5e-05,-1.6e-05,-0.00041,-0.000371,-0.001511,-0.007728,-0.008931,-0.015517,-0.019858,-0.015051,-0.015613,-0.014614,-0.010246,-0.010366,-0.006399,-0.009302,-0.004351,-0.003774,-0.002096,-0.000924,9.8e-05,-0.000213,-0.005214,-0.011273,-0.012579,-0.014691,-0.020673,-0.026028,-0.028571,-0.036226,-0.035869,-0.04651,-0.04842,-0.052025,-0.050664,-0.058796
0.023064,0.215682,0.183144,-0.012807,0.198395,0.055601,0.053737,0.066422,-0.132601,0.153931,-0.061365,-0.100092,-0.044803,-0.005557,0.032283,-0.005815,-0.02418,-0.236011,-0.479331,-0.296814,-0.003926,-0.13033,-0.025041,1.213284,-0.565556,3.967708,0.949302,-0.227133,-0.108117,0.370717,1.407187,1.53895,-0.052463,1.785634,0.264777,5.121126,0.135692,0.079276,0.239958,0.090336,0.032225,0.093462,0.156716,0.090519,0.130192,0.166179,-0.050797,-0.006875,-0.008088,0.011569,0.0079,0.009928,0.015193,0.010538,0.054875,0.064688,0.056524,-0.067762,-0.089743,0.046436,0.010056,0.006504,0.395342,-0.031602,-0.029815,0.002304,0.001973,-0.036127,-0.290352,-0.056336,-0.028425,0.001569,-0.034884,-0.034842,-0.034782,-0.037207,-0.070008,-0.051256,-0.018076,-0.088066,1.150097,-0.030455,-0.089227,-0.068534,-0.040794,0.158247,-0.024687,-0.08144,-0.076133,-0.084217,-0.045144,0.103776,0.183737,-0.055791,-0.048829,-0.015407,-0.015025,-0.003239,0.169807,0.215422,-0.130203,0.094153,0.144845,0.181025,0.047584,0.112278,-0.010463,-1.719114,0.111488,-0.0292,0.152637,0.150813,-0.011743,-0.047585,-0.038176,0.093547,-0.042546,-0.007594,-0.042985,-0.036579,-0.007451,1e-06,2.2e-05,0.00162,-0.002323,-0.002024,-0.040542,0.169941,0.206494,0.166112,-0.041797,-0.001998,0.000131,0.076072,0.000999,3.4e-05,4e-05,5e-05,3.4e-05,2.3e-05,-0.140979,-0.100355,-0.144485,1.588246,-0.029144,-0.004951,0.014106,-0.069393,-4.270051,-0.079401,0.510413,0.03943,-0.015088,-0.059971,-0.172496,-0.000169,0.010449,-0.027037,0.050976,-0.020912,-4.188275,-0.075429,0.029711,-1.222278,-0.473293,-1.081774,0.088485,-0.036159,0.123824,0.153807,0.168747,-0.267785
0.085436,-0.220346,-0.272907,-0.022241,-0.234133,-0.107808,-0.098214,-0.125106,0.087685,-0.166213,0.084219,0.108257,0.075271,0.049796,0.039718,0.046116,0.122507,0.319365,0.600093,0.325483,0.137215,0.279947,0.436867,1.181635,1.145405,3.202136,1.771995,1.062569,0.552089,0.507961,0.761899,0.389588,0.002923,-0.173983,-0.615785,0.602505,-0.604206,-0.717052,-1.134967,-0.954089,-0.645685,-0.835467,-0.869866,-0.55196,-0.611023,-0.597088,0.065923,0.051173,0.071594,-0.046918,-0.051988,-0.091626,-0.101356,-0.14104,-0.151656,-0.179803,-0.096328,0.128494,0.228607,-0.014798,-0.072437,-0.075159,0.472174,-0.066317,-0.048013,-0.046463,-0.029146,0.076527,0.580135,0.143559,-0.016267,-0.014583,-0.004047,-0.004041,-0.004037,0.035065,-0.008684,0.00408,-0.158801,0.072953,1.540677,-0.121962,0.097994,-0.013494,0.0064,-0.47737,-0.021205,0.037978,0.024761,0.054,0.040399,-0.318916,-0.477107,-1.451895,0.052487,0.070151,0.066623,0.034778,-0.459957,-0.585481,-0.166302,-0.32155,-0.469413,-0.634903,-0.163565,-0.478755,-0.095486,-1.346716,-0.442563,-0.044772,-0.486646,-0.468226,-0.055107,0.059858,0.032961,-0.276292,0.021797,0.016958,0.009701,0.012996,0.010146,-2.2e-05,-4e-06,0.00112,0.01632,0.015359,0.036555,-0.596362,-0.633853,-0.596885,0.046853,0.015201,-1e-05,-0.253058,-0.013001,4e-05,1.7e-05,1.1e-05,-1e-05,-1e-06,0.425947,0.404598,0.572067,2.14784,0.287795,0.696331,0.096929,0.313199,0.428313,0.256882,0.464474,0.047524,0.094129,0.199332,0.463331,-0.006149,0.008207,-0.026416,-0.070729,0.115082,-0.44896,0.024092,0.207534,-0.134478,-0.195453,-1.568195,-0.055269,0.233909,-0.030237,-0.008244,-0.008039,-0.336718
-0.138558,-0.151933,-0.213103,-0.23916,-0.425044,-0.329109,-0.257775,-0.30024,-0.186687,-0.332099,-0.130432,-0.18121,-0.134866,-0.087856,-0.073548,-0.087624,0.003077,0.157286,0.375428,0.438977,0.030915,0.161095,-0.268769,0.300485,-0.233981,2.215765,0.422846,-0.594474,-0.659688,-0.343787,0.177439,-0.010605,-0.307663,-0.299885,-0.788281,1.118033,-0.995963,-0.848665,-1.057403,-0.807013,-0.854239,-0.750199,-0.723379,-0.574227,-0.377513,-0.403812,-0.06822,-0.082864,-0.109394,0.080366,0.083545,0.158665,0.192162,0.259366,0.265164,0.28391,0.143251,0.238957,0.348935,-0.007562,0.123884,0.127447,-0.502568,0.110777,0.082193,0.078107,0.090215,0.115491,0.342361,-0.169111,0.000672,0.024477,0.006321,0.006371,0.006447,-0.038322,0.013801,-0.211633,-0.038857,-0.136784,-1.893842,-0.053502,-0.154095,-0.028906,0.008032,-0.317338,-0.081298,-0.071712,-0.081612,-0.063218,-0.04593,-0.227071,-0.319636,2.761381,-0.076783,-0.077272,-0.081851,-0.13289,-0.377811,-0.447188,-0.063063,-0.096941,-0.169382,-0.3111,-0.055524,-0.241672,0.001711,1.551642,-0.419411,0.021637,-0.134506,-0.369646,-0.127907,-0.069296,-0.045445,-0.172091,-0.017476,0.005058,0.010074,-0.016781,0.016989,8.8e-05,7.8e-05,-0.008619,-0.028759,-0.029073,-0.044512,-0.347491,-0.308696,-0.342387,-0.073856,-0.028882,0.000242,-0.087347,0.03029,0.000113,8.5e-05,4.3e-05,3.3e-05,3.4e-05,0.238027,0.261791,0.441362,-1.076934,0.612047,0.646073,0.304524,0.368066,-3.261845,0.315136,-0.433223,-0.11121,-0.12904,-0.042693,0.291511,-0.044073,-0.03631,0.049795,0.187644,0.273939,-3.031594,0.180324,0.124806,-0.710606,1.244221,2.622012,0.596918,0.793848,0.584438,0.401616,0.421027,1.227587
-1e-06,-1.5e-05,-1e-06,3e-06,-8.3e-05,-9.4e-05,-8.2e-05,-3.7e-05,1.7e-05,-0.0,0.007051,-4e-06,9e-06,1e-06,1e-06,0.0,1e-06,-1e-06,1.1e-05,-0.0,-1e-06,-6.8e-05,6.1e-05,-5.5e-05,-1e-06,1e-06,-4e-05,3e-05,3.7e-05,-0.007021,-2.2e-05,1e-06,-4.1e-05,-3e-06,-6e-06,-3e-06,-5e-05,-3.8e-05,-6.2e-05,-3.5e-05,-8.4e-05,-3.9e-05,-1.5e-05,1e-06,8e-05,0.007032,1e-06,1.1e-05,-0.007027,2e-06,-0.006982,8e-06,-6e-06,-3e-06,-1e-06,-1.7e-05,0.006964,-7.9e-05,1.9e-05,9.5e-05,-3.2e-05,0.007162,0.021347,0.028331,0.035341,0.042203,0.035053,0.035036,0.035045,0.035044,0.028171,0.034943,0.027912,0.020911,0.020851,0.020796,0.013862,0.013842,0.020658,0.020818,0.013711,0.020655,0.020647,0.0137,0.020667,0.013521,0.013551,0.013338,0.013362,0.0064,-0.000585,0.006414,-0.000581,-0.00735,-0.000601,-0.000376,-0.00742,-0.000179,-0.000189,3.3e-05,1.9e-05,1.3e-05,7e-06,4e-06,5e-06,6e-06,1.1e-05,0.007063,0.00707,2.2e-05,0.007081,0.007082,0.007088,0.006825,0.006834,0.007113,5e-05,3.7e-05,-0.000234,3e-06,-0.007077,-1e-06,-0.0,0.0,9e-06,1e-06,6e-06,1e-06,-2e-06,-4e-06,-6e-06,-2e-06,-1e-06,0.0,4e-06,0.0,0.000266,1e-06,-0.00707,-3e-06,-0.007078,-0.014152,-0.020975,-0.035128,-0.042254,-0.049237,-0.056386,-0.049393,-0.04955,-0.049534,-0.035417,-0.028308,-0.021144,-0.014035,-0.006962,1.7e-05,0.007035,-0.000228,0.006622,0.006482,0.00644,-0.000807,0.006392,0.006314,0.006257,0.006126,0.013278,0.013263,0.020578,0.020572,0.020519,0.020413
-1.2e-05,-0.000125,-2e-05,7e-06,-0.000657,-0.000748,-0.00065,-0.000294,0.00013,4e-06,-0.000223,-2.1e-05,8.3e-05,-4e-06,-2e-06,-0.0,4e-06,8e-06,0.000123,1.3e-05,-1e-05,-0.005471,0.000492,-0.005337,-1.1e-05,1e-05,-0.005218,0.000248,-0.004591,0.000525,-0.000186,2e-06,-0.000323,7e-06,4e-06,-4e-06,-0.000391,-0.000296,-0.00051,-0.00028,-0.000692,-0.000319,-0.000119,1.3e-05,0.000655,-0.000454,-5e-06,8.1e-05,0.000479,2.5e-05,0.000854,6.4e-05,-5.5e-05,-2.3e-05,9e-06,-0.000135,-0.001006,-0.00065,0.000155,0.0057,-0.000282,0.010495,0.016009,0.020804,0.021904,0.022331,0.011768,0.006629,0.001968,0.002831,-0.001736,0.002662,0.002016,0.001262,0.000125,-0.001413,-0.001135,-0.002066,0.003605,-0.00219,0.00349,0.002903,0.001354,0.000575,-0.000844,0.002655,0.002251,0.007818,0.007128,0.006104,0.00601,0.006134,0.005913,0.000397,0.007286,0.002908,0.004221,4.6e-05,0.000991,-0.003357,-0.001898,-0.001314,-0.000838,-0.000584,-0.000427,-0.000527,-0.001029,-0.001283,-0.001793,-0.001982,-0.001758,-0.001558,-0.001615,0.00469,0.004218,-0.002462,-0.002559,-0.00185,0.00417,1.1e-05,0.000226,0.000107,-1e-05,-1.4e-05,-0.000537,-7.6e-05,-0.000299,2.3e-05,1e-05,7e-06,0.000138,4.7e-05,2e-05,-8e-06,-0.000117,2e-06,-0.005763,0.0,-0.000152,0.00019,0.000373,0.000686,-0.004942,-0.006139,-0.006158,-0.011436,-0.011736,-0.011145,-0.004512,-0.003828,0.001758,0.001773,0.002362,0.002265,0.001761,0.000236,-0.000805,-0.008519,-0.006022,-0.008074,-0.007909,-0.00343,-0.009963,-0.011107,-0.006054,-0.008306,-0.003629,-0.004353,0.002387,0.007933,0.013648,0.026084
-1.1e-05,-0.000111,-1.8e-05,6e-06,-0.000579,-0.000659,-0.000574,-0.000262,0.000113,1e-06,-0.000259,-2.2e-05,6.9e-05,-6e-06,-5e-06,-5e-06,2e-06,5e-06,0.000109,1.2e-05,-1.1e-05,0.004228,0.000433,0.004352,-1.1e-05,8e-06,0.004454,0.000216,0.005007,0.000522,-0.000164,1e-06,-0.000283,9e-06,7e-06,-1e-06,-0.000344,-0.000261,-0.000449,-0.000247,-0.000611,-0.000282,-0.000107,9e-06,0.000574,-0.000466,-9e-06,6.7e-05,0.000485,2.2e-05,0.000816,5.7e-05,-4.7e-05,-1.9e-05,1e-05,-0.000117,-0.00095,-0.000575,0.000135,-0.004033,-0.000251,-0.008924,-0.013269,-0.018168,-0.017321,-0.017097,-0.00833,-0.003886,0.000934,0.001615,0.006722,0.001357,0.00093,0.00046,-0.000555,-0.001915,-0.001459,-0.002284,-0.006546,-0.002676,-0.006433,-0.007222,-0.00861,-0.009057,-0.010609,-0.016294,-0.016713,-0.020807,-0.021485,-0.022163,-0.021989,-0.022224,-0.022165,-0.017828,-0.02096,-0.015858,-0.014313,-0.009316,-0.008418,-0.003244,-0.001838,-0.001276,-0.000815,-0.000568,-0.000416,-0.000513,-0.001002,-0.001581,-0.00208,-0.001938,-0.00206,-0.001869,-0.001933,-0.005226,-0.005692,-0.002781,-0.002525,-0.001826,-0.005386,1.1e-05,0.000581,0.000109,-8e-06,-1.1e-05,-0.000529,-7.6e-05,-0.000297,2.1e-05,8e-06,6e-06,0.000138,4.8e-05,2e-05,-8e-06,-0.000116,1e-06,0.003812,-1e-06,0.000205,0.000192,0.000722,0.001372,0.005653,0.005086,0.005273,0.009707,0.009578,0.009712,0.006525,0.007099,0.002583,0.002357,0.002736,0.002493,0.001856,0.000237,-0.000899,0.001163,-0.006024,-0.00808,-0.007885,-0.012937,-0.010109,-0.011298,-0.015954,-0.018397,-0.023668,-0.024528,-0.027684,-0.031948,-0.035907,-0.042678
-1e-06,3e-06,4e-06,-2e-06,-6e-06,-5e-06,-4e-06,-3e-06,-3e-06,-7e-06,0.000985,-2e-06,-9e-06,1e-06,0.0,-1.6e-05,-3e-06,-9e-06,-1.1e-05,-6e-06,-3e-06,-0.035493,1e-06,-0.03549,0.0,-1e-06,-0.035494,-1e-06,-0.035501,-0.000986,-1e-06,1e-06,-4e-06,-3e-06,-3e-06,2e-06,1e-06,-1.2e-05,-3e-06,-5e-06,-2e-06,-5e-06,-1e-06,-6e-06,1e-06,0.000986,2e-06,-3e-06,-0.000979,-1e-06,-0.00098,2e-06,5e-06,3e-06,-7e-06,3e-06,0.000988,-0.000716,4e-06,0.035499,-0.007391,0.041003,-1.232713,-0.128919,-1.053937,0.142319,-0.341133,0.031054,-0.000379,0.002142,-0.029966,0.007966,0.008391,0.007164,0.006372,0.0099,0.003747,-0.111738,0.032068,0.006026,-1.183443,0.020224,0.035342,0.038159,0.038728,0.06907,-0.039523,0.119146,0.008233,-0.018455,0.121319,0.083237,0.12241,-0.015186,-0.094208,-0.001678,0.091609,-0.029205,0.046751,-0.023646,-0.000317,-0.000986,-0.000748,-0.000499,-0.00041,-0.000268,-0.000176,0.001052,9.7e-05,1.7e-05,6.6e-05,0.00101,7.7e-05,0.036808,0.016447,0.006441,-0.000924,-0.001022,0.034797,-3.9e-05,0.005471,-2.1e-05,-1.2e-05,1e-06,-7e-06,0.011458,0.000153,-0.000134,0.006396,-8.6e-05,-5.9e-05,-4.4e-05,-2.9e-05,0.000349,-0.070736,0.001274,-0.035768,-0.00011,-0.001054,-5.8e-05,-0.001042,-0.002027,-0.03879,-0.049474,0.926442,0.254065,0.886292,0.887397,0.03828,0.936991,0.945212,-0.000497,0.095594,-0.002347,-0.001063,0.004696,-0.033738,-0.026834,0.014079,-0.081311,4.839577,4.871253,-0.008595,-0.054475,1.431659,-0.029704,0.308019,-0.243771,1.450265,-0.144257,-0.088625,-0.013007
