0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
-0.000567,-0.005371,0.00264,0.007426,0.002352,0.006718,0.007185,0.00109,0.000521,-0.005026,-0.005068,-0.005236,-0.010638,-0.011796,-0.010553,-0.016064,-0.015236,-0.016316,-0.016505,-0.016972,-0.017388,-0.018371,-0.016733,-0.019311,-0.013305,-0.018973,-0.018815,-0.022196,-0.022409,-0.022015,-0.025438,-0.025178,-0.025812,-0.02606,-0.020028,-0.021386,-0.018064,-0.008483,-0.008212,-0.004666,-0.004572,-0.003289,0.003994,0.004002,0.009127,0.005564,0.005211,0.003432,-0.00028,0.000774,-0.003673,-0.004048,-0.003651,-0.002342,-0.002596,-0.003562,-0.00425,-0.010114,-0.006612,-0.001856,-0.006638,-0.013073,-0.007098,-0.012136,-0.01121,-0.004817,0.000887,0.001466,0.000113,0.005568,-0.000448,-0.000662,-0.001148,-0.001251,-0.001304,-0.006904,-0.006795,-0.007662,-0.006492,-0.012028,-0.006217,-0.011507,-0.010997,-0.010693,-0.017076,-0.011561,-0.010658,-0.01139,-0.005692,-2e-06,0.005664,0.011421,0.011767,0.017356,0.016562,0.017064,0.017667,0.023412,0.016864,0.011734,8.7e-05,-0.005945,-0.00593,-0.017561,-0.017831,-0.012471,-0.018346,-0.018178,-0.018117,-0.012124,-0.006172,-0.011556,0.000748,5e-05,0.005747,0.00566,0.005527,0.005593,0.000167,0.00485,0.011116,0.010554,0.010175,0.016778,0.011033,0.011337,0.006146,-0.005875,-0.005662,-0.01072,-0.0174
0.008497,0.00472,-0.004438,-0.000375,-0.00524,-4.3e-05,-0.003094,-0.003186,-0.001529,-0.003262,-0.003156,-0.002666,-0.00486,0.000266,-0.00515,-0.007068,-0.009722,-0.004808,-0.004257,-0.002803,0.000136,0.004917,-0.002107,0.0081,0.006976,0.00561,0.005147,-0.007238,-0.00651,-0.008064,-0.01959,-0.020907,-0.01911,-0.018714,-0.019195,-0.012523,0.00045,0.011798,0.010736,0.024152,0.02258,0.015745,0.009021,0.008684,0.012231,-0.00061,0.000815,0.00834,-0.003217,-0.009349,-0.016889,-0.015452,-0.017161,-0.022718,-0.020498,-0.013995,-0.009805,-0.008948,0.004245,0.010698,0.004482,0.008093,0.007775,0.002797,-0.002603,-0.006098,-0.005264,-0.009065,-0.001531,0.00055,0.001188,0.002236,0.004449,0.005118,0.005398,0.004252,0.003812,0.009078,0.002483,0.001134,0.00125,-0.001166,-0.003734,-0.005313,-0.001261,0.000154,-0.005456,-0.000704,-0.000358,3e-06,0.000498,0.000515,-0.001327,-0.000253,0.004787,0.00227,-0.000565,-0.000133,0.00474,0.000828,0.000629,0.001586,0.000511,0.000465,0.001845,0.004265,0.004948,0.004445,0.004283,0.003277,0.002287,0.000361,-0.004823,-0.000286,-3.3e-05,0.000447,0.001184,0.000831,-0.000905,0.005576,0.002819,0.006598,0.009418,0.005233,0.006304,0.004918,0.002413,0.005247,0.004058,-0.000905,0.003023
-0.023325,-0.024896,-0.016215,-0.014627,-0.009768,-0.00744,-0.002081,-0.001715,-0.000833,-0.001337,-0.001281,-0.001013,-0.001772,-0.006034,-0.001929,-0.002534,-0.003986,-0.008364,-0.008065,-0.007273,-0.012724,-0.017161,-0.013983,-0.015359,-0.00933,-0.009636,-0.009886,-0.00222,-0.001813,-0.002677,-0.001609,-0.002352,-0.001359,-0.001144,-0.001901,-0.005274,-0.005437,6.6e-05,-0.000564,-0.007683,-0.001476,0.001737,0.004597,0.004366,0.005852,0.013234,0.013991,0.017993,0.02597,0.029736,0.033139,0.033924,0.033052,0.030345,0.024653,0.014147,0.009332,0.003224,-0.004426,-0.008498,-0.004303,-0.009027,-0.009533,-0.004748,-0.000539,0.004238,0.004285,0.009295,0.006135,0.006789,0.007459,0.00796,0.00899,0.009315,0.009415,0.009174,0.00893,0.00458,0.008263,0.007922,0.007664,0.006873,0.005703,0.004994,0.000414,0.000732,0.004936,0.000341,0.000172,6e-06,-9.6e-05,-0.000419,-0.001252,-0.0011,-0.00556,-0.006708,-0.008017,-0.008158,-0.012368,-0.00714,-0.006508,-0.00572,0.000579,0.001235,0.001882,0.002673,0.003304,0.003049,0.002965,0.00216,0.001377,0.000825,0.004532,-0.000125,-0.000338,-0.000122,0.000209,5e-05,-0.000413,-0.004513,-0.006085,-0.011074,-0.016487,-0.018748,-0.024681,-0.025361,-0.026317,-0.031076,-0.031679,-0.027032,-0.024732
0.29905,0.582927,1.502274,1.732495,0.225464,0.013477,-0.006684,-0.001207,1.474806,0.482521,0.499774,-0.014413,-0.033164,0.028985,0.472015,0.329769,-1.235609,0.025543,-0.051353,-0.562255,0.116312,1.311272,0.966392,-0.645351,-1.011448,-0.280026,-0.384019,-0.171265,-0.013373,0.266712,1.825811,0.151931,-0.132589,-0.09794,1.465844,1.458812,4.278916,-1.649661,-0.1045,-1.261483,-1.626749,1.081194,4.513847,-0.129728,0.325525,0.343493,0.082635,1.524101,4.766979,1.718263,1.286402,0.054535,-1.375979,-0.175263,1.234079,0.021657,-0.039613,-0.036177,-0.364218,0.263507,0.19051,0.001494,0.111627,0.178937,0.021237,0.175357,0.177171,-0.057103,-0.034386,0.042874,-0.039643,-0.036431,-1.332678,-0.029473,-0.07126,-0.033016,0.024703,0.250548,-0.047833,-1.387023,-0.016093,0.146185,-0.032472,0.244337,0.178414,0.042903,0.218403,-0.013947,-0.011063,-0.000254,-0.11437,-0.029026,0.015604,-0.042316,-0.114035,-0.236506,-0.227914,0.062,0.084388,-3.570555,0.033886,0.035307,5.5e-05,-0.002194,-0.008047,-0.010861,0.106731,0.21689,-0.021994,-0.011853,0.368253,0.269377,-0.010774,-0.000845,0.00215,0.002148,-0.006617,0.001649,-0.001904,0.033663,-0.212319,-0.810935,-0.378783,-0.340565,0.26046,0.05079,-3.59416,-3.371543,0.495965,-0.42803,-2.909172
0.322701,0.920991,2.883593,0.950753,0.87276,0.290774,0.092068,0.01341,2.223604,0.746534,-0.431006,0.114624,0.154092,0.035179,-0.293264,-0.171378,-2.346241,0.236469,0.221953,0.729328,1.496084,2.884425,3.425826,1.439892,0.506175,0.88274,1.076463,0.486077,0.141525,-0.346909,1.439984,0.192003,0.830181,0.717138,2.087323,2.357434,-0.961407,-1.278771,0.733287,-0.7253,-0.234375,1.367871,0.814542,0.407356,-0.131387,-0.101193,-0.146282,-0.151204,-0.274658,-0.179838,-0.19377,-1.650413,-1.747111,-0.184947,-0.115808,-0.522512,-0.193805,-0.027826,-0.577861,-0.741819,-0.633764,-0.529824,-0.284974,-0.481558,-0.093203,-0.450231,-0.463862,-0.091343,-0.00687,-0.226924,0.00126,0.004744,-1.7689,-0.01937,-0.062163,-0.073318,-0.136536,-0.45139,0.026219,-1.748056,-0.041367,-0.294835,0.011854,-0.428991,-0.258803,-0.047728,-0.422313,0.045252,0.030394,0.000728,0.295095,0.029362,-0.05587,0.033906,0.14183,0.333453,0.330215,-0.15868,-0.129212,-1.180315,0.009379,0.013118,0.018829,0.035029,0.039462,0.030174,-0.130038,-0.395065,0.034913,0.031628,-0.546349,-0.397382,-0.03732,0.001472,-0.015162,-0.015162,-0.005283,-0.014517,0.014083,-0.010441,0.302421,0.623087,1.197582,0.367511,-0.076105,-0.136696,-1.405373,-1.557091,-0.464483,-1.170465,-1.791806
0.517853,-0.215449,-0.997742,4.3346,0.879755,-0.533026,-0.174504,-0.026764,-0.705488,-0.254808,-0.369407,-0.19344,-0.214881,-0.028924,-0.592005,-0.489262,0.090913,-0.445952,-0.217697,0.158366,-0.508028,-1.303941,-1.565063,-0.293992,0.132738,-0.426345,-0.299688,-0.299744,-0.303484,-0.484013,-2.112019,-0.379233,-0.171399,0.013698,-1.63233,-1.355587,3.01585,1.610819,0.142504,2.290781,2.238694,0.977439,2.425454,0.636685,0.356174,0.328088,0.280664,1.014496,3.043097,1.295012,0.978983,2.942452,2.198563,0.236129,1.203195,0.069444,0.257829,0.077968,0.793909,0.514209,0.528818,0.851143,0.525946,0.348634,0.097546,-0.108507,-0.076974,0.125608,0.002915,0.136133,0.00899,0.00361,1.725541,0.024632,0.073284,0.150899,-0.064335,-0.249586,-0.017625,1.623018,-0.02357,-0.211888,-0.098629,-0.343813,-0.265482,-0.110911,-0.347855,-0.053352,-0.02688,0.000415,0.135149,0.10728,0.055603,0.146737,0.431869,0.54106,0.489307,0.25902,0.259353,-3.962767,-0.003702,-0.01049,-0.033056,-0.06622,-0.062735,-0.028588,-0.165027,-0.245278,-0.046938,-0.027413,-0.328836,-0.319496,-0.048026,0.000924,0.029382,0.029335,0.033846,0.029696,-0.025004,0.029303,0.230735,0.409846,-0.176295,0.640421,0.204495,0.115459,-3.856747,-4.077592,-0.168272,-1.561691,-4.232163
0.006092,0.00036,0.000113,0.000125,0.000147,0.000117,0.000217,0.000115,-6e-06,0.006013,0.006332,0.001132,0.013006,0.013476,0.01324,0.019606,0.014222,0.020334,0.020057,0.014204,0.013963,0.007394,0.007128,0.006865,0.000638,0.000497,0.000215,0.000422,0.006294,0.006146,8.6e-05,0.006102,0.006328,0.0067,0.007127,0.007262,0.007222,0.006697,0.006019,-0.000284,0.006112,0.005573,0.005478,-0.000261,0.005517,0.005031,-0.000344,0.005526,0.006049,0.012527,0.012433,0.012071,0.012091,0.017614,0.017512,0.017997,0.01794,0.011055,0.004685,0.004926,-0.000908,-0.000823,-0.000911,-0.000216,0.006,3.5e-05,0.005892,0.006066,0.011806,0.012349,0.012102,0.012435,0.012165,0.012329,0.012307,0.006046,0.006197,0.006114,-8.3e-05,-7.2e-05,1e-06,-0.005713,0.000139,0.00612,0.000129,0.000306,0.00628,0.006239,0.006188,7.3e-05,-1e-05,-0.000189,-0.011987,-0.018115,-0.017941,-0.023972,-0.024498,-0.024837,-0.018491,-0.012339,-0.006126,4.1e-05,0.00615,0.017681,0.017769,0.018096,0.018231,0.018275,0.012369,0.011996,0.005897,0.000251,-0.005694,-0.000207,-0.006432,-0.0059,-0.005908,1e-06,-0.0,0.000271,0.000374,-0.0052,-0.006061,-0.007698,-0.008736,-0.015175,-0.015239,-0.014537,-0.014519,-0.014194,-0.01375
-0.001024,0.001,0.000308,0.000348,0.000412,0.000325,0.000605,0.000316,-2e-05,-0.001225,-0.000318,0.006634,0.003831,0.005232,0.001148,0.001145,0.004279,0.003705,0.002981,0.004683,0.004096,-0.00012,-0.000891,-0.001685,-0.001456,-0.001899,-0.002796,0.001358,2.5e-05,-0.00045,0.000265,-0.00059,0.000157,0.004868,0.006274,0.006738,0.006655,0.004984,0.002771,-0.000964,0.0031,0.001315,0.000987,0.002625,0.001105,-0.004037,0.002348,0.001115,0.00288,0.007268,0.003485,0.002294,0.002388,3.6e-05,-0.000293,0.005098,0.004891,-0.004875,-0.005652,-0.004775,-0.003446,-0.003116,-0.007061,-0.000814,-0.000759,0.000158,-0.001172,-0.000514,-0.00183,0.003526,-0.001052,0.003958,-0.000711,-1.1e-05,-4.5e-05,-0.004121,0.000218,-0.000128,-0.000354,-0.000305,6e-06,0.001863,0.000597,-0.000105,0.000555,0.001317,0.000622,0.000455,0.000242,0.000317,-4.2e-05,-0.000824,0.001219,0.001279,0.005723,0.006221,0.000507,-0.000759,0.003721,0.003695,0.000227,0.000144,-0.000142,-0.003334,-0.002993,-0.001678,-0.001065,-0.000801,0.000259,-0.004906,-0.00471,0.001067,0.001897,-0.000869,-0.004864,0.001028,0.000999,7e-06,3e-06,0.004772,0.008811,0.011085,0.007536,0.000889,0.000471,-0.000527,-0.000484,0.006121,0.006296,0.011256,0.016527
-0.000694,0.000522,0.000158,0.00018,0.000215,0.000169,0.000315,0.000163,-1.2e-05,-0.000802,-0.000326,-0.003849,-0.005635,-0.004908,0.00026,8e-05,0.001847,0.001354,0.00097,0.001994,0.001677,0.006946,0.006549,0.006148,0.006458,0.006244,0.005802,0.000669,-0.00019,-0.000426,0.000124,-0.000497,-0.000129,-0.004984,-0.004292,-0.004062,-0.004103,-0.004918,-0.005996,-0.000476,-0.005828,-0.006698,-0.00686,-0.005852,-0.006803,-0.002195,-0.005991,-0.0068,-0.005924,-0.011086,-0.005816,-0.006406,-0.006359,-0.007721,-0.007884,-0.012319,-0.012437,-0.002841,-0.003041,-0.0026,-0.001743,-0.001578,0.003596,-0.000412,-0.00057,7e-05,-0.000783,-0.000456,-0.001423,-0.005767,-0.00092,-0.00555,-0.000753,-0.000398,-0.000418,0.004865,-9.4e-05,-0.000266,-0.000186,-0.000158,1e-06,0.001129,0.000301,-0.000245,0.000279,0.000657,0.000116,3.2e-05,-7.8e-05,0.000154,-2.5e-05,-0.000412,0.001004,0.001233,-0.003675,-0.003227,0.001047,0.000406,-0.004678,-0.004887,0.000315,8.4e-05,-0.000255,-0.00226,-0.002092,-0.001431,-0.001126,-0.000993,-0.000268,0.004271,0.004566,0.000528,0.001142,-0.000433,0.004887,0.000715,0.000701,9e-06,8e-06,-0.004732,-0.00983,-0.008473,-0.010251,-0.013618,-0.021019,-0.021406,-0.021485,-0.025285,-0.02522,-0.029826,-0.034216
0.000995,0.000951,1e-06,-0.0,7e-06,-0.0,2e-06,1.3e-05,1.8e-05,0.000997,0.002775,0.034102,0.041403,-0.077036,0.009978,0.006338,0.00256,0.263439,0.002257,-0.000288,0.046929,-0.037398,-0.0357,-0.032888,0.157312,-0.039865,-0.03239,-0.000584,0.0018,0.001895,0.164808,-0.00435,0.000807,0.035517,0.038249,0.036389,0.039348,0.037799,0.037165,-0.000734,0.035533,0.031041,0.0375,0.034975,0.036001,0.001045,-6.5e-05,0.035261,0.040176,0.071775,0.04834,0.036434,0.036241,0.300162,0.036366,0.013069,-2.136765,-0.00018,2.8e-05,-0.000997,-0.000385,-8.5e-05,-0.036514,-0.000375,-0.003295,0.863891,0.003752,0.142613,2.98061,0.030354,-0.001779,0.046663,-0.003013,0.022963,-0.003022,-0.037401,-0.000787,-0.008747,-0.000514,-0.000185,0.042752,-0.001787,-9.4e-05,-0.002591,0.015495,-0.000483,0.001758,0.000983,-0.000257,0.02746,-0.003022,-0.000917,-0.002012,-0.024469,-0.124683,0.013196,-0.007931,-0.004109,0.035872,0.037253,-0.000585,0.000141,-0.003115,-0.00066,0.00237,0.050587,0.003524,0.00341,0.001965,-0.035159,-0.035713,-0.001704,-0.001022,-2.2e-05,-0.035906,-0.000994,-0.000989,5e-06,-1e-06,0.018463,-0.183193,-0.324149,-0.233139,-0.350339,-0.278439,-0.309717,-0.254041,-0.11898,-0.286162,-0.053401,-0.238735
