0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
-0.008106,-0.014501,-0.013797,-0.008233,-0.015017,-0.014373,-0.009875,-0.010145,-0.016354,-0.010988,-0.011596,-0.012212,-0.005491,-0.005353,-0.004559,0.000745,-0.004528,-0.004083,-0.004152,0.002793,0.002758,0.00297,0.00284,0.002426,0.00277,-0.002677,0.003071,-0.004012,-0.004836,-0.004369,-0.004544,-0.00626,-0.006151,-0.011378,-0.005172,-0.011355,-0.010658,-0.006417,-0.006607,-0.006312,-0.006266,-0.005797,-0.005959,-0.00597,-0.005795,-0.006008,-0.012088,-0.005829,-0.005967,-0.006191,-0.012111,-0.012226,-0.012449,-0.012337,-0.012214,-0.005964,-0.005837,-0.005621,-0.005611,-0.005641,-1.7e-05,-0.005983,-0.005776,-8.5e-05,-1e-06,0.006341,1.4e-05,-0.000108,-0.000815,0.000179,-0.006106,-0.006024,-0.006131,-0.000347,-0.006157,-0.005704,-6e-06,-0.006621,-0.006645,-0.001439,-0.000822,-0.000798,-0.000599,-0.000183,0.000751,-8.1e-05,-0.000152,-0.000509,-0.000598,-0.000683,-0.006923,-0.005928,-0.000579,-0.006026,-0.000128,-9.5e-05,-0.000928,-0.00029,-0.000347,-0.000969,0.005828,0.010811,0.004878,0.005096,0.004603,-0.001591,-0.001472,-0.001795,-0.008045,-0.007207,-0.007688,-0.012869,-0.013549,-0.001243,-0.000477,-0.005726,0.000977,0.000634,0.000726,0.000731,0.00082,0.000465,-0.006096,-0.000268,0.005755,0.005213,0.004916,-0.000627,0.000509,0.000297,-0.000446,-0.000284,0.000641,0.00061,-7.9e-05,-0.00012,0.006092,0.005952
-0.014391,-0.011545,-0.015843,-0.014602,-0.010307,-0.014394,-0.007277,-0.006342,-0.00561,-0.003,-0.000449,0.003408,-0.000959,-0.001615,-0.00634,-0.002094,-0.005388,-0.007454,-0.006089,-0.011302,-0.011148,-0.012098,-0.01151,-0.00964,-0.012347,-0.015378,-0.013777,-0.009757,-0.006121,-0.008334,-0.007332,0.001393,0.000865,-0.004813,-0.004912,-0.005089,-0.009517,0.00104,0.002007,0.000823,0.000582,-0.001993,-0.001171,-0.001113,-0.002018,-0.000936,-0.001481,-0.001871,-0.001143,2.7e-05,-0.001295,-0.000655,0.000613,6.3e-05,-0.000596,-0.001113,-0.002131,-0.003045,-0.00314,-0.002993,7.6e-05,-0.000998,-0.002259,0.000528,4.5e-05,-0.001033,-3.3e-05,0.00066,0.005446,-0.001093,-0.000311,-0.000798,-0.000167,0.002112,1.6e-05,-0.002768,4.7e-05,0.002939,0.00312,0.009457,0.005177,0.005015,0.003741,0.001211,-0.005096,0.000552,0.001006,0.003234,0.003791,0.004339,0.005623,-0.001068,0.004103,-0.000453,0.000771,0.000706,0.006489,0.001986,0.002368,0.006694,0.00131,0.007783,0.007095,0.005556,0.008504,0.009332,0.008591,0.010605,0.012786,0.007226,0.010916,0.005952,0.010882,0.008075,0.003093,-0.001202,-0.006781,-0.004238,-0.004822,-0.004848,-0.005423,-0.003076,0.001071,0.001772,0.000866,0.004294,0.006486,0.00439,-0.0033,-0.001927,0.003242,0.002194,-0.004131,-0.003921,0.000852,0.001144,-0.00094,-4.1e-05
-0.005176,-0.010788,-0.00559,-0.00537,-0.010387,-0.005098,-0.009442,-0.009076,-0.008515,-0.007699,-0.006632,-0.012016,-0.007123,-0.007402,-0.002396,-0.007912,-0.009041,-0.009955,-0.016468,-0.012031,-0.012055,-0.012586,-0.012369,-0.011601,-0.005747,-0.006897,-0.006516,-0.004298,-0.002565,-0.003641,-0.003179,-0.006211,-0.006462,-0.001576,-0.002001,-0.001711,0.003413,0.000903,0.001371,0.000794,0.000678,-0.000583,-0.000186,-0.000156,-0.000593,-6.6e-05,5.2e-05,-0.000517,-0.000166,0.000394,0.000147,0.000452,0.001059,0.000793,0.000478,-0.000142,-0.000538,-0.001085,-0.001133,-0.001064,1.4e-05,-0.000103,-0.000712,0.000257,1.8e-05,-0.000893,-2.1e-05,0.000318,-0.004638,-0.000521,0.000236,2e-06,0.000309,0.001027,0.000398,-0.000948,2.8e-05,0.001806,0.00189,-0.002714,0.002475,0.002392,0.00178,0.000563,0.004808,0.000258,0.000473,0.001532,0.001797,0.002045,-0.004192,-0.00013,-0.005277,0.000162,0.000374,0.000321,-0.004184,0.000913,0.001078,-0.004086,0.007408,0.010141,0.010059,0.009322,0.010634,0.011299,0.010939,0.011768,0.005901,0.010513,0.00501,0.010188,0.005236,0.003383,0.001291,-0.000179,0.004168,-0.001766,-0.002019,-0.002033,-0.00228,-0.001299,0.000773,0.000748,0.007052,0.008478,0.002381,-0.005169,-0.001378,-0.000809,-0.005644,-0.006084,-0.001742,-0.001654,-0.006655,-0.006532,-0.000725,-0.000344
-0.001439,0.026894,-0.006871,-0.208121,-0.072754,-0.002101,-0.221434,-0.022192,-0.06577,-0.250532,0.042267,0.071888,-0.255276,-0.263098,-0.001848,0.032431,-0.207225,0.032338,0.066488,0.641903,0.040551,0.034847,0.029546,0.329422,0.000208,3.353441,0.898439,-0.146888,-0.000909,-0.004288,3.500633,0.031572,0.024774,-0.021504,0.034078,-0.027051,0.54912,-0.018635,-0.015143,-3.795286,-3.791724,-0.008086,-0.00413,-0.002208,-0.354815,-0.342802,-0.014507,0.017533,0.040529,-1.751773,-1.108347,-0.103641,0.533891,0.07677,-0.139879,-1.179907,-3.825912,0.01411,-0.123963,-0.016144,1.964513,-0.017967,0.180546,-0.294108,0.038194,0.007584,-0.001666,-0.003782,-0.315502,-1.109405,-0.01136,-0.018358,-0.029474,0.002505,-0.005698,-0.126177,-0.008638,-0.008936,-0.106819,0.044608,0.154496,0.046073,-0.349423,-0.349261,-0.01646,0.027215,0.23107,0.226487,0.021721,-0.178962,-0.071554,-0.068274,-0.017552,-0.045138,1.165138,0.198947,0.203078,1.0213,1.129199,-0.743587,-1.478503,4.134669,-0.076665,-1.609427,-0.569442,-0.190428,0.193755,1.288045,-0.002837,-1.724566,0.004378,-0.022984,0.0144,-0.002138,-0.001442,0.007084,-0.037189,1.713949,0.386933,-0.00176,-0.001534,-0.000708,-0.168342,0.022286,-0.03499,1.231673,-0.523058,-0.020384,-0.037522,0.143779,0.001705,0.04864,-0.061445,0.002742,-0.091519,0.037266,-0.001083,0.002801
0.043337,0.065302,0.067073,0.372292,0.226387,0.057027,0.458771,0.13483,0.212025,0.51272,0.011042,0.026904,0.510166,0.585258,0.021345,0.007921,0.37905,0.031613,0.032577,0.537294,0.00735,0.018824,0.026,0.0368,0.021678,0.04307,0.534107,0.297191,0.077816,0.035372,-0.082931,0.023959,0.018487,0.108232,0.057601,0.172079,0.600655,0.151028,0.075016,0.971688,0.968578,0.03632,0.022268,0.02459,0.115066,0.121327,0.101368,-0.02504,-0.141123,-1.84949,0.350463,0.05654,0.497843,0.351485,0.432821,0.552417,1.6507,0.070327,0.129763,0.094517,1.261541,-0.007848,-0.492817,0.234988,0.038615,-0.090807,0.001077,-0.003068,0.18941,0.689126,0.020347,0.028728,0.071787,-0.012657,0.004128,0.432018,0.003345,0.008492,0.065283,-0.007821,-0.566484,-0.109377,0.201027,0.203145,-0.030744,-0.123939,-0.895021,-0.718055,0.00795,0.624549,0.350568,0.24959,0.159552,0.149003,-0.696816,0.438171,0.471657,0.296919,0.386876,-0.37937,-0.80074,-0.99947,0.774326,-0.998859,-0.257761,-0.053256,-0.05933,-0.227572,0.068386,-0.94811,0.003339,-0.023433,-0.133951,0.017485,-0.000129,-0.056642,0.013196,1.019396,-0.058709,0.010095,0.010246,-0.0003,-0.064457,-0.105746,-0.00406,-0.153031,0.087592,0.371187,0.223762,0.417498,-0.050523,-0.080429,0.296099,-0.057277,0.531456,-0.037916,0.000578,-0.014507
-0.11497,-0.118254,-0.136576,0.009991,-0.055645,-0.143698,0.066924,-0.055608,-0.029504,0.126056,-0.042174,-0.041414,0.158266,-0.025104,-0.057553,-0.003604,0.29641,-0.061375,-0.065398,-0.510693,-0.06475,-0.060403,-0.056379,0.346719,-0.083811,4.272674,-0.133391,0.028326,-0.253011,-0.083618,4.215121,-0.033724,-0.028502,-0.265081,-0.087554,-0.424428,-0.768656,-0.37287,-0.184096,-4.143131,-4.111131,-0.041639,-0.024283,-0.01999,-0.403912,-0.382781,-0.241433,-0.039896,-0.1284,1.166641,-1.254805,-0.135405,-0.59964,-0.141891,-0.052637,-1.322468,-3.663055,-0.118994,-0.302035,-0.235659,-1.469261,-0.058339,-0.221602,-0.338447,-0.040031,0.217955,-0.001796,0.003576,-0.280245,-1.048718,-0.038287,-0.035955,0.019381,0.026628,-0.039865,0.178264,-0.007816,-0.010196,-0.087868,0.062259,-0.500305,-0.004896,-0.265573,-0.29838,-0.023307,-0.077063,-0.576618,-0.508963,-0.164268,0.309633,-0.095462,-0.160128,0.079831,0.018913,1.020679,0.620642,0.647562,1.312748,1.014808,2.630752,1.689095,2.916544,-0.116825,1.675033,0.579235,0.043083,0.127107,0.854757,-0.167923,1.757319,0.053307,-0.048461,-0.050731,0.038125,0.029606,0.155718,-0.049105,-1.942941,0.283763,-0.027073,-0.027086,-0.000119,0.158406,-0.04565,0.041376,1.126658,0.957235,0.157133,0.054982,0.706688,0.060244,0.173453,0.295694,0.373263,0.622764,0.221746,0.035685,-0.001494
0.000148,0.000327,0.00034,0.000604,0.000428,0.000426,0.000348,0.006473,0.006411,0.000718,0.000704,0.006822,0.006787,0.006665,0.012719,0.006867,0.006515,0.006434,0.006537,0.006703,0.000617,0.000338,0.000426,0.000298,-0.000183,-1.1e-05,-1e-06,-3e-06,0.005871,7.6e-05,0.006112,0.000353,0.006321,0.006464,0.006413,0.006386,0.006402,0.000328,0.000246,8.7e-05,3e-06,0.005832,-1e-05,0.0,0.000307,0.00019,0.0061,4.8e-05,-4e-06,0.005682,-0.000123,-0.0,6.2e-05,-1.7e-05,0.0,0.0,8e-06,4e-06,0.000169,5.3e-05,0.000122,0.000152,8.1e-05,1.1e-05,2.7e-05,-0.0,0.005852,0.005855,0.005977,9.8e-05,-6e-06,0.005846,0.000124,3e-06,0.005876,0.00014,0.006327,0.006275,0.000672,0.00059,0.006202,0.006166,0.000141,0.005969,0.005838,1e-06,1.2e-05,1e-06,0.000105,3e-06,0.000167,0.000396,0.006216,0.006316,0.006003,0.005896,0.005826,0.005837,0.005743,0.005783,0.00571,-0.00011,0.005891,0.011699,0.011701,0.006084,0.011915,0.012076,0.012158,0.018065,0.012203,0.012289,0.012312,0.01217,0.012079,0.012075,0.006317,0.000389,0.005984,0.000105,9.8e-05,-0.005803,3.8e-05,0.005793,-0.0,0.000256,-0.005424,0.000698,0.000498,0.000218,6e-05,-0.000466,-0.000715,-0.000788,-0.001322,-0.001341,-0.007016,-0.001166
0.000626,0.001379,0.001436,0.002544,0.001803,0.001801,0.001476,0.001313,0.001073,0.00307,0.003021,0.00291,0.002793,0.002299,0.002005,0.003272,0.001744,0.001424,0.001909,0.002678,0.002783,0.00153,0.001923,0.001347,-0.000816,-5.2e-05,-4e-06,-6e-06,-0.001017,0.000339,7.5e-05,0.001607,0.001049,0.001715,0.001511,0.001413,0.001498,0.001506,0.001131,0.000401,1.4e-05,-0.0011,-4.8e-05,8e-06,0.001413,0.000882,0.000167,0.000233,-1.9e-05,-0.00178,-0.000573,6e-06,0.000296,-7.3e-05,-4e-06,-1e-06,3e-05,1.3e-05,0.000777,0.000246,0.000577,0.000715,0.000387,4.9e-05,0.000132,-1.7e-05,-0.000977,-0.000974,-0.000385,0.000457,-2.8e-05,-0.000986,0.000588,1.8e-05,-0.000836,0.000671,0.001343,0.001131,0.002833,0.002882,0.000854,0.000678,0.000702,0.003654,-0.000934,-9e-06,5.7e-05,-1e-05,0.004455,-3e-06,0.000823,0.001993,0.001011,0.001551,-2.7e-05,-0.000569,-0.000936,-0.000889,-0.001387,-0.001175,-0.002061,-0.000596,-0.000621,-0.001677,-0.001666,0.000454,-0.0005,0.000478,0.00103,0.000619,0.001436,0.002045,0.002258,0.001521,0.001048,0.001101,0.002369,0.002537,-0.003961,0.000694,0.000662,0.00093,0.000256,-0.000968,-7e-06,0.001659,0.003351,0.004523,0.003255,0.001451,0.000428,-0.002991,-0.000388,-0.000882,-0.008536,-0.012847,-0.006719,-0.00745
0.000263,0.000582,0.000605,0.001072,0.000757,0.000755,0.000617,0.000265,0.000159,0.001279,0.001255,0.000918,0.000868,0.000657,0.000244,0.001047,0.000418,0.000288,0.000485,0.000795,0.001128,0.000619,0.00078,0.000547,-0.000328,-2.1e-05,-1e-06,-3e-06,-0.000705,0.000135,-0.000263,0.000646,0.000129,0.000395,0.000311,0.000272,0.000304,0.0006,0.000451,0.000159,5e-06,-0.000734,-1.8e-05,1e-06,0.000556,0.000349,-0.000231,8.9e-05,-1.1e-05,-0.001005,-0.000232,-2e-06,0.000115,-3e-05,-1e-06,-2e-06,1.1e-05,4e-06,0.000309,9.8e-05,0.000229,0.000284,0.000152,1.8e-05,5.3e-05,-1.6e-05,-0.000683,-0.000684,-0.000447,0.00018,-1.3e-05,-0.000685,0.00023,3e-06,-0.000627,0.00026,0.000235,0.000151,0.001201,0.001127,3.8e-05,-3.2e-05,0.000271,-0.005893,-0.000662,-6e-06,2e-05,-7e-06,-0.005287,-4e-06,0.00032,0.000777,0.000102,0.000309,-0.000306,-0.000518,-0.000661,-0.000638,-0.000834,-0.00075,-0.001007,-0.000241,-0.000535,-0.001231,-0.001229,-0.000116,-0.000766,-0.000391,-0.000176,-0.000617,-1.7e-05,0.000222,0.000303,2.1e-05,-0.000161,-0.000139,0.000625,0.000965,0.005194,0.000261,0.000249,0.000629,9.8e-05,-0.000647,-1e-06,0.000637,0.001555,0.001717,0.001229,0.000541,0.000154,-0.00114,-0.007125,-0.007316,-0.003272,0.002047,-0.002337,-0.002908
-7.1e-05,-3e-05,0.003643,0.001793,-0.000114,-0.000103,-0.000287,0.002497,0.000733,-0.010311,0.00162,0.002334,0.225912,0.004512,0.003395,0.002176,-0.004683,0.006581,0.000731,0.224551,0.001532,0.003438,0.002038,0.001647,-0.001804,-0.000122,-0.000335,-0.000232,0.000842,-8.6e-05,0.00265,0.001224,0.000955,0.002255,0.003402,0.000905,0.021877,-0.000134,0.000279,-0.000103,-6.4e-05,0.000887,-7e-05,-7.3e-05,-0.694788,7.2e-05,0.002353,-0.000142,-6.7e-05,-0.003755,-0.000727,0.000308,2.7e-05,2.1e-05,3e-05,3.3e-05,1.6e-05,2e-05,2.8e-05,6e-06,2e-06,-9e-06,0.00531,-6.6e-05,-8e-05,-0.762556,0.001119,0.000964,0.000946,0.011603,-0.000156,0.000921,-2.7e-05,-2.4e-05,0.000957,-0.000109,0.000923,0.001553,2.421092,0.001583,0.003378,-0.000959,-4e-05,0.036769,0.000898,0.004645,5.1e-05,-3.7e-05,0.035733,-4.5e-05,-8e-06,-0.060514,0.003544,0.002297,-0.006106,-0.001378,0.000952,-0.006087,-0.231177,-0.003887,2.411493,-0.006611,-0.001762,0.007159,-0.00858,-0.007943,0.681615,0.003454,0.055221,0.020916,0.10326,0.00053,0.001188,0.00162,0.000405,-0.003485,-0.000675,-0.005782,-0.035105,-0.000494,-0.000375,0.000376,-0.00048,0.000864,0.191913,0.003,0.003697,0.000891,-0.001105,0.19815,0.003498,0.17879,0.014039,0.216072,0.402392,-0.065733,-0.029356,0.043874
