0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
-0.004629,0.000575,-0.005227,5.4e-05,5.3e-05,-0.000187,0.001393,0.001364,0.001502,0.001407,0.001507,0.001396,0.00104,-7e-06,4e-06,-6e-06,0.000129,-1e-06,-0.000232,-9e-06,-0.000172,-0.000353,-0.000428,-0.000652,-0.000729,-0.00051,-0.000385,-0.000459,-0.006195,-0.000385,-0.00038,-0.000683,-0.000838,-0.001001,-0.001065,-0.001116,-0.0005,0.005272,0.004384,-0.001224,-0.000962,0.003742,0.002203,0.003096,-0.002188,-0.002053,-0.002409,-0.003402,-0.001818,-0.000511,0.006362,0.006249,0.011785,0.012084,0.014019,0.018568,0.020151,0.020269,0.025292,0.024929,0.024683
-0.004479,-0.001792,-0.002649,-0.000165,-0.000181,0.000567,-0.005975,-0.005879,-0.006309,-0.006013,-0.006324,-0.005993,-0.004889,5e-06,-2.7e-05,6e-06,-0.000407,-2e-06,0.000704,1.3e-05,0.00052,0.001073,0.001304,0.002016,0.002236,0.001771,0.00118,0.001796,0.000235,0.001186,0.001167,0.002103,0.002584,0.003086,0.003282,0.003438,0.001546,0.002336,0.006716,0.00542,0.00461,0.010671,0.016721,0.012317,0.010245,0.009819,0.010604,0.015246,0.008791,0.003178,-0.001057,-0.00074,0.000756,-7.4e-05,-0.007333,-0.001071,-0.007093,-0.007305,-0.003979,-0.002813,-0.001891
-0.001992,-0.000963,-0.001005,-8.5e-05,-9.1e-05,0.000309,0.003779,0.003834,0.003606,0.003769,0.003606,0.003786,0.004385,8e-06,-8e-06,9e-06,-0.000214,5e-06,0.000386,1.5e-05,0.000288,0.000585,0.00071,0.001091,0.001211,0.000742,0.000644,0.000757,0.000552,0.000638,0.000633,0.001125,0.001379,0.001642,0.001742,0.001824,0.000818,0.000845,-0.003801,-0.004085,-0.004505,-0.008838,-0.012348,-0.007721,-0.008509,-0.008703,-0.008164,-0.012571,-0.009095,-0.005191,-0.000973,-0.000811,-0.000425,-0.000883,0.002122,-0.001867,0.001776,0.001655,0.003022,0.00366,0.004159
-0.249901,-0.266646,-0.055808,1.310581,0.30159,-0.133932,-0.187928,0.306225,-0.10057,-0.126661,0.363541,-0.133934,-0.133443,0.375782,0.053817,-0.116166,-0.098477,-0.065282,-0.082273,-0.068651,-0.069269,-0.137945,-0.094958,-0.049766,0.38577,5.458107,-0.025612,5.683136,0.182662,0.015552,0.043887,0.038028,0.047412,0.005042,0.000647,0.017298,-0.001211,0.161288,0.197237,0.034481,-0.329403,-5.309192,-0.2381,-1.355801,-5.030563,-4.916783,-0.161182,0.374925,0.380189,-0.056965,0.334789,0.046801,0.313815,0.416901,0.043594,-0.574243,-4.123194,0.315148,-0.323974,-0.966619,0.310126
0.970832,1.038036,0.745518,0.659061,0.627042,0.631954,0.864711,0.604466,0.226802,0.433443,0.312652,0.635,0.612636,0.61186,0.395551,0.658041,0.513313,0.274232,0.525289,0.320814,0.364571,0.777426,0.833912,0.206342,0.561257,0.220358,0.076312,-1.167423,-1.331282,-0.012033,0.006907,-0.359251,-0.440167,-0.013912,0.000733,-0.148824,0.006365,-1.446346,-1.449711,0.006147,-1.085388,-1.628305,-1.013544,-1.534122,-2.27303,-2.328889,-1.108577,-1.073755,-1.142514,-1.342951,-1.119522,-1.527103,-1.313301,-1.32823,-0.937748,-0.450691,-0.826446,-0.936964,-0.497181,-0.672827,-0.812442
0.337046,0.178669,0.053053,0.78175,0.405114,0.172558,0.307482,0.339715,0.113936,0.013978,0.300997,0.381174,0.365896,0.508899,0.280766,0.174463,0.083384,0.167911,0.325584,0.191371,0.226101,0.477165,0.5278,0.137619,0.397689,-0.119966,-0.112607,1.776593,2.160507,0.017744,-0.010724,-0.198393,-0.222054,0.012804,0.021369,0.248125,-0.010312,2.37534,2.397403,0.008561,0.673783,-0.194091,-0.034084,-0.477252,-1.197136,-1.65885,-0.286807,-0.16441,-0.239651,-0.532568,-0.271062,-0.949263,-0.666932,-0.397348,-0.695222,-1.686732,-3.58275,-0.141268,-2.055516,-1.284799,-0.221131
0.004217,0.004,0.004165,0.008833,0.009615,0.009306,0.008767,0.008267,0.007933,0.001022,0.000103,-4.1e-05,-0.000624,-0.001357,-0.001567,-0.001514,-0.000776,9.8e-05,0.000144,2e-06,-4.2e-05,-0.000152,-0.001005,-0.001623,-0.001986,-0.0023,-0.003222,-0.00456,-0.004762,-0.006001,-0.000159,-0.005123,-0.004542,-0.003505,-0.007707,-0.001017,4.9e-05,0.000304,0.000248,8.9e-05,0.000271,-0.000546,-0.000678,-0.001201,0.004921,-0.001,0.005442,0.004698,0.004296,-0.002009,-0.001721,-0.00108,-0.000193,0.000229,-0.00513,0.000923,-0.005171,0.000822,0.000762,0.000523,0.000486
-0.008401,-0.009031,-0.008478,-0.016351,-0.010716,-0.011503,-0.012912,-0.014424,-0.011947,-0.013956,-0.013273,-0.010286,-0.008616,-0.007378,-0.008017,-0.00788,-0.005713,0.000294,0.000431,1.2e-05,-0.000121,-0.000452,-0.006397,-0.008159,-0.00929,-0.010205,-0.012926,-0.016851,-0.013988,-0.021086,-0.022642,-0.014998,-0.013276,-0.010221,-0.003662,-0.002957,0.000138,-0.002603,-0.002763,-0.003223,0.0008,-0.005077,-0.005325,-0.010489,-0.011493,-0.009916,-0.006495,-0.012221,-0.013449,-0.012924,-0.012094,-0.010203,-0.004074,-0.002836,0.004048,0.002709,0.003909,0.002416,0.002244,0.001537,0.001432
0.038709,0.038369,0.038513,0.041317,0.037082,0.036654,0.035857,0.035111,0.029261,0.028531,0.021849,0.016248,0.010017,0.00356,0.003284,0.003325,0.00436,0.00014,0.000205,5e-06,-5.6e-05,-0.000218,0.004041,0.003204,0.002656,0.002219,0.000894,-0.001047,-0.006851,-0.003254,-0.004331,-0.007646,-0.006807,-0.005289,-0.001743,-0.001539,7.5e-05,0.005985,0.0059,0.00566,0.000415,0.004699,0.004551,0.009238,0.008562,0.009554,0.003818,0.008214,0.00759,0.008031,0.008476,0.009474,0.005278,0.005928,0.00228,0.001414,0.002203,0.001257,0.001165,0.000796,0.000741
-0.203298,2.940022,-0.215647,-0.237018,0.770775,3.085916,4.827323,0.259276,-0.325033,-0.252504,-0.309342,1.028197,0.568611,-0.001443,3.691575,-0.016266,0.067258,-0.031573,-0.03636,-0.14531,0.000916,-0.159622,-0.035136,3.950149,-0.233513,-0.041433,-0.029262,-0.036887,0.330156,-0.215294,-0.194012,0.004247,-0.004029,-0.000689,0.030643,0.031388,-0.049922,-1.798801,-0.030989,-0.03125,-0.580121,-0.035349,4.125844,-0.036607,-0.036032,-0.070589,-0.011061,0.042777,-0.061044,-0.071594,-0.064373,-0.070385,-0.035283,-0.034042,0.001106,0.001074,-0.00114,0.001133,0.001158,-7.3e-05,-0.000186
-0.060235,0.880612,-0.058788,-0.023533,0.167133,0.581,-1.232908,-1.153456,-0.796312,-0.451035,-0.614716,0.345585,-0.537005,-0.025592,1.344824,-0.079158,0.07731,-0.178576,-0.182648,-0.528775,-0.085104,-0.608061,0.04821,1.344225,-0.593679,0.032693,0.056919,0.071841,0.030459,-0.460839,-0.565944,-0.043826,0.037699,0.038468,0.037344,0.015311,-0.137215,1.290772,0.032882,0.027724,0.449241,0.018661,0.985702,0.045399,0.030624,0.03711,-0.039705,0.046152,-0.060444,0.048303,-0.038759,0.036137,0.017858,0.006332,0.007665,-0.011634,0.014682,-0.011706,-0.011718,-1.3e-05,-1.3e-05
0.191114,-4.241962,0.196302,0.19638,-0.916244,-4.183472,-3.041723,0.695474,0.15259,0.372707,0.064658,-1.021449,0.593313,0.11385,-3.906282,0.092142,-0.106658,0.14107,0.1325,-0.03986,0.185822,-0.084244,-0.03335,-3.641153,-0.355467,-0.033974,-0.02967,-0.081483,-0.448921,-0.325884,-0.138799,0.104065,-0.077846,-0.042088,-0.084255,-0.022403,-0.060516,-1.684761,-0.006555,-0.008392,-0.551473,-0.015287,-3.526132,-0.060087,-0.03065,-0.031102,0.209509,-0.099123,0.179619,-0.05744,0.120898,-0.031343,-0.015309,0.010892,-0.000362,0.02656,-0.02939,0.026424,0.02637,4.5e-05,0.000121
