0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0.006812,0.00334,0.003364,0.009599,0.003002,0.003675,0.009862,0.004439,0.003112,0.007077,0.000302,0.005984,-2.6e-05,-0.000203,-0.000199,0.000249,-0.000165,0.001275,0.000374,-8e-06,0.001347,3e-05,0.000134,4.4e-05,1e-05,-0.000118,-0.005626,4.1e-05,8.6e-05,0.000418,-0.005049,0.000428,0.000494,5.5e-05,-2.1e-05,-0.000131,6.4e-05,-2e-06,1e-06,-3e-06,0.0,-3.2e-05,-3.5e-05,-9e-06,-0.000213,-0.000352,-0.000754,-0.000934,0.005019,-0.000391,-0.001053,-0.000609,-0.001225,0.005087,-0.001599,-0.001359,-0.001293,-0.001629,0.005299,0.005512,0.005206,0.004261,0.005607,0.005718,0.011354,0.006517,0.005669
-0.008894,-0.018337,-0.016696,-0.016975,-0.01393,-0.015895,-0.015903,-0.018061,-0.012472,-0.004254,-0.000873,0.000637,6.7e-05,0.000584,0.000555,-0.00073,0.000449,-0.005403,-0.001048,1.9e-05,-0.005576,-8.5e-05,-0.000396,-0.000136,-2.9e-05,0.000332,-0.001688,-0.000122,-0.000266,-0.001205,-0.003372,-0.00124,-0.001426,-0.000163,4.9e-05,0.000388,-9.4e-05,-6e-06,-6e-06,7e-06,-3e-06,7.7e-05,0.000101,3.5e-05,0.000617,0.001017,0.002342,0.00269,0.003429,0.001118,0.004762,0.003499,0.005256,0.003222,0.006359,0.005669,0.005467,0.006426,0.002548,0.001942,0.002784,0.00719,0.001639,0.001285,0.002984,-0.00092,0.003172
0.022694,0.024924,0.018879,0.018344,0.013452,0.012411,0.012004,0.011274,0.007285,0.004292,-0.00049,-0.000105,3.9e-05,0.000323,0.000305,-0.000409,0.000243,0.004111,-0.000579,8e-06,0.004017,-4.6e-05,-0.00022,-7.5e-05,-1.3e-05,0.000188,-0.00048,-6.5e-05,-0.000144,-0.000667,-0.001421,-0.000688,-0.000792,-8.7e-05,3e-05,0.000215,-0.000136,0.0,0.0,7e-06,-1e-06,4.7e-05,5.8e-05,1.2e-05,0.000346,0.000569,0.001184,0.001497,0.001459,0.000627,-0.004463,-0.005171,-0.004183,0.001341,-0.00358,-0.003959,-0.00407,-0.003531,0.000966,0.000619,0.001099,-0.00355,0.000464,0.000265,0.000758,-0.000925,-0.005795
-0.033885,-0.041865,-0.307288,-0.52397,-0.328078,-0.362802,-0.220487,0.293906,1.114701,-0.100199,0.27473,-0.224224,1.272457,0.26803,0.224383,-0.239519,-0.187657,-0.207882,5.278999,-0.05205,5.325481,1.543621,-0.107776,-0.0857,-0.026149,-0.072789,-0.041751,-0.045086,-0.130553,0.127307,0.049609,-0.065037,-0.080806,0.432721,-0.133641,1.594762,5.454751,-0.107188,-0.106918,-0.058012,-0.038355,0.076053,-0.040632,1.652713,0.003206,0.148067,5.551107,0.00065,2.097283,0.054343,0.179868,1.688383,0.207348,0.063176,0.035325,0.292653,0.178347,0.240854,-0.296896,-1.547264,0.053753,0.106271,-1.400474,0.323596,-4.781943,-4.447534,0.558116
0.267116,1.530675,1.188547,1.225526,0.834274,1.021458,0.624742,0.653474,2.031812,0.252588,1.049018,0.760899,0.864178,0.773472,1.092998,1.075117,1.039188,0.824412,-0.262789,0.176805,-0.283598,0.438859,0.673882,0.519431,0.081417,0.416946,0.17384,0.166243,0.810954,2.005101,0.545725,0.385405,0.398171,0.362442,0.643042,0.508539,0.566274,0.631264,0.630343,0.262016,0.144403,-0.198138,0.202376,0.19431,-0.057333,0.012485,0.589725,-0.029361,-1.028246,-0.034765,0.03136,0.339359,-0.571804,-0.360019,0.025998,-1.125676,-0.717903,-1.015865,-1.059587,-0.790847,-1.291104,-0.963204,-1.577624,-1.481829,-2.694248,-3.105675,-2.170918
-0.280774,-0.596102,-0.708703,-0.162366,-0.434991,-0.112178,0.066968,-0.823658,-1.593699,-0.063735,-0.301243,0.475615,1.009602,0.227486,0.424514,0.18992,0.412674,0.244707,1.467023,0.104388,1.133773,0.662763,0.420487,0.322619,0.049071,0.258133,0.067276,0.103588,0.502456,-1.999051,0.309569,0.237813,0.217313,0.225833,0.396386,0.261869,0.02199,0.382087,0.381309,0.161648,0.08294,0.94194,0.117843,-0.171695,0.194329,-0.028105,0.396727,0.010956,2.259053,0.043742,0.003795,-0.047195,0.728587,-0.161102,-0.118436,0.379004,-0.415138,-0.345509,-0.345307,-0.098068,0.552122,-0.319465,-0.4834,-0.43461,-2.103733,-2.93564,-0.714957
-0.008662,-0.008478,-0.008009,-0.012872,-0.007561,-0.01281,-0.012181,-0.006027,-0.005454,-0.000358,-0.001055,-0.006932,-0.002674,-0.003192,0.001998,0.007536,0.000714,0.000803,0.000626,0.000198,0.001139,-0.004569,-0.004521,0.000624,0.000535,0.000987,0.001015,0.00758,0.001675,0.001006,0.000874,0.001126,0.00085,0.000294,0.000621,-0.000238,-0.000416,-0.000718,-0.000817,-0.000789,-0.00061,-0.000595,-0.000829,0.005173,0.004952,0.010517,0.003974,0.008971,0.008131,0.007643,0.007287,0.000933,0.000977,0.000787,0.000355,-0.004941,-0.010245,-0.009177,-0.008165,-0.013666,-0.007197,-0.006383,-0.005935,0.000394,-0.005813,0.000362,0.000135
0.016352,0.013267,0.014468,0.018864,0.012024,0.015154,0.016635,0.015825,0.017224,0.010132,0.00473,0.005944,-0.003236,-0.004694,-0.007785,-0.009876,-0.011383,-0.011155,-0.011661,-0.012882,-0.006848,-0.005242,-0.005147,-0.008332,-0.008595,-0.003954,-0.003854,0.000414,0.001427,-0.003881,-0.004256,-0.000138,-0.000927,-0.005922,-0.001589,-0.007461,-0.007974,-0.008848,-0.009132,-0.009065,-0.005134,-0.005105,-0.005796,-0.003108,-0.003778,-0.005787,-0.006693,-0.010484,-0.013111,-0.014646,-0.015889,-0.016206,-0.016122,-0.016796,-0.018172,-0.01487,-0.011517,-0.008204,-0.00515,-0.002248,-0.002152,0.000257,0.00154,0.001141,0.001915,0.001049,0.000394
0.002724,0.008321,0.009005,0.011648,0.014873,0.016689,0.017427,0.01682,0.017468,0.020447,0.024514,0.025226,0.027163,0.026312,0.024499,0.023229,0.022582,0.022727,0.02247,0.02187,0.017868,0.018865,0.018901,0.01714,0.017019,0.012217,0.012279,0.007093,0.007784,0.012253,0.012064,0.00699,0.006608,0.011254,0.006285,0.010522,0.010284,0.009878,0.009748,0.009796,0.004618,0.004633,0.004304,-0.001708,-0.002032,-0.003216,-0.003436,-0.005496,-0.006807,-0.007578,-0.008249,-0.008293,-0.008293,-0.008728,-0.009544,-0.007768,-0.005891,-0.004195,-0.002553,-0.00091,-0.001009,0.000283,0.001008,0.000619,0.001172,0.000569,0.000216
-0.207111,0.000971,-0.001286,0.003238,-0.034611,-0.035265,-0.038822,-0.18757,-0.023459,-0.067508,-0.102338,-0.094886,0.036044,0.142958,-0.121715,0.05139,-0.12946,0.856258,0.518147,-0.113178,-0.104475,0.178054,1.878204,-0.042409,-0.104069,1.929827,-0.064682,-0.067493,0.159556,-0.077432,-0.212313,-0.171729,-0.023728,-0.062591,0.157605,-0.041213,-0.071195,-0.066192,-0.063657,-0.069604,-0.036742,-0.034529,-0.241247,-0.083925,0.005544,0.659298,-0.090606,-0.047462,-0.239035,0.033227,-0.07316,-0.162103,-0.022499,0.108923,-0.185688,-0.025241,-0.105042,-0.028104,3.929131,0.087472,0.210576,-0.103419,3.989307,0.0511,-0.004234,0.012763,0.015657
