0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0.016314,0.009025,0.014865,0.008982,0.007951,0.006192,-0.000143,-0.000155,-0.000276,-0.000322,0.000242,0.006593,0.006641,0.006703,0.00674,0.006778,0.006832,0.006953,0.000505,0.000411,-0.00675,-0.006756,-0.000268,-0.000232,-0.000151,-0.000724,-0.00074,-0.000804,-0.000842,-0.000279,-0.000331,-0.0004,0.000271,0.000228,0.000162,-1e-05,-5.1e-05,-5.5e-05,-0.006571,-0.007188,-0.006524,-0.007237,-0.000862,-0.000237,-0.000234,-0.000283,-0.000417,-0.000411,-0.000305,-0.00024,-0.000179,-0.00015,-7.5e-05,2e-06,2.1e-05,-1.2e-05,0.006223,0.006812,0.00738,0.007318,0.007306,0.00027,0.006782,0.006226,0.00074,0.00013,0.000107,0.006519,0.007148,0.006499,0.013588,0.014527,0.013908,0.02044,0.014759,0.014054,0.013334,0.007558,0.00673,0.013055
-0.034047,-0.024692,-0.020236,-0.025447,-0.016034,0.00012,-0.000418,-0.00016,0.001395,0.001983,-0.002971,-0.002283,-0.002753,-0.003447,-0.003697,-0.00397,-0.004511,-0.005696,-0.005648,-0.004612,0.001596,0.001612,0.001371,0.000952,-2e-05,0.004929,0.005143,0.005895,0.00635,0.00152,0.002097,0.002908,-0.003198,-0.002678,-0.001904,0.000135,0.000588,0.000663,0.000919,0.006521,0.000518,0.007308,0.008663,0.003011,0.002955,0.003548,0.005253,0.005195,0.003833,0.003026,0.002246,0.001884,0.000919,-3.5e-05,-0.000251,0.000137,0.002523,-0.002683,-0.007608,-0.006883,-0.006721,-0.001444,-0.002384,0.00231,-0.006791,-0.001504,-0.001187,-0.00086,-0.006223,-0.000318,-0.00588,-0.013956,-0.008578,-0.008446,-0.0146,-0.008695,-0.002456,-0.008257,-0.001557,0.000336
0.028819,0.020649,0.015482,0.012124,0.003228,-0.008639,-0.008467,-0.008284,-0.007075,-0.006617,-0.00234,-0.002415,-0.002797,-0.003352,-0.003564,-0.003796,-0.004239,-0.005209,-0.004556,-0.003727,-0.006381,-0.006372,-0.007212,-0.007558,-0.008368,-0.01268,-0.012519,-0.0119,-0.011527,-0.007147,-0.006669,-0.005996,-0.002688,-0.002257,-0.001608,0.000113,0.000499,0.000562,0.001432,-0.002307,0.00109,-0.001647,-0.001163,0.002521,0.002471,0.002956,0.004364,0.004311,0.003169,0.002495,0.001847,0.001548,0.000754,-3e-05,-0.000206,0.00011,0.001433,0.00548,0.009763,0.010356,0.010489,0.007113,0.00572,0.00123,0.002787,-0.001221,-0.000965,-0.00134,0.002604,-0.000826,0.00222,0.003956,2e-06,-0.00058,0.003384,-0.000156,-0.003425,0.000902,-0.00201,-0.001141
-0.179486,-0.115309,-0.086747,-0.115506,-0.078669,0.032957,0.04645,0.036062,0.0335,0.013457,-0.000782,0.000542,0.041541,-0.003516,-0.001703,-0.012476,0.064767,0.003105,-0.005763,-0.022054,-0.004073,0.008297,-0.01616,0.591329,-0.056884,0.062336,0.031266,0.042557,0.048422,0.119737,-0.043909,0.024457,0.033513,-0.00214,-0.001652,0.01382,-0.050179,-0.032092,-0.015256,0.148661,-0.029628,0.019383,-0.181239,0.004202,0.003832,0.002429,0.006085,0.002492,-0.162416,0.003042,0.001038,-0.011127,-0.212822,0.037987,-0.01755,-0.307463,0.060911,-0.019693,-0.067471,-0.009884,-0.068549,-0.434413,0.063487,0.12119,-0.025191,0.092397,0.03449,0.024194,-0.004997,-5.084352,0.177657,0.089731,0.118863,0.16956,0.486747,-1.208586,0.111915,-4.411801,0.212044,0.220338
-0.226073,-0.250048,-0.229712,-0.085729,0.046733,-0.008243,-0.114807,-0.00859,-0.009112,0.147994,-0.004385,-0.011604,-0.270816,0.010135,-7e-06,0.127764,0.16391,-0.00078,0.014273,0.121297,0.209742,0.134833,0.321873,1.741411,0.609953,0.492602,0.204546,0.134033,0.111295,0.883096,0.509774,0.024883,0.182386,-0.017459,0.013315,-0.134946,0.38971,0.199982,0.03966,0.211709,0.165229,-0.026615,-1.695807,-0.012491,-0.012237,-0.02417,-0.028176,-0.023339,-1.726969,-0.013451,0.005361,0.111984,-1.874107,-0.218641,0.123433,-1.903122,-0.430827,-0.121576,-0.007512,-0.321723,-0.047036,-1.986164,-0.560505,-0.774071,-0.141917,-0.517592,-0.273493,-0.224862,-0.238919,-0.638701,-0.772968,-0.645057,-0.645683,-0.806672,-0.316775,-1.082571,-0.510962,-1.104996,-0.638694,-0.682817
-0.496213,-0.486828,-0.440542,-0.376383,-0.008015,0.034135,0.160224,-0.015629,-0.010128,0.085253,0.001249,0.00764,-0.191735,0.022542,0.009165,-0.162253,-0.192092,-0.013229,-0.025461,0.055821,0.365629,0.050384,0.237687,-2.084005,0.470995,0.028422,0.137006,0.118734,0.102066,-0.469809,0.296186,0.014254,-0.228438,-0.007299,-0.025154,0.145349,0.314988,0.158492,0.024921,0.203843,0.081928,0.089363,2.183157,0.013212,0.015665,0.03091,0.036797,0.029902,2.140298,0.017632,-0.006568,-0.138649,2.009143,-0.17102,-0.150866,1.975125,-0.214947,0.170789,0.01329,-0.233282,-0.020493,2.170778,-0.175179,-0.180241,0.106479,0.063994,0.288454,0.331201,0.330888,-1.86461,-0.29163,-0.275493,0.011273,-0.06763,-0.848927,-1.06205,0.142585,-3.154322,-0.212232,-0.211712
0.00975,0.003489,-0.003376,0.003519,-0.002962,-0.002632,-0.002963,-0.009699,-0.009981,-0.010236,-0.003648,-0.010064,-0.009805,-0.009586,-0.009264,-0.00865,-0.00201,-0.001734,-0.001405,0.004326,0.003616,0.008476,0.007688,0.006882,-1.4e-05,-0.006713,-0.00706,-0.013196,-0.007161,-0.013491,-0.01359,-0.020302,-0.025816,-0.025679,-0.019455,-0.012769,-0.006725,-0.006957,-0.001199,0.004344,0.01648,0.016196,0.016187,0.016422,0.016593,0.010636,0.011184,0.011764,0.011905,0.006048,0.006235,0.006194,0.005616,0.005302,-0.001172,-0.001622,-0.001885,-0.002337,-0.002089,-0.001786,-0.007645,-0.001227,-0.00089,-0.001337,0.005195,-0.001414,0.004392,-0.002373,-0.002264,0.004457,-0.002183,-0.001499,-0.00139,-0.000861,0.006258,0.006438,0.006148,0.012669,0.012685,0.00585
0.026125,0.029093,0.024902,0.021184,0.018506,0.019969,0.014248,0.013888,0.012303,0.006964,0.006463,0.007348,0.008235,0.009221,0.010397,0.012921,0.013157,0.014214,0.019466,0.012209,0.009106,-0.001853,-0.005421,-0.013071,-0.019278,-0.020526,-0.022153,-0.01678,-0.01858,-0.017795,-0.018141,-0.01882,-0.006481,-0.005667,-0.006897,-0.006197,-0.008194,-0.009124,-0.012357,-0.016573,-0.017216,-0.018738,-0.015284,-0.014737,-0.014209,-0.011626,-0.009436,-0.006935,-0.01031,-0.002811,-0.001975,-0.002166,-0.008825,-0.01034,-0.005478,-0.007574,-0.008781,-0.014795,-0.013628,-0.012194,-0.004091,-0.009579,-0.004105,-0.010088,-0.007299,-0.002539,-0.011138,-0.010989,-0.010497,-0.011086,-0.014146,-0.00695,-0.010468,-0.008009,-0.006993,-0.006169,-0.011626,-0.013613,-0.01366,-0.013337
-0.003225,-0.000703,0.004297,0.009805,0.015963,0.016995,0.020649,0.020052,0.018551,0.022558,0.022028,0.02253,0.023069,0.023741,0.024444,0.026123,0.026167,0.026643,0.022129,0.0247,0.022234,0.022219,0.019674,0.022213,0.02585,0.025122,0.024099,0.020012,0.018811,0.019445,0.019242,0.018888,0.01154,0.01209,0.01123,0.011659,0.010296,0.009678,0.007493,0.004652,-0.003751,-0.004789,-0.010473,-0.010189,-0.009868,-0.008127,-0.006648,-0.004913,0.000769,-0.002013,-0.001425,-0.001558,0.001833,0.000758,-0.003882,-0.005387,-0.006282,-0.002481,-0.001657,-0.000648,-0.002982,0.001237,-0.00302,0.000843,-0.005394,-0.010184,-0.00831,-0.008271,-0.007932,-0.008422,-0.00241,-0.00536,0.000382,0.00228,0.003093,0.003736,0.008001,0.006486,0.006446,0.006679
0.159167,0.244706,0.106087,0.0588,0.001167,-0.003711,0.01826,-0.033831,-0.035248,-0.065136,-0.073,-0.072609,0.019875,-0.040117,-0.033244,-0.083143,-0.077951,-0.074869,-0.038787,-0.063811,0.217346,0.243132,0.1486,0.28641,0.506849,0.214978,0.514122,0.400805,0.300209,0.286391,0.425084,0.210407,0.092089,-0.092011,-0.049989,0.227438,0.132256,0.246441,-0.924036,-0.049788,0.001135,3.522959,-0.019632,-0.008506,0.005389,0.144786,0.27126,0.2096,0.126533,-0.004936,-0.004832,0.01391,-0.035431,0.051713,-0.00985,0.000784,0.479347,-0.038337,0.175344,-0.036279,0.061002,0.041574,1.456149,-0.044667,-0.003928,0.293106,0.001229,0.139561,0.227167,0.200011,0.080211,0.201831,-0.047923,-0.025223,1.330885,-0.036824,0.233665,0.879617,-0.089864,-0.08802
