0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
-0.010024,-0.009644,-0.003396,-0.003901,-0.002857,-0.002538,-0.002952,-0.003701,0.001985,-0.004282,0.003324,0.002596,0.002437,0.002458,0.002199,0.001896,0.001908,0.00202,0.002286,0.008323,0.007755,0.006922,0.00667,0.000712,0.000823,0.001333,0.002021,0.000528,0.00608,-0.000577,-0.002021,-0.002057,-0.002556,-0.001124,-0.000919,0.005243,0.006923,0.00653,0.0113,0.013496,0.018877,0.014917,0.00714,0.005815,0.005997,0.006504,-0.000315,0.000294,0.00068,0.006854,0.007499,0.006257,0.006395,0.006209,0.001141,0.000756,0.000638,0.001881,0.001994,0.00649,0.000769,0.000128,0.004953,0.004245,-0.002634,-0.002523,-0.002431,-0.002082,-0.002983,-0.002053
-0.016151,-0.015819,-0.012763,-0.009474,-0.013049,-0.014289,-0.012937,-0.010452,-0.00677,-0.008577,-0.012987,-0.008861,-0.008317,-0.00839,-0.007255,-0.006465,-0.006342,-0.006884,-0.007777,-0.004766,-0.002808,3.8e-05,0.000894,-0.002386,-0.002769,-0.004481,-0.006776,-8.4e-05,0.00465,0.003606,0.01014,0.010613,0.011909,0.005785,0.004761,0.007219,-0.001653,-0.00035,0.008419,-0.002218,0.0047,-0.008485,-0.004208,0.002011,0.001441,-0.000447,0.001135,-0.000931,-0.002107,0.00034,-0.003436,0.002163,0.001744,0.002377,-0.005196,-0.004127,-0.003771,-0.009335,-0.009672,-0.000338,-0.006015,-0.004113,0.004201,0.006268,0.005939,0.00572,0.005461,0.004319,0.008998,0.006086
0.013785,0.005953,-0.000666,-0.006298,-0.009073,-0.010124,-0.009128,-0.007268,-0.005285,-0.005875,-0.001898,-0.007014,-0.006628,-0.006711,-0.005912,-0.005224,-0.005257,-0.0056,-0.006368,-0.004861,-0.003261,-0.000918,-0.000211,-0.001979,-0.002294,-0.003727,-0.005662,-0.008683,-0.005679,-0.005575,-0.008711,-0.00853,-0.007176,-0.003963,-0.004576,-0.003501,0.006249,0.007336,0.005114,0.013348,0.009234,0.016657,0.012617,0.009009,0.008614,0.007208,0.000847,-0.000762,-0.001729,-0.000695,0.004731,0.000807,0.000454,0.000956,0.004236,0.005142,0.005434,0.009403,0.009133,0.007282,0.012143,0.01369,0.010947,0.012573,0.013198,0.012897,0.012616,0.01176,0.006925,0.004732
0.054649,-0.02973,0.060457,4.501102,4.289639,1.336543,-0.021348,0.030784,0.034473,1.690324,1.559487,0.037382,0.029225,1.619648,4.359876,0.021808,5.999514,-0.070253,-0.029435,-0.004741,-0.001511,0.001208,0.055523,0.003392,0.047551,-0.08732,0.30854,-0.08677,0.313051,-0.104597,1.404729,4.873609,-0.045224,4.993886,-0.11939,-0.795939,-0.29615,-0.092237,-0.235744,-0.14783,-6.169237,-1.952906,-2.601001,-6.125972,-5.145658,-0.368627,-4.771914,-1.337378,-1.359288,-2.592596,-0.247741,-1.696812,-1.2777,-4.101665,-4.208367,-0.328117,0.074761,-0.10839,0.006983,0.017984,0.121672,0.256828,-0.196593,0.31202,-0.583547,-2.939951,-3.456227,-0.258247,-2.642983,0.30739
-0.34158300,-0.10148900,-0.07865700,-1.82629600,-1.97425600,-0.52845000, 0.03065000, 0.07418100, 0.04976000, 1.50783100, 2.06191400, 0.10441500, 0.12843400, 1.51002800,-1.90680100, 0.43329900,-0.67672400, 0.38089200, 0.01643600, 0.00447600,-0.00527100,-0.01850800,-0.14532400,-0.10163300, 0.41630300, 0.43735600, 0.24004000, 0.74620600, 0.75821600, 0.89997800,-0.11397500,-1.55364800, 0.99510100,-0.96155600, 0.83264200,-0.64797400,-0.45094300,-0.17577600,-0.44941800,-0.66206700,-0.82778000,-0.61666700,-1.71896100,-1.55084800, 0.06527100,-1.04605900,-0.44135700,-0.58431200,-0.49639600,-2.47892300,-0.98604900,-1.19355000,-0.71468300,-0.57879700,-0.51862700,-0.37890600,-0.41347000,-0.27382900,-0.27714700,-0.31304300,-0.41730400,-0.69061400,-0.39945700,-0.84972500,-0.87706400,-1.25252300,-1.67587800,-0.37562400,-1.25540400,-0.68195800
-0.803733,-0.421595,-0.174491,2.578774,2.706764,0.679245,-0.07696,-0.122115,-0.066177,-1.677764,-1.238957,-0.046618,0.00019,-1.707018,2.466923,0.345882,0.36391,0.005481,-0.066947,-0.022539,0.007912,0.031056,0.208562,0.130959,0.398428,0.270463,0.095206,0.50574,0.572936,0.368968,0.734586,0.983661,0.48171,0.782173,0.17336,2.341237,0.549222,0.215681,0.629329,-0.350269,0.759555,-0.648397,0.958266,-0.441263,-2.289487,-0.172463,-2.243834,-0.361651,-0.376653,1.167132,-0.021174,0.300347,-0.175634,-2.804992,-2.912413,0.139881,0.409598,0.180229,0.24656,0.28837,-0.060745,-0.192214,-0.310545,0.053633,0.700549,-4.395226,-3.871397,0.121547,-4.485431,-0.037743
0.002415,-0.004151,-0.003504,-0.003773,-0.004296,-0.01783,-0.017728,-0.012867,-0.013905,-0.014686,-0.021191,-0.007238,-0.013456,-0.01316,-0.006625,-0.005659,0.001181,-0.004613,0.00173,-0.004503,0.001472,-0.006476,-0.007271,-0.00798,-0.001422,-0.007616,-0.007258,-0.007572,-0.00852,-0.002194,-0.008569,-0.008513,-0.001337,-0.007888,-0.008169,-0.001717,-0.009169,-0.00961,-0.009205,-0.008637,-0.014914,-0.014922,-0.0074,-0.007547,-0.000482,0.006854,0.007366,0.008235,0.008306,0.008444,0.000735,0.000185,-0.007155,-0.000416,-0.006947,-0.006107,0.000256,-0.005843,-0.006051,-0.012225,-0.005758,-0.005438,-0.004274,-0.003522,0.002371,-0.003827,0.002197,0.000113,-0.000554,0.00536
0.012627,0.010303,0.016404,0.011568,0.005779,0.006783,0.010849,-0.000314,-0.003906,-0.01015,-0.008637,-0.008391,-0.005809,-0.0048,-0.009991,-0.003058,-0.003524,0.004089,0.001998,0.008077,0.004845,0.001536,-0.001074,-0.007051,-0.008229,-0.00579,-0.004584,-0.009266,-0.015923,-0.018,-0.015942,-0.019414,-0.01526,-0.009961,-0.010822,-0.005308,-0.006409,-0.007714,-0.002683,-0.000871,0.001786,-0.001863,0.002985,-0.001141,-0.001435,-0.00094,0.000592,0.003239,0.003485,0.007683,0.005951,0.00427,-0.000106,-0.001279,0.00055,0.003118,0.00078,0.003897,-0.000432,0.002426,0.000413,0.001355,0.008471,0.006952,0.003339,0.009642,0.006494,-0.00331,-0.00528,-0.005063
0.001309,0.007855,0.004034,0.008749,0.012706,0.013231,0.007892,0.00796,0.005266,0.008942,0.009986,0.010382,0.012211,0.012966,0.017576,0.014364,0.014118,0.011262,0.00979,0.005795,0.003524,0.001027,-0.00087,0.003074,0.002291,0.003994,0.004876,0.009771,0.013243,0.011851,0.013262,0.019101,0.01392,0.009333,0.008706,-0.003902,-0.004867,-0.005861,-0.010593,-0.009273,-0.007466,-0.001736,-0.006403,-0.001041,-0.001088,-0.000541,0.000618,0.002625,0.002804,-0.002529,-0.003995,-0.005261,-0.000233,-0.000965,0.000263,0.002209,0.000593,0.002791,0.008,0.009988,0.008621,0.009319,0.006168,0.013414,0.010843,0.006929,0.004731,0.005941,0.004511,-0.003553
0.039431,-0.000568,-0.092963,-0.008541,0.314547,-0.059982,-0.004283,-0.093721,-0.018744,3.842591,-0.068636,0.029975,-0.07355,-0.069991,1.087218,-0.071349,-0.070141,-0.043714,-0.03458,-0.012265,-0.066797,-0.019546,0.005344,-0.035249,4.026103,0.228296,-0.035307,1.171359,-0.106006,-0.059604,0.428747,-0.072849,1.152788,-0.070581,-0.033457,-0.003173,-0.018289,1.305517,0.021376,0.004103,-1.501056,-0.159503,0.044356,0.150512,0.000439,0.004183,0.025488,0.448397,0.00218,-0.430962,0.044065,0.15545,-5.2e-05,-2.9e-05,-0.001113,0.019716,-0.523995,-0.544673,-0.005271,-0.000115,-0.045955,-0.043548,-0.010575,-0.033922,-0.031692,0.001,0.000301,-0.034568,-0.034553,-0.005212
