0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0.000552,0.000554,0.000531,0.006542,0.007134,0.012536,0.012528,0.006622,0.012623,0.012678,0.012199,0.012906,0.01286,0.012118,0.006079,0.006101,0.012748,0.006107,0.005994,2e-06,7e-06,0.000101,0.000293,0.00032,0.000149,0.006151,0.006138,0.000154,0.006452,0.006611,0.000614,0.000387,0.007026,0.006954,0.006322,0.006958,0.006353,0.000387,0.006587,0.000626,0.000497,-0.000227,-0.000457,0.006229,-8.7e-05,0.005937,-0.000947,-0.000163,-6.5e-05,7e-05,-0.006646,3e-06,-0.000801,-0.001687,-0.00108,-0.001893,-0.001261,0.005344,-0.000809,0.000183,0.00646,0.005946,0.000205,0.00032,0.000212,0.000101,-9e-06,-9.4e-05,-0.000325,0.005521,-0.000436,0.005598,0.005727,0.011972,0.017994,0.017207,0.018008,0.018077,0.018071,0.018018
-0.005828,-0.005849,-0.005448,-0.006121,-0.012171,-0.005776,-0.00548,-0.006548,-0.006253,-0.006907,-0.002472,-0.009185,-0.008105,-0.000624,-0.000495,-0.000707,-0.005997,-0.000699,0.000607,1.8e-05,-9.7e-05,-0.00116,-0.003317,-0.003611,-0.001651,-0.000921,-0.000731,-0.001699,-0.004098,-0.005651,-0.006587,-0.004075,-0.008376,-0.007477,-0.002066,-0.007339,-0.002225,-0.003835,-0.004384,-0.005798,-0.004834,0.00124,0.003488,-0.000595,0.00089,0.00218,0.008297,0.001975,0.000639,-0.000661,0.003913,-3e-06,0.006883,0.014618,0.009678,0.016694,0.011463,0.007393,0.007854,-0.000919,-0.002852,0.001184,-0.001991,-0.003033,-0.002004,-0.00095,2.9e-05,0.000891,0.003044,0.005267,0.004017,0.004314,0.003127,0.001526,0.001968,0.008058,0.001841,0.00136,0.00144,0.001876
0.003594,0.003586,0.003845,0.002948,0.006427,0.002698,0.002887,0.002678,0.002385,0.001963,-0.002576,0.000476,0.001166,-0.001402,-0.000829,-0.000969,0.002525,-0.000965,-0.000113,1.3e-05,-6.8e-05,-0.000761,-0.002173,-0.002366,-0.001085,-0.001111,-0.000988,-0.001124,-0.003214,-0.004257,-0.004375,-0.00272,0.001417,0.002013,-0.001907,0.002101,-0.00203,-0.002589,-0.003497,-0.003904,-0.003284,-0.006775,-0.005244,-0.000944,0.000609,0.000953,-0.001949,0.001343,0.000436,-0.000452,-0.004404,-0.0,-0.002908,-0.005228,-0.001,-0.003815,0.000194,0.004449,0.005266,0.006889,0.005071,0.000262,-0.001331,-0.002025,-0.001344,-0.000639,1.6e-05,0.000593,0.002033,0.002989,0.002665,0.002334,0.001542,-4.5e-05,-0.000287,-0.003735,-0.00039,-0.000717,-0.000677,-0.000391
-0.037452,-0.036431,-0.036704,-0.038552,-0.053984,-0.03935,-0.010172,-0.035614,-0.033383,0.008461,0.000648,-0.035438,-0.032599,0.001767,0.000444,-0.01007,-0.033207,-0.06025,-0.089599,1.633844,-0.06093,-0.039205,-0.049433,0.648627,-0.037129,-0.018944,-0.018576,0.01036,0.054124,0.080416,-0.002762,0.029628,-0.023436,-0.017436,1.68066,-0.036526,-0.002555,-0.00079,-0.046043,5.452351,0.441439,-0.012282,-0.012554,-0.027285,-0.030287,0.030457,0.51826,5.428315,-0.021095,-0.010242,0.020868,-0.001232,0.088306,0.085927,0.157921,0.070722,0.045235,0.1163,0.15966,-0.129644,0.199429,0.148841,-0.010598,-0.006861,0.000539,0.044758,0.092759,0.112603,-0.032071,0.021175,-0.073321,-0.009718,0.03488,0.090785,-0.057762,0.246549,0.129874,0.112045,-0.238478,0.138657
0.015577,0.009629,0.008971,0.002792,-0.151676,0.020102,-0.220667,-0.002918,-0.02252,0.155693,-0.017595,-0.005631,0.005815,-0.0143,-0.01966,0.065086,-0.034808,0.48219,0.740052,0.162621,0.502107,0.443102,0.384128,2.10137,0.309461,0.145474,0.151714,-0.006782,0.14755,1.640421,0.011027,0.557942,0.014657,0.036598,0.712131,-0.011616,-0.004502,0.154976,0.52055,0.197086,0.795286,0.543134,0.733461,0.102162,0.250979,-0.026178,0.271343,0.233328,0.050768,-0.009038,0.132599,-0.011751,-0.287369,-0.074142,-0.514022,0.042537,-0.015931,-0.467517,-1.191779,-0.544972,-2.352355,-2.291602,-0.601936,-0.839194,-0.574945,-0.500865,-1.004105,0.32076,-0.105076,-0.182745,-0.899756,-1.376491,-0.31171,-0.604985,-0.529547,-1.115725,-0.878231,-0.638513,-1.03126,-0.788668
-0.010135,-0.015195,-0.014647,0.024948,-0.122908,0.033774,-0.102658,0.015169,0.044416,-0.191329,0.040503,0.020592,0.005285,0.036127,0.035109,0.058351,0.039245,0.368722,0.346017,0.112928,0.129279,0.238667,0.251376,-1.865846,0.233497,0.112008,0.124969,-0.029073,-0.208583,-2.245641,-0.017044,-0.763379,0.003427,-0.038177,-0.56172,-0.007825,-0.012817,-0.249062,0.144011,-0.34552,-0.607188,0.392839,0.313243,0.123868,0.220961,0.017986,0.189365,-0.627939,0.039193,-0.00539,0.04702,-0.008234,0.388549,0.112149,0.798799,-0.05088,0.037538,0.636358,0.27027,-0.546626,1.204925,1.349723,-0.093505,0.486254,0.083088,0.114336,-0.257002,-0.407199,0.206501,0.187266,0.748707,0.675581,0.333799,0.125971,-0.058116,-0.19312,-0.282179,0.121034,-0.08564,0.513228
0.008247,0.008323,0.002014,0.001437,0.001429,0.001391,0.001797,0.001459,0.001882,0.001687,0.001792,0.002016,0.001628,0.001496,-0.003923,0.001935,0.001543,0.00129,-0.00473,0.001128,0.00069,-0.000118,-0.000499,-0.000722,-0.000823,-0.006721,-0.00622,-0.006106,-8.8e-05,-0.011944,-0.01202,-0.011891,-0.005653,-0.005615,-0.005513,-0.005211,0.007117,0.007359,0.007518,0.013009,0.006981,0.006324,0.005607,-0.000386,-0.00084,-0.001151,-0.000814,-0.000899,-0.0071,-0.000968,-0.001354,-0.001543,-0.001721,-0.002617,-0.002794,-0.003683,-0.004186,-0.00474,-0.010878,-0.010548,-0.016393,-0.016364,-0.015722,-0.008572,-0.008381,-0.001869,-0.001131,-0.000111,6e-05,0.006508,0.000168,0.006913,0.00011,0.006901,0.001038,0.007486,0.013664,0.013143,0.018931,0.012313
0.009141,0.009637,0.009627,0.003111,0.003071,0.002912,0.008666,0.003243,0.005309,0.000603,0.001156,0.002283,-0.003341,-0.007766,-0.000245,-0.001789,-0.00748,-0.008696,-0.004234,-0.005716,-0.007883,-0.011886,-0.013781,-0.014873,-0.011595,-0.010184,-0.003906,-0.003323,-0.007957,-0.00537,-0.005722,-0.001309,0.002595,0.002735,0.003188,0.004539,0.004241,0.005385,0.006201,0.003151,0.003667,-0.00301,-0.01011,-0.00555,-0.01151,-0.016757,-0.01517,-0.015566,-0.015549,-0.015884,-0.013929,-0.014836,-0.011887,-0.016114,-0.013129,-0.017274,-0.019538,-0.021961,-0.020739,-0.018807,-0.015756,-0.015376,-0.012169,-0.005187,-0.008674,-0.008013,-0.004815,0.003347,0.004018,-0.000153,0.000741,0.001635,-0.003327,0.001621,0.004553,0.004265,0.002897,0.000643,-0.002564,-0.00738
0.005982,0.006259,0.006295,0.009607,0.009549,0.009411,0.00554,0.009572,0.010837,0.015337,0.015628,0.016262,0.020179,0.024867,0.022079,0.020985,0.02494,0.0242,0.019596,0.018603,0.017368,0.015107,0.014064,0.013465,0.008047,0.009001,0.00525,0.005585,0.01015,0.011902,0.011707,0.006877,0.001609,0.001682,0.00193,0.002678,0.002209,0.002832,0.003263,0.001416,0.001928,0.005447,0.008811,0.00422,0.008229,0.012651,0.013548,0.013354,0.013556,0.013253,0.007031,0.006542,0.000823,-0.001533,-0.007282,-0.009699,-0.01112,-0.012704,-0.011973,-0.011031,-0.00925,-0.009096,-0.007258,-0.010821,-0.005257,-0.005006,-0.003021,-0.005661,-0.005233,-0.000174,0.00046,0.000945,0.005663,0.00093,0.002838,0.002572,0.001595,0.000203,-0.00191,0.003028
1.7e-05,0.001304,-0.002922,0.444214,-0.12664,0.060921,-0.016866,0.460296,-0.135889,-0.05236,-0.067177,-0.071953,-0.108577,-0.13099,-0.109624,-0.102386,0.451672,-0.082116,0.032359,0.135267,0.245812,0.299109,0.197045,0.25199,0.399155,0.422061,0.273177,0.118691,0.064552,0.258345,0.264778,-0.060605,0.004535,0.001252,0.000981,-0.016914,0.014076,-0.033252,-0.086689,0.270002,-3.551265,-0.776723,0.075528,0.161529,0.396394,0.24675,0.422764,0.570708,0.500481,0.47184,0.675818,0.6855,0.565366,0.5121,0.378938,0.629545,0.181341,0.116054,0.079572,0.538276,0.155861,0.260699,0.512459,0.022399,1.571703,0.003611,-0.000712,0.054583,0.541226,0.099782,0.134071,-0.002498,-0.037382,0.006612,0.063427,0.454283,1.515682,0.007546,1.326089,2.285745
