0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
0.007506,0.007502,0.008038,0.007477,0.007491,0.006913,0.006908,0.006316,0.006324,0.006322,0.006218,0.006172,0.006722,0.006676,0.012935,-0.001416,0.004864,-0.001322,-0.00197,-0.001959,-0.001996,-0.00155,0.005638,0.005418,0.005855,0.012966,0.006155,0.006864,0.006995,0.00726,0.000748,0.001293,-0.005722,-0.006298,-0.006274,-0.006382,-0.013288,-0.013367,-0.012812,-0.013298,-0.01319,-0.019209,-0.012963,-0.006199,-0.005615,-0.006112,0.000777,0.000848,0.014439,0.006793,0.013531,0.013448,0.006397,0.012576,0.018691,0.018597,0.011643,0.005358,0.011365,0.005047,0.005476,-0.00068,-0.00085,-0.000844,-0.000114,-0.006167,0.000614,0.000642,0.000597,0.000566,0.000549,0.000564,0.000666,0.000782,0.000268,0.000384,0.000393,-0.000184,0.001085,0.000407,0.000278,0.000817,0.001461,0.001467,-0.005174,0.000899,0.001032,-0.006371,-0.007198,-0.000593,-0.000638,-0.000529,-0.000415,-0.000209
-0.006326,-0.00598,-0.011007,-0.005167,-0.005233,0.000555,0.000743,0.006545,0.006323,0.006312,0.007864,0.008336,0.003221,0.00383,0.010104,0.014109,0.019869,0.012693,0.018785,0.01872,0.019239,0.015835,0.013424,0.016016,0.012034,0.00946,0.009156,0.002444,0.000572,-0.002642,-0.005224,-0.011298,-0.009982,-0.005329,-0.00568,-0.004565,-0.003001,-0.00208,-0.006942,-0.003314,-0.005327,-0.013579,-0.00983,-0.010194,-0.016391,-0.01298,-0.0138,-0.014981,-0.011324,-0.00207,0.0011,0.00262,0.004187,0.012031,0.019478,0.020276,0.02008,0.014255,0.022188,0.017098,0.01359,0.007558,0.009333,0.009217,0.002743,-0.003793,-0.003693,-0.004049,-0.003553,-0.003221,-0.003055,-0.003219,-0.004335,-0.005581,-0.001491,-0.002733,-0.002832,0.001954,-0.008857,-0.002962,-0.001604,-0.00597,-0.011455,-0.011551,-0.01284,-0.007028,-0.00838,-0.002841,0.004706,0.006612,0.006925,0.005914,0.004641,0.002311
0.002549,0.002869,0.007346,0.003627,0.003562,-0.000208,-3.7e-05,-0.003799,-0.004008,-0.00402,-0.002565,-0.002129,0.002261,0.002829,-0.001228,-0.005159,-0.00967,-0.006453,-0.009882,-0.009911,-0.009415,-0.003484,0.002593,0.004946,0.010219,0.015992,0.016309,0.019139,0.017395,0.014523,0.012971,0.007694,0.000794,-0.003933,-0.004249,-0.003282,-0.001213,-0.000411,0.004134,-0.001511,-0.003299,-0.001052,-0.007325,-0.008388,-0.005046,-0.011039,-0.012589,-0.013744,-0.011926,-0.011818,-0.009625,-0.008211,-0.006027,-0.008548,-0.011461,-0.010702,-0.010106,-0.005648,-0.008078,-0.002945,0.002869,0.007069,0.008677,0.00851,0.011502,0.015224,0.01453,0.014175,0.014607,0.014873,0.01499,0.014828,0.013815,0.012701,0.007479,0.006393,0.006306,0.001696,0.009834,0.006187,0.00736,0.012326,0.016344,0.016267,0.015883,0.011475,0.010281,0.006978,0.00471,0.005557,0.005853,0.00493,0.003857,0.001914
1.338669,-0.069147,-0.089431,-0.053649,-0.036105,1.835794,0.003555,-0.182042,0.014053,-0.135663,0.049851,0.044358,-0.003837,-0.020356,-0.017341,0.015895,-0.118804,0.038745,-0.09359,-0.061791,-0.178813,-0.190915,-0.091153,0.075293,0.022061,0.146828,0.025427,-0.074277,-0.065561,0.112437,-0.079876,0.095302,-0.01778,-0.020561,0.204243,-0.009798,0.111671,0.072118,0.04135,0.201392,1.151454,0.267056,-0.022911,0.084357,0.270748,1.013053,0.463618,0.422782,0.004224,-0.06581,0.260309,0.077787,0.636961,-0.457878,-0.124046,0.01475,-0.023287,-0.255236,0.108411,0.077453,0.033582,-0.224286,0.004515,-0.062487,-0.015514,-0.063976,-0.063805,0.109448,-0.009191,-0.055111,-0.067599,-0.067047,-0.073502,0.087142,-0.041081,-0.036669,0.024298,0.030123,0.121264,0.03646,-0.011387,0.190072,0.003017,-0.372546,0.174257,-4.182153,-1.11324,-1.058822,-4.12231,0.037392,-4.05806,-1.194784,-0.002279,0.005125
0.218447,0.227992,0.111291,0.099651,-0.006001,0.472535,0.092471,0.473173,0.11114,0.461197,-0.052394,-0.039029,-0.011748,0.027849,0.087177,0.114244,0.510908,0.168847,0.550589,0.242776,0.530245,0.806181,0.287752,-0.211647,-0.168519,-0.524905,-0.204088,-0.036944,-0.049304,-0.406248,-0.005084,-0.362529,-0.030069,0.049915,-0.440893,0.039384,-0.326242,-0.254198,-0.34904,-0.530754,1.337932,0.669628,0.073818,0.239637,0.765343,1.801502,0.634967,0.085189,0.003235,0.244188,0.821553,0.297046,2.524631,0.106494,0.630461,0.161845,0.291262,-0.381777,0.053384,-0.120893,0.061138,-0.599067,-0.032177,-0.205734,-0.134453,-0.097084,-0.124491,-0.48481,-0.24447,-0.141566,-0.109989,-0.112234,-0.024851,-0.420206,-0.097767,-0.010351,-0.23193,-0.169526,-0.450144,-0.240254,-0.167838,-0.660393,-0.382008,-0.411009,-0.576039,-0.994302,-0.752347,-0.708659,-0.718076,-0.380512,-0.629561,-0.178309,-0.065602,-0.014049
0.57475,-0.335189,-0.164535,-0.147432,0.011788,0.273875,0.02983,0.410336,-0.090495,0.153577,0.028584,0.037821,0.066959,0.095059,0.202895,0.162067,0.474441,-0.086789,0.047399,0.054257,0.257673,0.169895,0.592068,0.258483,0.233675,-0.227756,0.006771,0.073571,0.021747,-0.246496,0.023447,-0.303452,-0.124888,-0.04361,-0.391972,-0.06579,-0.081158,-0.024189,0.122036,-0.214984,-2.055051,-0.743996,-0.092957,-0.270761,-0.860442,-1.939848,-0.6106,0.16246,-0.015649,0.180043,-0.415787,-0.010199,-1.606234,1.032902,0.398138,0.190505,0.399862,0.901982,-0.017081,0.116757,-0.079268,0.67853,0.044371,0.240156,0.183172,0.142415,0.170482,-0.123914,0.081829,0.156137,0.182961,0.181153,-0.002386,-0.036428,0.178236,-0.044754,0.082364,0.113297,-0.127074,0.040418,0.124695,-0.25236,-0.095634,-0.347633,-0.502487,-3.505796,-1.275907,-1.290753,-3.703378,-0.043974,-3.87772,-1.134624,-0.041305,0.027554
-0.014177,-0.013938,-0.013883,-0.013769,-0.020756,-0.013638,-0.013538,-0.020685,-0.01359,-0.013585,-0.020708,-0.0139,-0.007008,-0.013998,-0.007029,-0.00699,-0.006985,-0.007031,-0.007157,-0.007273,-0.007304,-0.007456,-0.007427,-0.007442,-0.00744,-0.007428,-0.007317,-0.00024,-6.1e-05,4.2e-05,3.7e-05,9.5e-05,5e-06,-1e-05,-1e-06,-6e-06,3e-06,-1e-06,1.7e-05,0.007086,-5.6e-05,0.007242,0.007461,0.000626,0.000718,0.000781,-0.005977,-0.005966,0.000932,-0.006135,-0.006317,-0.006385,-0.006567,-0.006794,-0.01396,-0.007185,-0.007144,-0.007169,-0.000221,-0.000301,-0.000408,-0.000402,-0.000504,-0.000565,-0.000599,-0.000597,-0.000653,-0.000639,-0.00062,-0.000796,-0.000798,-0.000832,-0.000797,-0.000694,-0.000656,0.006454,0.006457,-0.000651,0.006329,0.006282,0.006132,0.005946,-0.001112,-0.001209,-0.001252,-0.00114,-0.000983,-0.007885,-0.000313,-8.1e-05,-0.007106,0.000108,9.6e-05,4.2e-05
0.010051,0.006328,0.007106,0.00848,0.008853,0.00891,0.003072,0.007162,0.007331,0.007038,0.004776,0.001654,3.4e-05,-0.005623,-0.006027,-0.005387,-0.005286,-2.4e-05,-0.001442,-0.002678,-0.002993,-0.004596,-0.004111,-0.00421,-0.004036,-0.00379,-0.002489,-0.002528,-0.000647,0.000421,0.000377,0.000981,6.4e-05,-0.000115,-2e-05,8e-06,2.8e-05,-3e-06,0.005545,1e-05,0.000941,0.001708,0.00416,0.006754,0.007782,0.009297,0.011308,0.011319,0.009984,0.009055,0.006899,0.006098,0.004091,0.001729,-0.00028,-0.007275,-0.006724,-0.001754,-0.002046,-0.002782,-0.003775,-0.003722,-0.004675,-0.005236,-0.005546,-0.000427,-0.006032,-0.005879,-0.000613,-0.007303,-0.00221,-0.002519,-0.002178,-0.001234,-0.005993,-0.005974,-0.006003,-0.000857,-0.007429,-0.002772,-0.004313,-0.011427,-0.005322,-0.011392,-0.011742,-0.01067,-0.00915,-0.005895,-0.002882,-0.000758,0.001366,0.000982,0.000869,0.000386
0.000559,0.006347,0.007046,0.008262,0.008739,0.008523,0.012337,0.007025,0.006947,0.006657,0.004762,0.001799,0.000196,0.004359,0.003847,0.004416,0.004501,0.000121,-0.001146,-0.002255,-0.002537,-0.00399,-0.003571,-0.003669,-0.003527,-0.00332,-0.002151,-0.002293,-0.000583,0.000387,0.000348,0.000897,6.1e-05,-0.000104,-1.9e-05,-1e-06,2.6e-05,-5e-06,-0.004133,-9.8e-05,0.000528,0.001442,0.00366,0.0061,0.00701,0.008262,0.010162,0.010132,0.008768,0.008011,0.006096,0.005389,0.003641,0.001602,-2.9e-05,0.002756,0.003229,-0.001411,-0.001759,-0.002401,-0.00327,-0.003228,-0.004071,-0.004574,-0.004865,-0.009388,-0.005328,-0.005216,-0.009608,-0.006529,-0.0111,-0.011401,-0.011132,-0.010309,-0.005492,-0.005576,-0.005616,-0.010062,-0.007,-0.011974,-0.013472,-0.010911,-0.014469,-0.010946,-0.011385,-0.010386,-0.008978,-0.005759,-0.002853,-0.000747,0.001413,0.000974,0.000862,0.000383
-0.286416,-0.21868,-0.126775,0.008248,0.010766,-0.003479,-0.038751,-0.003355,-0.001935,-0.003253,-0.00458,0.003246,0.096636,-0.038574,-0.036978,-0.037739,-0.038211,-0.009677,-0.009208,-0.010525,-0.005669,0.002896,-0.003984,-0.001851,-0.001569,-0.003292,-0.001681,0.00427,4.3e-05,0.00494,4e-05,1.9e-05,0.000142,0.004983,7.6e-05,-0.88702,0.000123,8.9e-05,0.014488,-0.024102,-3.823886,-0.002833,-0.306716,0.005645,-0.03855,-2.823724,-0.365831,0.023315,0.020341,0.001087,-0.00051,-0.000465,-0.000146,-0.002885,0.303397,0.267661,-0.038462,-0.002749,-8.8e-05,-0.000635,-0.000643,-0.000644,-0.000677,0.00409,0.004112,0.038903,-0.001349,-0.231279,0.048981,0.006879,0.049256,0.040061,0.033909,0.033976,0.009383,-0.081112,0.000638,0.034335,0.00496,0.041726,0.039264,-0.111581,-0.241814,-0.066843,0.003944,0.003174,-0.001631,-0.002525,-0.000803,-0.000107,0.003632,-2.7e-05,2e-06,1e-05
-0.095859,-0.258557,-0.176023,-0.011535,0.025269,0.00477,0.016235,0.030695,0.015395,0.0179,0.033284,-0.074058,-0.264068,0.044117,0.028627,0.030152,0.030924,0.015611,0.02605,0.009564,0.016168,0.034087,0.033638,0.029927,0.029438,0.032361,0.029513,-0.087374,-1.5e-05,-0.102157,-7e-06,-1.3e-05,-9.2e-05,-0.102168,-2.2e-05,0.794882,-0.000121,-6.3e-05,0.003255,0.031894,4.379842,0.085913,-0.465324,-0.014594,-0.093017,2.633645,0.176697,0.00393,-0.021841,-0.014195,9.9e-05,9e-05,-0.000283,0.018105,-0.559518,-0.544611,0.031957,0.031591,0.000253,0.014676,0.014695,0.014717,0.014704,-0.086934,-0.086954,-0.086108,0.029526,-0.27506,0.011713,0.027377,-0.077634,-0.084924,0.015998,0.015937,-0.082919,0.069423,-0.000581,0.015384,-0.102639,-0.105324,0.01853,-0.121337,0.614484,-0.067016,-0.056641,-0.072931,0.030192,0.04485,0.015097,8.5e-05,-0.088654,3.8e-05,4.5e-05,3.7e-05
-0.336868,-0.18158,-0.115789,-0.029642,-0.035987,-0.011191,-0.029307,-0.063799,-0.034249,-0.036506,-0.066971,0.111005,0.32044,-0.077408,-0.048257,-0.049654,-0.050257,-0.035295,-0.057472,-0.044474,-0.03405,-0.068049,-0.058032,-0.054999,-0.054469,-0.056751,-0.054414,0.145795,-5.4e-05,0.170562,-2e-05,-1e-05,-9.2e-05,0.170493,-8.8e-05,1.183927,-0.000105,-0.000108,0.053452,-0.020241,2.0741,-0.140002,-0.190869,0.027519,0.008762,3.993241,0.142179,0.030878,0.046397,0.020837,-0.004421,-0.004505,-0.004507,-0.032343,0.572636,0.558926,-0.050389,-0.056311,-0.000395,-0.024843,-0.024809,-0.024806,-0.024774,0.146118,0.146086,0.139179,-0.0495,-0.174465,-0.005271,-0.05773,0.141218,0.139819,-0.031143,-0.031285,0.147085,-0.011967,0.005904,-0.030837,0.175185,0.171392,-0.024413,-0.13153,-0.669543,-0.108528,0.097096,0.12128,-0.04879,-0.078485,-0.024407,0.000162,0.140384,7e-05,4.8e-05,1.5e-05
