0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0.008984,0.008638,0.01583,0.01598,0.02327,0.022814,0.016322,0.016502,0.01602,0.016053,0.016081,0.008199,0.008179,0.015374,0.006786,0.007427,0.000176,0.006964,0.006594,0.006541,0.005958,0.006587,0.006573,0.006549,0.006483,-0.000739,0.005838,-0.000811,-0.000864,-0.000875,-0.00094,-0.001053,-0.00116,-0.001256,-0.001413,-0.001314,-0.001853,-0.001164,-0.001265,-0.000798,0.006371,-0.007718,-4.2e-05,-0.007937,-0.007245,-0.007564,-0.007093,0.000675,0.001378,0.001545,0.001624,0.001891,0.001377,0.008002,0.008073,0.007443,0.008016,0.007411
-0.016198,-0.015503,-0.016313,-0.018816,-0.019613,-0.014927,-0.021769,-0.023347,-0.017603,-0.017359,-0.016428,-0.010185,-0.009614,-0.007009,0.00475,-0.00121,-0.002467,0.002286,0.005446,0.005358,0.010524,0.005036,0.005284,0.005673,0.00651,0.005287,0.011939,0.005593,0.0062,0.006379,0.007117,0.008471,0.00964,0.010641,0.012494,0.011467,0.015851,0.009655,0.010834,0.007496,0.009139,0.004887,0.002315,0.007388,0.001622,0.005405,0.002066,-0.002288,-0.008729,-0.010736,-0.011681,-0.014543,-0.010488,-0.005445,-0.006225,-0.000712,-0.005455,-0.000477
0.02143,0.012537,0.011002,0.008492,0.006916,0.001961,0.005443,0.003784,-0.000154,6.2e-05,0.000964,-0.001604,-0.001021,0.000829,-0.005809,-0.002158,-0.002607,-0.008408,-0.01493,-0.015133,-0.019646,-0.015546,-0.015318,-0.01492,-0.014034,-0.014462,-0.018242,-0.014152,-0.013498,-0.013312,-0.012498,-0.010993,-0.009674,-0.008544,-0.006464,-0.007618,-0.01294,-0.009627,-0.008299,-0.001825,-0.000948,0.006404,0.012726,0.009116,0.012807,0.016846,0.023082,0.027391,0.030262,0.02804,0.027018,0.024089,0.018433,0.012986,0.012184,0.008093,0.01295,0.008298
-0.137311,0.8608,-0.123182,-0.108615,-0.027348,-0.077181,-0.029432,-0.100118,-0.112501,0.858986,0.106423,-0.067316,-0.078237,1.451115,-0.034896,-0.106055,0.007719,0.027318,5.385686,-0.019564,0.017684,-0.016069,0.135773,0.163098,0.079372,5.474507,0.626692,0.065958,0.100002,0.058555,0.113031,0.078806,1.071595,1.002289,1.06322,1.070924,0.419122,1.071744,1.053612,0.305413,0.33674,0.042191,0.055434,0.080757,-0.377153,0.236559,0.237881,-1.297809,-0.139157,0.326678,0.319135,-4.400206,0.268736,-0.087022,-1.116671,0.062592,0.193339,0.35832
0.117956,1.829598,0.207511,0.248751,0.247177,0.10105,0.258676,0.206697,0.289642,1.662648,0.388166,0.436272,0.541553,0.596426,0.447592,0.923043,0.951971,1.289687,0.330761,1.191821,1.23072,1.064771,1.298925,0.87543,1.102651,0.220115,-0.391538,0.88592,1.012266,0.526878,1.120335,0.780402,-1.049724,-0.568902,-0.644547,-1.401732,-0.420461,-1.605493,-1.862769,-1.633255,-1.848724,-1.398126,-1.793755,-2.006945,-1.732001,-2.075706,-2.029259,-2.800228,-2.514479,-2.412176,-2.340934,-2.376312,-1.341231,-1.294136,-1.064259,-0.54812,-0.741653,-0.936198
-0.393867,-2.363325,-0.315349,-0.378113,-0.346979,-0.149581,-0.37943,-0.36583,-0.099335,-2.276164,-0.261893,-0.054645,0.006757,0.702393,0.067567,0.374809,0.348911,0.379321,0.708877,0.555195,0.339041,0.463823,0.352082,0.083375,0.263561,-0.794968,2.568877,0.3056,0.509944,0.112014,0.247049,0.273472,2.194295,2.544783,2.503459,2.027711,0.573387,2.293923,2.382325,0.470982,0.59974,-0.219624,-0.481049,-0.635409,-0.154816,-0.349991,-0.399212,-1.067,-0.575972,-0.475456,-0.439833,-2.882827,0.283445,-0.141586,-0.839005,0.37204,-0.011549,-0.102515
-0.006928,0.000494,0.000553,0.000705,0.000695,0.000734,0.000654,0.000601,0.000491,0.000532,0.000459,0.000383,0.000423,0.000541,-0.006739,0.000684,0.000667,0.000693,0.000696,0.000666,0.000558,0.000471,0.000233,0.000304,0.000341,0.000366,0.000342,0.000351,0.000276,0.00035,0.000301,0.000292,0.000342,0.000316,0.000198,8.9e-05,-2e-05,-0.000192,-0.000278,-0.000305,-0.000418,-0.00041,-0.000411,-0.00045,-0.000454,-0.000489,-0.000512,-0.000594,-0.000621,-0.00059,-0.000584,-0.000561,-0.000379,-0.000164,-3.5e-05,1e-05,4e-06,-6.1e-05
0.003575,0.004029,0.004509,0.005754,0.000614,0.006034,0.000301,-9.8e-05,-0.001001,-0.000657,-0.001239,-0.006955,-0.006636,-0.00562,-0.010422,-0.004363,-0.009579,-0.009341,-0.009296,-0.009532,-0.010426,-0.006077,-0.002187,-0.007521,-0.002134,-0.001928,-0.00214,-0.007127,-0.00767,-0.007119,-0.012617,-0.017761,-0.012195,-0.012423,-0.013432,-0.009279,-0.010225,-0.006618,-0.007381,-0.007677,-0.00866,-0.003515,-0.003541,-0.003868,-0.003902,-0.004179,-0.004386,-0.005066,-0.005301,-0.005032,-0.00499,-0.004769,-0.003221,-0.001398,-0.000292,8.9e-05,4.5e-05,-0.000509
0.003915,0.004395,0.004911,0.006236,0.010723,0.006491,0.010336,0.009883,0.008904,0.009258,0.00863,0.012519,0.01285,0.013893,0.018745,0.015149,0.019572,0.019785,0.019797,0.019543,0.018615,0.013277,0.007251,0.01182,0.00753,0.007732,0.007516,0.012196,0.011635,0.012197,0.016385,0.020935,0.016807,0.016585,0.015608,0.010099,0.009185,0.003137,0.002395,0.002104,0.001145,-0.003435,-0.00347,-0.003798,-0.003841,-0.004127,-0.004345,-0.005029,-0.005283,-0.005037,-0.005007,-0.004803,-0.003255,-0.001416,-0.000299,8.8e-05,4.3e-05,-0.00052
-0.04561,-0.268779,-0.264309,-0.27184,-0.09582,-0.338824,-0.18139,-0.067733,-0.019044,-0.083612,-0.124559,-0.128142,0.335417,-0.068495,1.218637,-0.077395,-0.114147,-0.048803,-0.123462,0.043702,-0.117923,0.119942,-4.365647,-0.060008,-0.034752,-0.033203,0.049508,0.123268,-1.03336,0.327635,0.109218,0.284739,0.122629,0.257469,0.37915,0.425649,0.164267,0.183396,0.275831,0.157224,-0.002491,0.155945,0.08976,0.157309,0.325745,0.043546,0.127731,0.080283,0.436156,0.15134,0.093003,0.334147,0.011568,0.093287,0.015939,0.064335,0.106017,-0.000879
-0.191147,-0.465272,-0.41241,-0.429237,-0.119634,-0.558475,-0.315295,-0.077198,0.016026,-0.101017,-0.143698,-0.079254,-0.195557,0.002499,-0.702317,-0.009275,0.007632,0.108844,-0.006741,0.249278,0.002787,0.29333,2.407681,0.038215,-0.004586,-0.004668,0.132816,0.314284,1.303966,0.635054,0.38303,0.752086,0.405938,0.64344,0.803352,0.804234,0.413501,0.366956,0.613336,0.311991,0.19692,0.259448,0.161262,0.254644,0.495954,0.091154,0.220785,0.153162,0.655514,0.252255,0.16575,0.508375,0.043114,0.155295,0.027615,0.098125,0.155186,-0.000766
0.107871,-0.111664,-0.226059,-0.235677,-0.035314,-0.32219,-0.163946,-0.00858,0.016799,-0.023937,-0.083443,-0.069275,-0.215718,0.016674,-0.760005,0.009587,-0.005857,0.055214,-0.014288,0.137728,-0.008272,0.188085,2.476167,0.00497,0.008069,0.010928,0.085454,0.161486,1.074131,0.34145,0.174618,0.356566,0.183835,0.317929,0.357203,0.377847,0.174067,0.175781,0.058063,0.139395,-0.173986,0.105177,0.055152,0.104028,0.222387,0.026472,0.089988,0.05495,0.299743,0.103111,0.065765,0.227095,0.000904,0.055329,0.022556,0.053095,0.083044,0.011372
