0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0.008662,0.008672,0.008677,0.008691,0.008704,0.008715,0.008265,0.008298,0.008337,0.008364,9e-05,0.00796,0.000116,0.000127,0.000631,0.000632,0.008053,0.008058,0.008051,0.008053,7.4e-05,-0.000487,0.008071,0.00703,0.007032,0.007036,0.006472,-0.000989,-0.001002,-0.000999,-0.000448,-0.000448,8.5e-05,0.008075,0.008066,0.008023,0.00747,0.008013,0.008,0.007432,0.008001,-0.000538,1e-05,2.3e-05,3.6e-05,3.7e-05,3.8e-05,1.6e-05,-1.1e-05,-2.4e-05,-1.7e-05,-2e-06,1e-06,-1e-06,1.9e-05,-0.007966,-0.0,0.008004,-2.9e-05,-4.4e-05,0.007908,0.008538,0.00854,0.007946,0.008523,0.009166,0.009189,0.01722
-0.01038,-0.010614,-0.010782,-0.011257,-0.011483,-0.012238,-0.009155,-0.010412,-0.011687,-0.012986,-0.009985,-0.01065,-0.011276,-0.012102,-0.017514,-0.01681,-0.00913,-0.007613,-0.005523,-0.004561,-0.004661,0.001328,-0.003946,0.007563,0.007426,0.00749,0.013131,0.00791,0.008431,0.008249,0.002275,0.002143,-0.00325,-0.002456,-0.001846,1.7e-05,0.005819,0.000247,0.000648,0.006538,0.000576,0.005055,-0.000218,-0.000576,-0.000862,-0.000991,-0.001048,-0.000443,0.00035,0.0006,0.000412,2.3e-05,2e-06,-1.3e-05,-0.000596,-0.001432,8.1e-05,0.000451,0.000612,0.001159,0.001489,-0.004216,-0.003976,0.001855,-0.00369,-0.01034,-0.010998,-0.010374
0.008256,0.007952,0.007735,0.007119,0.006819,0.005847,-0.001442,-0.003104,-0.004815,-0.006548,-0.013177,-0.015127,-0.015105,-0.016399,-0.01232,-0.011444,-0.013732,-0.011737,-0.008868,-0.007529,-0.006683,-0.009806,-0.00675,-0.014368,-0.014597,-0.014538,-0.018102,-0.012873,-0.012119,-0.012392,-0.008949,-0.009166,-0.004862,-0.004804,-0.003917,-0.001132,-0.004851,-0.000795,-0.000201,-0.003796,-0.000321,-0.004832,-0.000343,-0.00088,-0.001289,-0.001502,-0.001585,-0.000673,0.000527,0.000905,0.000621,3.3e-05,3e-06,-2e-05,-0.000894,-0.000975,0.000117,-0.000515,0.000913,0.00173,0.001211,0.004878,0.00523,0.001556,0.005644,0.008073,0.007051,0.006745
0.000164,0.790816,-0.056434,-0.068248,0.015189,0.749429,-0.039131,-0.038062,0.039787,-0.042917,-0.007901,-0.006215,-0.021568,-0.02482,-0.122573,-0.087699,-0.080876,-0.122631,-0.094581,-0.058644,-0.074847,5.399429,-0.101859,0.043642,-0.049974,0.001824,5.519413,-0.017649,0.005164,0.512072,-0.007331,0.021634,0.331496,0.503092,0.025361,0.034775,0.688143,0.018252,0.019012,0.405908,0.051965,1.690206,0.049127,0.065579,1.669887,0.132263,0.345988,0.182209,0.11477,0.282987,0.309594,0.235077,0.154962,0.223556,0.313033,0.132196,0.132306,0.15328,-0.004548,0.477425,-4.204524,0.396472,0.109953,0.515982,0.517307,1.027059,-0.871097,0.175346
0.167189,0.990564,-0.059303,0.057391,-0.612786,1.498147,0.005142,0.006422,0.167699,0.03373,0.039615,0.023558,0.110748,0.086756,0.738131,0.260526,0.538598,0.758776,0.893156,0.392166,0.623168,-0.112554,0.900018,0.591501,0.932654,0.552414,-0.01849,1.020974,0.914974,0.861575,0.411224,0.355359,-0.973148,0.623208,0.176257,-0.04798,-0.308268,-0.08761,-0.069866,-0.778955,-0.365056,0.059346,-0.417402,-0.535409,-0.108682,-0.805674,-1.513861,-0.905328,-0.68161,-1.142311,-0.977121,-0.802298,-0.694478,-0.651459,-0.782683,-0.420396,-0.35919,-0.490027,-1.155024,-0.973008,-2.800152,-0.840617,-0.423145,-1.002372,-0.712323,1.002773,-1.248393,-0.446413
-0.210712,-2.517616,-0.044839,-0.025823,-0.389993,-2.181111,-0.006451,-0.009696,-0.243649,-0.054987,-0.06795,-0.037522,-0.026922,-0.043817,0.33285,0.037874,0.028035,0.386583,0.50864,0.237466,0.305436,0.612151,0.511147,0.18124,0.351467,0.209007,-0.217745,0.160694,0.347292,0.328504,-0.157477,0.037191,2.098094,0.366619,0.168585,0.060752,0.581188,0.214843,0.229999,1.283752,0.587273,0.565575,0.666983,0.593594,0.503179,0.419849,1.04179,0.35709,0.505572,0.202667,0.066107,0.181606,0.492873,0.044721,-0.045618,0.122533,-0.001836,0.188097,-0.349817,-0.382279,-2.428254,-0.317044,-0.043651,-0.162412,-0.513205,-2.303515,-1.443056,-0.06492
-0.007935,-2.8e-05,9.2e-05,0.000153,0.00011,8.8e-05,0.000246,-0.007378,0.000586,0.000699,0.000781,0.000825,0.000878,0.000869,0.000833,0.00068,0.000604,0.000514,-0.007336,-0.00732,-0.00712,-0.007185,-0.007132,-0.007194,0.000441,-0.007472,-0.007543,0.000297,-0.007582,9.4e-05,-4e-05,-8.3e-05,-0.000118,-0.000154,-0.000158,-0.000198,-0.000154,-0.000219,-0.000412,-0.000635,-0.00086,0.00681,-0.001339,0.006434,0.006224,-0.001768,-0.001917,-0.00184,0.006257,-0.001484,0.006772,-0.001157,0.007115,0.007227,0.007438,0.007575,0.015707,0.00767,0.007724,0.007794,0.007769,0.007839,0.015952,-0.000391,0.007765,-0.000415,-0.000513,0.007639
-0.000397,-0.000219,0.005948,0.006417,0.006073,0.000644,0.001834,0.003666,0.004408,0.005253,0.00591,0.006273,0.006695,0.00139,0.001143,-0.005255,-0.005797,-0.006451,-0.011978,-0.011834,-0.010296,-0.015856,-0.010297,-0.010686,-0.011961,-0.012574,-0.013055,-0.007911,-0.008193,-0.009326,-0.010258,-0.010544,-0.010809,-0.011071,-0.011105,-0.011385,-0.011092,-0.011541,-0.012889,-0.0094,-0.016034,-0.007784,-0.014388,-0.010644,-0.012275,-0.012378,-0.018495,-0.012858,-0.012619,-0.010354,-0.009346,-0.008102,-0.00717,-0.006452,-0.005084,-0.009473,-0.009879,-0.003807,-0.008753,-0.002985,-0.003248,-0.002791,-0.009005,-0.008711,-0.009175,-0.003476,-0.004302,-0.010246
-0.000637,-0.000302,-0.00357,-0.00292,-0.003399,0.00089,0.002531,0.004954,0.006047,0.007189,0.008041,0.008482,0.009023,0.01341,0.013018,0.015986,0.015229,0.014337,0.018382,0.018554,0.020517,0.024581,0.020446,0.019908,0.018345,0.017452,0.016832,0.012278,0.011815,0.010492,0.009321,0.008958,0.008626,0.008298,0.008254,0.007904,0.008272,0.007706,0.006009,-0.000725,0.002022,-0.009783,-0.007201,-0.013589,-0.015843,-0.016285,-0.013128,-0.017238,-0.016991,-0.014213,-0.012815,-0.011279,-0.009922,-0.008948,-0.00707,-0.001364,-0.001865,-0.005374,-0.000411,-0.004217,-0.004611,-0.003972,-0.000801,-0.000517,-0.00115,-0.005086,-0.006318,-0.002841
-0.00022,0.000313,0.036128,0.417417,0.035075,0.010928,0.002457,0.005726,-0.035805,-0.267708,-0.008761,-0.070171,-0.182018,-0.029738,-0.117833,-0.061345,-0.070053,-0.069986,-0.115226,0.282751,-0.115865,-0.109032,-0.039097,-0.060004,-0.106667,-0.03851,-0.050259,-0.078948,0.232224,0.060849,-0.073664,0.104519,-0.059516,0.262224,-0.022307,-0.007367,0.267344,0.207874,0.287952,0.037538,0.224851,0.264935,0.301644,0.039591,-0.001481,0.133607,0.064259,0.045517,0.11115,0.094641,0.180106,0.135017,0.050161,0.123291,0.143932,0.219297,0.245513,-1.499832,0.313048,0.076456,0.36227,0.101762,0.304694,-0.017939,0.341283,0.249724,0.271616,2.608606
