0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0.009744,0.010241,0.003615,0.003323,0.003939,-0.001951,0.003528,0.002126,0.001758,-0.004296,0.001534,0.007376,0.001292,0.001303,0.002774,0.003014,0.009639,0.00851,0.014607,0.015318,0.015257,0.014911,0.014177,0.007403,0.012726,0.004869,-0.000338,-0.00036,0.005322,-0.001307,-0.001506,-0.009362,-0.002154,-0.0083,-0.008374,-0.007973,-0.007425,-0.001307,-0.00212,-0.001913,-0.001822,-0.001799,-0.002005,-0.001901,-0.001974,-0.001878,-0.000506,-0.001283,-8.4e-05,-0.000238,-0.000445,-0.000432,-0.000426,-6.3e-05,-0.001055,-0.00095,-0.001001,-0.000881,0.000153,-0.005888,-0.001139,-0.000133,-4.9e-05,0.006093,-0.001035,7.9e-05,-0.001228
-0.027241,-0.027249,-0.023639,-0.021044,-0.021431,-0.020367,-0.014912,-0.007144,-0.004216,-0.006013,-0.003454,-0.000837,-0.002608,-0.002647,-0.009162,-0.009917,-0.00947,-0.004251,-0.002117,-0.005909,-0.005628,-0.004367,-0.001895,-0.001871,0.00266,0.007684,0.001045,0.001106,0.004481,0.003983,0.004597,0.009673,0.006588,0.004671,0.005001,0.003839,0.002191,0.004052,0.008341,0.007688,0.007416,0.007343,0.007988,0.007653,0.007889,0.007578,0.001581,0.005723,0.000261,0.000743,0.001383,0.001258,0.001312,0.0002,0.005013,0.004691,0.004847,0.004497,-0.000477,-0.002319,0.005305,0.000382,0.00016,0.001646,0.004862,-0.000341,0.00548
0.058436,0.050753,0.038443,0.032475,0.024586,0.010526,0.005637,-0.004697,-0.010578,-0.011159,-0.010129,-0.009072,-0.00962,-0.009662,-0.006263,-0.006829,-0.00745,-0.011647,-0.010949,-0.005687,-0.005518,-0.004669,-0.002941,-0.002154,0.000352,-0.003322,0.000753,0.000801,0.002457,0.00287,0.003307,-0.000347,0.0047,0.004085,0.004294,0.003454,0.002281,0.002849,-0.002119,-0.002575,-0.002766,-0.002818,-0.002369,-0.002598,-0.002434,-0.00265,0.001091,-0.00393,0.00018,0.000512,0.00095,0.000884,0.000901,0.000138,-0.00441,-0.004631,-0.004523,-0.004775,-0.000305,-0.000863,-0.004195,0.000296,0.000128,0.000451,-0.004487,-0.000218,-0.004067
1.012141,-0.266562,0.131937,1.296483,1.647237,0.19208,4.605727,-0.121697,-0.11689,-0.103602,1.004779,0.106593,0.442012,-0.007698,-0.051708,-0.022579,5.307076,0.491517,0.500345,0.532538,0.035057,0.054825,1.583223,1.710684,0.214804,0.122587,0.007352,0.077619,0.05675,0.071345,0.111782,0.347497,0.084303,0.978111,0.382821,0.099157,0.069896,0.110339,0.115672,0.482502,0.075623,0.104113,0.054081,0.137071,0.076107,0.048103,0.030636,0.051088,0.029788,0.004868,0.01457,1.318655,0.44175,0.029006,0.066969,0.0765,0.083014,-1.431996,0.057697,-0.369505,-1.493743,-0.34558,-1.560615,-1.542645,-0.305316,0.00917,-1.449296
2.099129,0.607123,0.384726,1.888418,0.591651,0.819417,-1.122135,1.266185,1.258008,1.350767,2.079132,0.760781,1.017677,0.916165,0.881281,1.248674,-0.121279,1.306008,1.126356,0.886271,0.901116,1.321512,0.22742,0.629503,0.874813,1.089413,0.592047,0.750173,0.411482,0.473311,0.658693,-0.188687,0.52826,-0.739043,0.050076,0.793096,0.477103,0.753274,0.583116,-0.212847,0.117383,0.330502,-0.058565,0.478971,-0.092389,-0.12799,-0.201685,-0.103256,-0.2396,-0.438841,-0.158027,-1.375115,-0.553104,-0.29122,-0.301677,-0.9259,-0.81334,-1.498824,-0.811313,-1.429057,-1.756169,-1.908042,-1.734115,-1.928669,-1.847388,-1.792577,-2.15422
-2.608005,-1.076114,-0.737396,-2.721763,-0.513445,-0.054251,1.672803,0.22167,0.215809,0.23129,-2.033569,0.256222,0.254417,0.256121,0.209575,0.193686,0.196451,0.306273,0.21689,0.295038,0.293554,0.534048,-0.224572,0.246357,0.323749,0.203541,-0.128936,0.178111,0.292946,0.287226,0.386781,0.943455,0.317196,2.571726,1.038862,0.293724,0.276975,0.443626,0.346326,1.080373,0.344683,0.436088,0.248355,0.750001,0.458077,0.178334,0.341039,0.193124,0.318766,-0.027112,0.136585,2.240336,0.836842,0.284376,0.30494,-0.296241,-0.230503,0.129019,-0.251114,-0.472669,-0.244122,-0.767245,-0.671806,-0.646967,-1.059308,-1.077713,-1.421959
-0.002476,-0.002267,-0.001411,-0.007792,-0.000995,-0.000753,-0.000651,-0.000143,-0.000377,0.005674,0.005749,0.00549,0.005178,0.004277,0.003862,0.003428,-0.004069,0.002121,0.001363,0.000818,-0.005122,-0.005577,-0.005824,-0.005841,-0.006305,-0.006419,-1.1e-05,-0.000449,-0.000547,-0.000843,-0.001019,-0.000554,-0.000501,-0.001333,-0.00803,-0.001137,-0.001318,-0.007841,-0.008261,-0.014871,-0.015235,-0.009237,-0.003801,-0.005121,-0.005221,-0.006315,-0.007374,-0.00857,-0.008775,-0.008882,-0.008333,-0.007569,-0.012636,-0.011538,-0.010291,-0.009843,-0.009969,-0.0093,-0.009058,-0.001889,-0.007986,-0.007751,-0.001029,-0.007703,-0.008306,-0.007844,-0.008058
0.018776,0.015561,0.018172,0.02041,0.019309,0.019951,0.020217,0.021715,0.017186,0.010626,0.0109,0.010166,0.009283,0.00278,0.001514,0.000148,-0.005705,-0.007678,-0.010115,-0.011882,-0.005508,-0.006959,-0.007763,-0.007811,-0.009295,-0.009654,-0.007265,-0.008671,-0.005352,-0.006308,-0.006871,-0.005396,-0.005119,-0.0152,-0.014689,-0.010891,-0.011453,-0.010317,-0.011588,-0.006939,-0.004301,-0.007113,-0.011646,-0.015628,-0.012219,-0.015459,-0.018548,-0.025673,-0.026205,-0.026346,-0.024519,-0.018468,-0.011864,-0.01217,-0.008299,-0.007069,-0.011011,-0.009047,-0.008323,-0.008821,-0.005263,-0.00461,-0.010232,-0.008121,-0.013443,-0.008445,-0.008981
0.007006,0.013015,0.015066,0.016603,0.015707,0.016019,0.016124,0.017082,0.02175,0.024991,0.02506,0.024248,0.023352,0.026709,0.025626,0.024513,0.028325,0.026972,0.025237,0.024008,0.020291,0.019307,0.018765,0.018733,0.01775,0.017523,0.011153,0.010222,0.004439,0.003804,0.003429,0.004423,0.004584,0.01395,0.014277,0.008816,0.008456,0.009192,0.008346,0.003351,-0.002987,-0.004861,-0.007952,-0.010795,-0.01669,-0.019149,-0.021617,-0.018778,-0.019358,-0.019864,-0.018854,-0.022939,-0.01825,-0.009959,-0.006963,-0.005976,-0.000438,0.001133,0.001717,0.001564,0.004215,0.004756,0.009291,0.010729,0.015212,0.010469,0.010029
0.039169,0.002853,0.000338,-0.000735,0.001121,-0.009229,0.001275,0.003364,-0.033534,-0.04674,-0.073244,-0.075289,0.794729,0.71086,0.315398,1.955958,-0.156853,0.612594,-0.142134,0.85571,1.624358,-0.076914,0.159674,1.497467,0.008291,-0.00866,0.819781,0.109516,-0.032433,0.059057,0.057277,0.019149,3.692631,0.184577,-0.091958,0.01505,-0.059481,-0.061731,0.024703,-0.035747,-0.005236,-0.043006,-0.009906,-0.285653,0.044881,0.030743,0.036175,0.000692,-0.005723,-0.000277,-0.004774,0.035295,0.02697,-0.007205,3.366827,0.000152,0.276923,1.917643,1.00784,3.596965,1.025477,-0.028712,-0.069847,-0.019502,-0.090027,0.011133,0.053035
