0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0.000791,0.000544,0.001364,-0.004016,0.002136,-0.003667,0.000933,0.000764,0.000743,0.00085,0.006741,0.006549,0.000514,0.005748,-0.000629,-0.000646,-0.000299,-0.000329,-0.000334,-0.00032,-0.00036,0.000147,0.005944,0.005811,0.006024,0.006607,0.012514,0.012084,0.011383,0.011414,0.005943,0.00581,-0.000215,0.00548,-0.001011,-0.00078,0.004816,-0.001334,-0.00116,-0.000571,-0.001109,-0.000282,0.000362,0.006176,0.00555,0.005947,0.011649,0.005781,0.006081,0.01143,0.011182,0.01149,0.005594,0.005079,0.005227,0.005674,0.005564,0.006411,0.006623,0.000793,0.00685,0.006587,0.000621,0.007033,0.006253,0.006011,0.005867,-2.7e-05,-2e-06
-0.00352,-0.002412,-0.007256,-0.010279,-0.010708,-0.01192,-0.004178,-0.00341,-0.003317,-0.003811,-0.002823,-0.001986,-0.002286,0.001521,0.002766,0.002757,0.001308,0.001455,0.001314,0.00142,0.001595,-0.000638,0.000679,0.001255,0.000346,-0.002209,-0.001328,0.000631,0.003636,0.003486,0.000776,0.001317,0.000887,0.002659,0.004124,0.001833,0.003949,0.004085,0.003374,0.000985,0.004508,0.001131,-0.001502,-0.000399,0.002175,0.000544,0.00211,0.001231,5.8e-05,0.002984,0.003983,0.002736,0.00195,0.003922,0.003369,0.001629,0.000578,-0.004119,-0.004914,-0.005946,-0.005786,-0.003306,-0.003823,-0.004886,-0.000516,0.000395,0.000902,9.9e-05,1e-05
-0.001552,-0.001064,0.003865,0.00284,0.002333,0.002103,-0.00187,-0.001529,-0.00149,-0.001721,-0.0016,-0.001233,-0.001042,0.000328,0.001253,0.001208,0.000594,0.00066,0.000522,0.000644,0.000721,-0.000287,-1.7e-05,0.000243,-0.000168,-0.001432,-0.001248,-0.000368,0.000992,0.000924,2e-05,0.000266,0.000395,0.000879,0.001867,0.007959,0.008584,0.008943,0.0086,0.007531,0.001988,0.000504,-0.000657,-0.000472,0.000656,-6.4e-05,0.000323,0.000234,-0.000281,0.000712,0.00115,0.000603,0.000555,0.001423,0.00123,0.000416,0.007037,0.012062,0.011726,0.011569,0.011361,0.005361,0.005418,0.00468,-0.000518,-0.000118,0.000146,3.7e-05,0.0
1.169311,-0.02559,-0.056965,-0.077789,-0.056499,-0.036795,-0.019576,-0.042274,-0.0665,-0.115315,1.056633,-0.16605,-0.09771,4.679472,0.059884,4.861257,-0.16362,-0.135202,5.079652,-0.035617,-0.003454,0.439612,0.022818,0.064057,0.009299,5.186873,0.328725,0.28013,0.053354,0.044616,-0.01544,0.023202,0.037125,0.002666,0.00041,-0.059284,-1.570682,-0.085986,-0.030383,-0.528524,0.052187,-0.020808,-0.018971,-0.035405,-0.005247,-0.015229,-0.063916,-0.045755,-0.491148,0.015069,-0.740197,0.040915,0.040186,0.071154,-5.237638,0.065838,0.062908,0.169222,-0.032874,0.030014,0.051929,0.011237,0.087219,0.07871,0.145739,-1.269468,-4.476036,-1.28018,0.135698
0.969692,0.118841,0.672941,0.245521,0.021647,0.445579,0.026127,0.273088,0.388722,1.010506,-0.221677,1.148492,0.914085,-1.571744,1.152714,-1.358119,0.595616,0.349394,-1.349389,0.3587,0.387371,0.02045,0.233656,0.930459,0.415512,-0.916923,-0.246104,-0.912391,0.553364,0.533356,-0.022391,0.295481,-0.09648,-0.01253,-0.004894,-0.464601,-0.591752,-0.818288,-0.721375,-0.082556,-0.445485,-0.389113,-0.469611,-0.547032,-0.316562,-0.605075,-1.27053,-0.670711,-0.178999,-1.014951,-1.984469,-1.051491,-1.029614,-1.199531,-1.383859,-0.727569,-0.901379,-1.1846,-0.369928,-0.784249,-0.827041,-0.294976,-0.758178,-0.744437,-0.900073,-1.154779,-1.321398,-0.797002,-0.714812
-2.091752,0.238416,0.257361,0.010012,-0.05403,0.116827,-0.023364,0.078988,0.113068,0.367154,1.090609,0.249478,0.224188,0.20656,-0.178653,-0.18523,0.792042,0.460681,-0.890156,-0.019665,0.212251,-0.008381,0.115599,0.170881,0.185877,-0.846779,2.881388,2.620861,0.286058,0.256655,0.020095,0.136032,0.240035,0.02006,0.012136,-0.175589,1.038862,-0.208378,-0.278701,-0.196029,0.613481,-0.375419,-0.118148,-0.218641,-0.099626,-0.202318,2.529001,-0.021707,0.146755,-0.110652,2.410716,0.09441,0.065522,-0.00094,-1.44406,0.181831,0.330207,-0.311036,0.313605,-0.099182,-0.321889,-0.098553,-0.312169,-0.095957,-0.086828,-0.774159,-2.886315,-0.544785,0.369302
-0.004686,0.001302,-0.004483,0.001527,-0.004288,0.001413,-0.00473,0.0006,-0.005082,-0.00553,-0.005745,-0.005734,-0.005651,-0.011692,-0.006084,-0.011887,-0.00591,-0.006061,-0.000135,-0.000132,-0.000163,-1e-06,-0.000176,-4.9e-05,-8e-06,-0.000366,-0.000464,-0.00067,-0.000936,-0.001202,-0.001403,-0.001679,-0.00203,-0.001862,-0.007494,-0.007262,-0.00715,-0.001016,-0.00632,-0.00625,-0.000633,-0.000949,-0.001242,-0.001241,-0.000699,-7.1e-05,0.005919,1.4e-05,4e-06,-6e-05,-0.000107,-0.000496,-0.000659,-0.000575,-0.000665,-0.000986,-0.000984,-0.000802,-0.000758,-0.000658,-0.000668,-0.000593,-0.000502,-0.000381,-0.006143,-0.000333,-0.000413,0.005662,-0.000172
0.002712,0.002597,0.003685,0.003714,0.008464,0.003121,0.002283,-0.000918,0.00439,-0.001728,-0.002777,-0.002712,-0.002304,-0.002612,-0.004309,-0.003441,-0.00345,-0.008016,-0.004434,-0.004426,-0.004582,1.5e-05,-0.000782,-0.000218,-3.4e-05,-0.00167,-0.002117,-0.003051,-0.000425,-0.005502,-0.010252,-0.00764,-0.013084,-0.012306,-0.006452,-0.005328,-0.004787,-0.004521,-0.000996,-0.000664,-0.002771,-0.00031,-0.005417,-0.00542,-0.003051,-0.000302,-0.000893,6.9e-05,2.2e-05,-0.000254,-0.000467,-0.00216,-0.002882,-0.002522,-0.002919,-0.004321,-0.00431,-0.003503,-0.00331,-0.002873,-0.002916,0.001252,0.001633,-0.001665,0.000133,-0.001449,-0.001808,-0.002254,-0.000755
0.008374,0.00803,0.008742,0.008443,0.003578,0.008184,0.008147,0.006616,0.00198,0.006607,0.006214,0.006244,0.006402,0.006599,0.005654,0.006294,0.005987,0.011181,0.005305,0.005308,0.005246,6e-06,-0.000296,-8.2e-05,-1.4e-05,-0.000635,-0.000804,-0.001163,-0.007162,-0.002111,0.003063,-0.002961,0.001925,0.002219,-0.002243,-0.001814,-0.001604,-0.001802,-9.7e-05,3.5e-05,-0.001111,-0.007215,-0.002193,-0.0022,-0.001244,-0.000123,-0.000656,2.7e-05,9e-06,-0.000104,-0.000191,-0.000886,-0.001182,-0.001036,-0.001202,-0.001786,-0.001786,-0.001455,-0.001377,-0.001198,-0.001219,-0.006636,-0.006478,-0.0007,0.000335,-0.000611,-0.000766,-0.001232,-0.000322
-0.033496,-0.03408,-0.035058,-0.251086,0.009459,-0.248614,-0.033748,-0.03427,0.000476,-0.033095,-0.18107,0.132203,-0.032301,-0.162369,-0.039548,-0.043031,-0.037768,2.244346,-0.038082,-0.036197,-0.191148,-2e-05,0.060089,0.005285,0.007104,0.006122,0.005188,-0.000497,0.03566,-0.003569,-0.030865,-0.008037,-0.141722,-0.019134,0.017697,-0.00347,-0.002972,-0.006718,0.220431,-0.004968,-0.002616,0.033649,-0.132161,0.00326,0.0,-6.9e-05,0.000574,0.012071,-7.5e-05,-0.000217,-0.000103,-0.002077,-0.001882,-0.000107,-4e-05,-0.001775,-0.001781,-2.7e-05,-0.005256,-0.000153,-8.6e-05,0.033889,0.033941,-0.00179,-0.001018,-2.6e-05,-0.000141,0.000913,-0.001902
