0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0.008938,0.014862,0.006946,-0.000265,-0.00033,-0.008183,-0.001047,-0.001184,-0.008472,-0.007735,-0.00766,-0.000319,-0.000216,-0.000237,-0.007355,-0.000132,-3.4e-05,-3e-05,-2e-05,-0.000715,-0.000115,-0.001643,-0.001069,-0.008422,-0.008515,-0.015797,-0.015815,-0.008614,-0.015064,-0.000687,-0.007889,-8.3e-05,-6e-05,-0.000187,-0.000174,-0.000171,-0.000198,-0.000189,-0.00023,0.007021,-5e-06,-0.000592,6.8e-05,0.006522,6.5e-05,8.9e-05,-0.000541,1e-05,5.7e-05,1.4e-05,0.007123,0.007106,-9.6e-05,-0.000148,-0.000118,-0.000167,8e-06,-0.000164,-0.000254,-0.000263,0.000231,0.00733,0.007971,0.007264,0.00143,0.000812,0.008736,0.008771,0.008858,0.00894,0.009005,0.008362,0.008372,0.008301,0.008286,0.001103,0.001062,0.001055,0.000314,0.000289,0.000332,0.00095,0.000924,0.000189
-0.015143,-0.003646,0.001143,0.000639,0.002153,0.006877,0.008183,0.009699,0.009952,0.003753,0.003039,0.001957,0.000786,0.000994,-0.000475,-5.7e-05,-0.001104,-0.001139,-0.001264,0.004746,-0.000258,0.013115,0.008563,0.009392,0.010526,0.010804,0.01139,0.01222,0.00483,0.006342,0.00596,0.001086,0.001857,0.002387,0.002226,0.002168,0.002523,0.002389,0.002923,0.002309,4.4e-05,0.0051,-0.000802,0.006098,-0.000853,-0.001161,0.0044,-5.7e-05,-0.000698,-0.000207,0.000823,0.000988,0.001447,0.001575,0.001354,0.001281,-6.3e-05,0.001899,0.00307,0.003066,-0.000654,-7e-05,-0.005412,0.000721,-0.011876,-0.006505,-0.012338,-0.012645,-0.013465,-0.014293,-0.01481,-0.009348,-0.009383,-0.008544,-0.008298,-0.008772,-0.008342,-0.00825,-0.002025,-0.001698,-0.002189,-0.007189,-0.006945,-0.000808
0.003161,-0.005489,-0.009259,-0.008868,-0.007543,-0.011547,-0.011093,-0.00955,-0.008371,-0.00501,-0.005746,-0.007762,-0.008985,-0.008741,-0.009418,-0.009914,-0.011038,-0.011093,-0.011263,-0.014588,-0.010236,-0.015869,-0.010772,-0.008946,-0.007728,-0.006503,-0.005887,-0.005907,-0.002977,-0.003151,-0.002672,0.001161,0.002085,0.002544,0.00237,0.002302,0.002677,0.002531,0.003093,0.001558,4.9e-05,-0.004472,-0.000847,-0.004297,-0.000896,-0.001226,-0.005213,-6.2e-05,-0.000742,-0.000222,-2.2e-05,0.000152,0.001699,0.001665,0.001414,0.001474,-7.8e-05,0.002001,0.003228,0.003222,0.009122,0.008823,0.01304,0.00962,0.01688,0.012691,0.015579,0.015265,0.014432,0.013587,0.01307,0.008958,0.008927,0.009787,0.010044,0.010456,0.010898,0.010992,0.007616,0.007847,0.007436,0.012044,0.012288,0.008794
-0.114315,-0.158459,5.002887,5.064591,-0.239165,-0.133916,1.538809,-0.095747,1.519734,-0.107988,-0.075924,0.077076,0.076426,1.613417,-0.042627,0.035127,0.008182,0.011247,0.013142,5.468423,8.9e-05,0.051141,0.046138,0.045033,0.060703,0.132458,0.327059,0.323365,0.917018,-0.001289,0.478644,-0.016443,5.091384,1.033619,0.013505,0.476628,0.012098,0.009153,0.013021,0.023162,0.119805,0.130254,1.000236,0.189971,0.20167,0.25059,0.239615,0.126819,0.228914,0.25021,0.117203,0.390353,-4.754499,-0.983281,0.359579,-4.100895,0.291096,-0.998969,-0.00059,-0.950533,0.382476,-0.683583,0.128817,0.220584,-3.211218,-3.261022,0.161281,-0.2748,-0.059534,0.304345,0.005885,0.327521,-0.003559,-0.28267,-0.047931,-0.090296,-0.077842,0.146334,0.069793,-2.741333,-0.980002,-0.982829,-0.098784,-0.008298
0.264318,0.597662,0.586553,0.522326,1.192377,1.186085,0.75178,0.898963,1.176626,1.238829,0.814614,0.903469,1.072371,0.970331,0.819341,0.494613,0.436928,0.171141,0.210808,0.481516,0.493975,0.690231,0.259464,0.286103,0.218162,0.679045,-0.261692,-0.127441,-1.094766,0.595194,0.5737,0.319814,1.947693,-1.542058,-0.127271,0.039918,-0.124245,-0.106805,-0.124839,-0.246039,-0.92087,-0.727968,-2.535705,-1.089296,-1.367975,-1.284555,-1.049026,-0.699418,-0.953829,-1.130189,-3.177053,-1.342765,-3.208565,-1.908799,-1.355448,-3.556629,-0.801724,-1.500612,-1.15624,-1.480642,-0.940393,-1.708306,-0.508028,-1.150892,-3.086268,-2.861566,-0.542246,-0.468538,-0.310455,-0.539735,-0.221871,-0.562581,-0.127381,-0.264597,-0.142242,0.008919,-0.009199,-0.271261,-0.211457,-1.9912,-0.469279,-0.494596,-0.107051,-0.047439
0.052143,0.198387,2.02106,1.806658,0.280094,0.028646,0.341569,-0.095327,0.305496,0.072835,-0.203895,0.099494,0.404342,0.285467,0.248627,0.307204,0.240799,0.107552,0.129965,-0.954763,0.279296,0.496729,0.185495,0.188017,-0.007875,0.464008,0.827442,0.750999,2.099766,0.190978,0.144713,0.210112,-0.883587,2.325785,0.187213,0.044294,0.183747,0.157621,0.184332,0.145547,-0.166292,-0.221881,1.909138,0.032874,-0.22084,-0.220347,0.011114,0.232774,0.012369,0.171892,2.175581,-0.168807,-1.051805,-0.640038,0.025317,-2.030739,0.151783,-0.61284,-0.072496,-0.66508,0.047559,-0.913307,0.136051,-0.457067,-3.765368,-3.656025,0.083587,-0.322779,-0.09139,-0.17996,0.043662,-0.183376,-0.128447,-0.434325,0.160456,-0.015483,-0.029564,-0.221279,0.09683,-4.531658,-1.296314,-1.346893,-0.177596,-0.026879
0.000207,0.000166,0.000266,0.000291,0.000288,0.000165,9.5e-05,4.2e-05,-7.2e-05,7e-06,2.9e-05,2.3e-05,0.000141,0.000189,0.000287,0.00022,0.00021,0.000152,0.000276,0.000134,6.9e-05,-3.6e-05,-0.000149,-0.000109,-0.00023,-0.000197,-0.000267,-0.000227,-0.000385,-0.000434,-0.000286,-0.007386,-0.000353,-0.000444,-0.00055,-0.000427,-0.000491,-0.000517,-0.000571,-0.00065,-0.000845,-0.00092,-0.001121,-0.00138,-0.001441,-0.001403,-0.001317,0.005945,-0.001136,-0.000942,0.006381,0.006665,-0.000373,0.006969,0.007088,0.007119,0.01434,0.007031,0.014193,0.006873,0.006851,0.006842,0.006816,-0.000519,-0.007796,-0.000599,-0.000457,-0.000452,-0.007674,-0.007656,-0.000252,-0.0002,-0.000236,-0.000127,-0.000228,0.007147,-0.000311,-0.000354,-0.000297,-0.000314,-0.000327,-0.000287,-0.000182,-8.6e-05
0.001682,-0.008314,-0.007497,-0.007287,-0.007253,-0.013076,-0.013631,-0.014075,-0.015013,-0.009538,-0.009367,-0.009439,-0.008489,-0.008104,-0.002462,-0.007875,-0.007958,-0.008426,-0.002559,-0.003701,-0.004249,-0.005099,-0.006011,-0.000834,-0.006663,-0.006402,-0.006951,-0.006617,-0.01274,-0.017974,-0.016749,-0.016855,-0.012401,-0.013153,-0.009127,-0.003516,-0.003865,-0.004054,-0.004475,-0.005226,-0.006606,-0.007184,-0.008732,-0.010739,-0.011198,-0.010894,-0.010213,-0.01016,-0.008787,-0.007266,-0.011938,-0.004878,-0.002894,-0.002626,-0.001734,-0.001518,-0.002235,-0.002292,-0.003637,-0.003723,-0.004006,-0.004171,-0.00442,-0.009624,-0.003869,-0.010306,-0.003891,-0.008964,-0.007548,-0.007339,-0.012304,-0.01187,-0.012176,-0.006138,-0.007014,-0.007452,-0.007759,-0.008155,-0.002523,-0.007856,-0.007962,-0.00759,-0.006699,-0.011048
0.001592,0.010597,0.011363,0.011559,0.01159,0.015345,0.014837,0.014443,0.013595,0.009513,0.009676,0.009621,0.010503,0.010859,0.006887,0.011074,0.011,0.010573,0.006792,0.005753,0.005255,0.004491,0.003665,-0.000757,0.003076,0.003312,0.002818,0.003124,0.006705,0.011109,0.012247,0.012205,0.007061,0.006375,0.000857,-0.00325,-0.003552,-0.003733,-0.004134,-0.004825,-0.006156,-0.006713,-0.008207,-0.01017,-0.010649,-0.01045,-0.009875,-0.00992,-0.008595,-0.007155,-0.002206,-0.004849,-0.002879,-0.002635,-0.001753,-0.00154,-0.002285,-0.002329,-0.003719,-0.003779,-0.004077,-0.004255,-0.004513,-8e-06,-0.003901,-0.000717,-0.003976,0.000634,0.002116,0.002329,0.007042,0.007491,0.007176,0.003537,0.00263,0.002148,0.001858,0.001445,-0.002626,0.001751,0.001631,0.002017,0.002949,0.00836
-0.00054,-0.070643,-0.06713,-0.045869,0.173363,-0.105335,-0.103262,-0.085973,0.251107,-0.036749,0.169371,-0.069822,0.070254,-0.037144,0.030436,0.150089,-0.016073,-0.077954,-0.037225,0.14931,-0.030186,-0.046107,-0.02144,0.145225,-0.043984,-0.008256,0.254432,0.042815,0.351869,0.123046,0.130272,0.281188,0.254466,0.042339,0.082993,-1.073655,-0.010539,0.053416,-0.017869,-2.769884,0.21624,0.268083,0.215925,0.211794,0.294918,0.027785,-0.013304,-0.01338,0.040709,0.002698,-0.051214,-0.01347,0.019401,-0.000465,-0.005849,0.331517,0.037771,0.018022,0.4049,-0.172208,0.221979,-0.010392,-0.014066,-0.017336,-0.010774,-0.054236,0.210039,0.289575,-0.056805,-0.002099,-0.024711,0.056217,-0.000951,0.225993,-0.022319,0.223335,0.008686,0.035411,0.324987,0.121427,-0.041117,0.290176,-0.006741,0.238274
0.000232,0.014894,-0.099019,0.061344,0.415707,0.045914,0.047575,0.072187,0.609098,0.084258,0.410833,0.045264,0.264517,0.076453,0.114129,0.479477,0.107453,0.002764,-0.004932,0.294215,0.016928,0.004929,0.043404,0.232614,0.027417,0.071908,0.492923,0.147471,0.716713,0.432195,0.546271,0.864905,0.77947,0.317041,0.322886,2.287389,-0.015394,0.091736,-0.009519,1.504411,0.323063,0.38721,0.318637,0.221912,0.360719,0.091492,0.018786,0.010831,0.087279,0.028619,0.011147,-0.02044,0.031839,-0.001594,-0.018999,0.416224,0.042502,0.008919,0.514431,0.062057,0.296733,-0.019388,-0.015719,-0.046284,0.024591,0.009693,0.304239,0.474414,0.035224,0.103465,0.11102,0.219365,0.151167,0.376213,0.042416,0.355732,0.099365,0.135893,0.445305,0.234211,0.027779,0.46893,0.058264,0.469893
0.000361,-0.009595,0.153339,0.022968,0.262709,-0.011199,-0.011834,0.003145,0.346602,0.038702,0.244486,-0.018647,0.115188,0.031393,0.081305,0.045591,0.049571,-0.016839,0.004281,0.189165,0.021612,-0.02071,0.006984,0.145085,-0.038788,0.022267,0.234296,0.072709,0.335569,0.186063,0.025257,0.088978,-0.084451,-0.098077,-0.101346,-1.266984,0.005626,0.027486,-0.032336,4.648764,0.109275,0.144844,0.113658,0.256188,0.352838,-0.040894,-0.048246,-0.045018,-0.003118,-0.00694,-0.041288,0.002181,0.026914,0.015307,0.035596,0.254512,0.080607,0.058037,0.300687,0.056013,0.157858,0.003678,0.00299,0.151212,-0.048045,-0.045674,0.126913,0.183894,-0.070522,-0.028584,0.018618,0.07037,0.010238,0.17297,0.012817,0.198132,0.009136,0.028205,0.22471,0.103525,-0.030516,0.16637,0.014824,0.217055
