0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
0.020726,0.013136,0.013179,0.006426,0.006451,0.012748,0.012786,0.006698,0.006895,0.007014,0.007228,0.007194,0.014132,0.007136,0.013406,0.006873,0.013248,0.007365,0.006644,0.007264,0.007282,0.000118,8.3e-05,-5e-06,-3.4e-05,1e-06,4.6e-05,3.9e-05,1.7e-05,0.000133,0.000118,0.006599,0.000227,0.000243,0.000251,0.000237,0.000197,0.000223,-0.000374,0.000108,-0.006465,7.9e-05,0.00013,2e-06,2.1e-05,0.000116,0.000244,-0.006861,0.000335,-0.000271,-0.000402,-0.000423,-0.000513,-0.000579,-0.000552,-0.007039,-0.007156,-0.00061,-0.00703,-0.000624,-6.7e-05,-0.000119,-0.000119,0.006411,-0.000133,-0.000225,-0.000206,-0.000154,-9e-05,0.007102,0.000686,0.000644,5.7e-05,0.006447,0.006579,0.006587,3e-06,0.006462,0.006508,0.006536,0.006669,0.000263,0.006094,-0.000339,0.006051,0.006026,0.006635,0.006518,0.007216,0.006466,0.012919,0.00636,0.006383,0.007017,0.006878,0.006896,0.006989,0.007814,0.007059,0.000516,0.007713,0.006989,0.013462,0.014073,0.013308,0.014027,0.013333,0.013566,0.013592,0.007113
-0.022105,-0.008226,-0.008636,-0.003309,-0.003497,-0.003293,-0.003776,-0.007268,-0.010225,-0.011998,-0.014957,-0.01349,-0.018211,-0.011269,-0.008078,-0.006097,-0.004766,-0.009681,-0.002237,-0.007881,-0.007944,-0.001498,-0.00104,5.6e-05,0.000424,-4e-06,-0.00059,-0.000498,-0.000214,-0.001714,-0.001522,-0.001316,-0.002902,-0.00308,-0.003163,-0.003004,-0.002482,-0.002828,0.002503,-0.001358,-0.000787,-0.001034,-0.001638,-0.0,-0.000229,-0.001507,-0.003133,0.001918,-0.004339,0.001135,0.002949,0.003132,0.004344,0.00526,0.004858,0.004309,0.005949,0.005705,0.004343,0.005854,0.000921,0.001615,0.001598,0.001295,0.001746,0.002934,0.002653,0.001985,0.001155,-0.005474,-0.006543,-0.005991,-0.000741,0.00076,-0.000867,-0.000948,-2.3e-05,0.00055,7.3e-05,-0.000269,-0.001715,-0.003021,0.003223,0.002213,0.003774,0.004058,-0.001203,0.00014,-0.005945,0.000756,0.001584,0.001805,0.001567,-0.003693,-0.002318,-0.002525,-0.003443,-0.009995,-0.004004,-0.004042,-0.009226,-0.003278,-0.002368,-0.007083,-0.000949,-0.006521,-0.001194,-0.002994,-0.003106,-0.003923
0.014118,0.000986,0.000699,-0.002864,-0.003007,-0.003399,-0.003752,-0.005733,-0.007902,-0.009215,-0.011476,-0.010524,-0.006603,-0.009021,-0.007264,-0.005229,-0.004814,0.000165,-0.002323,0.001533,0.001483,-0.001163,-0.000806,3.9e-05,0.000326,-1e-06,-0.000453,-0.000381,-0.000163,-0.001323,-0.001174,-0.001624,-0.002249,-0.00239,-0.002458,-0.002339,-0.001935,-0.002208,-0.006323,-0.001065,-1e-06,-0.000811,-0.001287,8e-06,-0.000181,-0.001189,-0.00247,-0.006182,-0.003432,-0.00743,-0.005995,-0.005849,-0.004882,-0.004145,-0.004464,-0.004277,-0.002962,-0.003773,-0.004236,-0.003647,0.000735,0.001287,0.001272,0.000412,0.001388,0.00233,0.002106,0.001573,0.000913,0.003335,0.003106,0.003544,-0.000592,-2.3e-05,-0.001313,-0.001381,-2.5e-05,-0.000196,-0.000576,-0.000852,-0.002003,-0.002413,-0.00639,-0.006566,-0.005957,-0.00573,-0.001621,-0.000541,0.002905,-4.9e-05,-3.4e-05,0.000792,0.000599,0.004712,0.005819,0.00565,0.004911,0.008075,0.004467,0.005103,0.008636,0.005049,0.005112,0.009688,0.006227,0.010127,0.006084,0.004583,0.004492,0.004528
-0.038808,-0.040722,-0.035941,0.017347,-0.001312,0.000138,0.000368,0.002541,0.716084,-0.025707,0.703867,0.717673,0.029652,-0.003452,-0.001926,0.002833,-0.001249,-0.040286,-0.008773,-0.035768,-0.064529,0.175571,-0.037645,-0.056895,-0.000114,-0.008579,0.000254,-0.033811,-0.018572,0.154819,0.053906,-0.076877,-0.041728,-0.017951,-0.016895,-0.009764,-0.004555,-0.000946,0.033391,-0.023034,-0.023831,-0.125312,-0.063514,1.565959,-0.020696,0.682763,-0.100566,-0.034666,-0.115088,-0.144231,0.077305,-0.09679,-0.117873,-0.043715,-0.06461,0.019494,-0.006714,-6.6e-05,0.12581,0.374136,-0.002775,0.003208,0.045801,0.138534,0.001988,0.531139,0.049107,0.006318,-0.000311,-0.01813,-0.031415,0.047792,0.005156,0.013688,0.003268,-0.000875,0.018116,0.140547,0.080209,0.082198,0.06822,0.026277,0.054773,0.089762,0.078275,0.061215,0.066936,0.091263,0.053852,-0.15514,0.037936,0.007385,0.00806,-0.028484,0.038704,-0.13429,0.01422,-5.378131,0.02057,0.013205,0.095375,0.105156,-0.092499,0.038005,0.111002,0.044301,-4.798238,0.151141,-0.329777,0.034171
-0.280798,0.016482,-0.001371,-0.102184,-0.002002,-0.017976,-0.017689,0.007991,1.665882,0.098515,1.686832,1.557523,0.186542,0.014464,-0.001715,0.008941,-0.020405,0.004182,-0.005984,0.149698,0.099708,0.701906,0.13422,0.23939,-0.006185,0.014742,-0.009049,0.125597,0.053499,0.663857,0.146623,0.404306,0.327249,0.035595,0.039295,0.000784,-0.017436,-0.010632,-0.004482,0.086992,0.069488,0.538484,0.265848,0.30926,0.020093,2.026218,0.461411,0.274829,0.722258,0.800426,0.48981,0.7969,0.62334,0.358694,0.617885,0.182907,0.127923,0.176689,0.578897,-1.381478,-0.019005,-0.018687,-0.147922,-0.632122,-0.00995,-0.214281,-0.326769,0.008712,0.011591,-0.06315,0.018875,-0.252957,0.005431,-0.031442,0.006841,0.008008,-0.082059,-0.677005,-0.42454,-0.440511,-0.677882,-0.061096,-0.092422,-0.319741,-0.252164,-0.114516,-0.45022,-0.501605,-0.497051,-1.718525,-0.175385,-0.131192,-0.043974,-0.064469,-0.399492,-0.661497,-0.690279,-0.483873,-0.334835,-0.410609,-0.807373,-0.850136,-0.449352,-0.627209,-0.684452,-0.571179,-1.136586,-0.700532,-0.575123,-0.30683
-0.673225,0.03348,0.022054,0.157665,0.00947,0.039602,0.039262,-0.003208,-2.113804,0.047159,-2.135289,-1.944882,-0.230156,-0.014553,0.015859,-0.004508,0.042618,-0.004311,0.046961,-0.239641,0.055783,-0.590742,0.05768,0.171843,0.000711,0.01084,-0.003806,0.09418,0.037664,-0.664559,-0.217078,0.304549,0.11396,-0.002917,-0.005164,-0.029404,-0.009627,0.00144,-0.004696,0.061292,0.013257,0.286963,0.159513,0.457922,0.011395,-1.869419,0.293788,-0.097205,0.237599,0.556746,0.133557,0.594591,0.470251,0.038784,0.22259,0.077874,0.109398,-0.072088,0.375892,2.406313,-0.021329,0.01705,0.217956,0.945181,0.018518,-0.215024,-0.113907,-0.002458,-0.001484,-0.033973,-0.021802,-0.217312,0.003167,0.006322,0.041537,0.007716,-0.069121,-0.457994,-0.184261,-0.529929,0.675397,-0.331198,0.008255,-0.215033,-0.165014,-0.063403,-0.486968,-0.313097,-0.370322,1.941084,-0.303435,0.069216,0.001101,0.01863,-0.247839,-0.131778,-0.16315,-1.470273,0.012943,0.048218,-0.308352,-0.32413,-0.038441,0.096708,-0.157777,0.14319,-2.650253,-0.195364,-0.32862,0.037071
0.01125,0.010647,0.010089,0.009267,0.001733,0.00814,0.007526,0.000765,-6.6e-05,0.000367,0.000343,0.000557,-0.005584,-0.005297,0.001385,0.000975,0.001518,0.001254,0.001513,0.001227,0.001706,0.001824,0.001605,0.001806,0.001177,-0.005562,-0.005862,0.000351,-0.00648,-0.00639,-0.006627,-0.006507,-0.005927,-0.012098,-0.005225,-0.005397,-0.00521,-0.005094,-0.005292,0.000995,0.000916,0.000707,0.00125,0.007168,0.000898,0.0011,0.001106,0.000712,0.000941,0.001093,0.000574,0.00051,0.000448,0.00596,-0.000143,0.006072,-0.000602,0.005824,0.005986,0.005373,0.005168,0.004925,0.010687,0.004237,0.010526,0.003829,0.003498,0.003241,-0.002833,-0.002746,-0.001922,-0.008119,-0.008001,-0.001304,-0.001619,-0.001269,-0.001219,-0.001098,0.005474,0.005532,-0.001354,-0.001848,-0.00185,0.005202,-0.001337,-0.001161,-0.00097,-0.000662,0.006111,-0.000807,0.005967,0.012761,0.006325,0.013526,0.006702,0.006864,0.013253,0.006473,0.006536,-0.000317,0.006388,-0.00015,-6.3e-05,-0.000112,0.00662,0.000229,0.006931,0.006609,5.3e-05,8e-05
0.018313,0.016209,0.014023,0.010782,0.003628,0.006179,-0.000395,-0.000535,-0.008081,-0.002263,-0.002376,-0.001443,0.004958,0.006172,0.006067,0.000398,0.00667,0.001645,0.002804,-0.002341,-0.00018,0.000374,-0.004494,-0.003519,-0.010249,-0.010649,-0.01589,-0.021633,-0.022521,-0.018175,-0.01918,-0.014714,-0.004394,0.001565,0.006278,0.005436,0.010002,0.010461,0.005728,0.000396,6e-05,-0.000809,0.005335,-0.001424,2.7e-05,0.004715,0.004762,-0.000749,0.004059,0.004728,-0.001324,-0.00159,-0.001854,-0.010288,-0.004423,-0.006012,-0.010278,-0.01099,-0.006446,-0.013049,-0.010185,-0.011295,-0.015244,-0.010778,-0.012417,-0.012842,-0.018423,-0.019733,-0.012939,-0.016426,-0.012623,-0.010088,-0.013396,-0.013714,-0.019083,-0.01354,-0.013325,-0.008835,-0.010569,-0.001931,-0.002118,-0.008454,-0.00893,-0.008156,-0.006009,-0.005214,-0.004341,-0.002962,-0.00365,-0.003623,-0.00433,-0.009012,-0.002754,-0.001966,-0.005129,-0.000308,-0.00689,-0.006211,-0.010138,-0.013823,-0.01505,-0.017132,-0.016607,-0.016975,-0.018243,-0.007034,-0.008337,-0.013741,-0.00798,-0.007857
0.015938,0.013905,0.011968,0.00912,0.011555,0.005178,0.008264,0.008051,0.010362,0.006632,0.006539,0.00729,0.003943,0.004913,0.004878,0.00872,0.005323,0.009673,0.010554,0.014821,0.016463,0.016831,0.021294,0.021992,0.025064,0.024717,0.028978,0.032919,0.032321,0.027423,0.026724,0.021878,0.013085,0.009237,0.00449,0.003875,-0.000968,-0.000648,0.004052,0.008313,0.008069,0.007449,0.003712,0.00698,0.007997,0.003246,0.003269,0.007434,0.002771,0.003215,0.007019,0.006836,0.006655,0.008843,0.004926,0.003822,0.008909,0.0084,0.00354,0.007024,0.001023,0.000269,-0.002469,-0.007409,-0.008595,-0.008918,-0.004818,-0.005821,-0.009156,-0.003566,-0.000878,0.000942,0.00676,0.006535,0.010896,0.006676,0.00684,0.001835,0.000592,-0.009721,-0.009896,-0.00626,-0.006603,-0.006036,-0.00453,-0.003939,-0.003291,-0.002258,-0.002753,-0.002771,-0.003299,0.001605,-0.002106,-0.001365,0.00456,-0.000225,0.003217,0.003713,0.009186,0.014864,0.013934,0.020872,0.021317,0.021035,0.02009,0.011645,0.010656,0.01499,0.010957,0.011056
-0.007165,0.000458,-0.001118,-0.001272,0.00787,0.49242,-0.034309,-0.035917,-0.037902,0.090185,-0.035554,-0.038349,0.046543,-0.003783,0.118364,0.323559,-0.003964,-0.037928,0.016216,0.031949,-0.002941,0.098851,-1.407986,0.154112,-1.321992,0.075704,0.153538,0.176315,0.26841,0.360351,0.18542,0.173139,0.008685,-0.056846,-0.010051,0.001616,0.039347,-0.036925,0.002111,-0.038573,-0.0342,-0.033951,0.06333,-0.045416,-0.299474,0.196978,-0.015949,-0.034753,-0.009141,-0.281375,-0.824341,-0.02936,0.210325,-0.068765,0.237636,0.027085,0.011568,0.008619,-0.90693,0.235068,0.342716,0.090443,-0.075799,0.172298,0.326971,-1.148702,0.338001,0.403323,0.105757,0.010124,0.05861,0.877554,0.232101,0.124436,0.048124,0.102879,-0.014569,-0.024997,2.397508,0.742399,0.065082,0.33483,2.418135,2.44274,-0.171435,-0.260414,-0.266742,-0.217813,0.807295,0.089359,0.139877,-0.118139,-0.191156,2.730613,0.654594,0.593631,0.766484,-0.237432,1.044936,-0.33492,1.065769,0.475836,3.240445,0.513041,0.6472,-0.186491,0.124534,3.271895,0.086211,-0.017872
