0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0.008001,0.00714,0.001744,0.001179,0.001721,0.000461,0.00066,0.002026,0.002415,0.000372,0.000354,-0.005685,-0.005778,-0.005786,-0.011739,-0.005524,-0.005156,0.001472,0.00135,0.001491,0.001313,0.001247,0.001153,0.000845,0.000438,0.000446,-0.00577,-0.005664,-0.005539,-0.005472,0.000783,-0.005306,0.001043,0.007042,-0.00032,0.005965,0.006023,0.00684,0.007154,0.007262,0.01302,0.006501,0.012404,0.010873,0.012094,0.010444,0.01724,0.009465,0.010693,0.003443,-0.002018,-0.001217,-0.001858,-0.001795,-0.001714,-0.001314,-0.001177,-0.00094,-0.006914,0.000743,-0.000291,0.000383,0.000213,-0.006079,-0.000115,-0.000183,-0.000413,-0.000469,-0.000757,-0.000864,-0.000949,-0.00072,-0.000563,-0.000208,-0.000274,-5.6e-05,0.000358,0.000236,-0.005572,-1.2e-05,-0.00646,-0.00619,7.4e-05,0.001695
-0.016608,-0.012254,-0.015977,-0.012489,-0.014144,-0.006771,-0.005577,-0.00973,-0.010903,-0.00119,-0.001159,-0.002909,-0.002617,-0.002624,-0.00469,-0.00345,-0.004586,-0.004604,-0.004226,-0.004675,-0.004112,-0.003909,-0.003617,-0.00266,-0.001372,-0.001394,-0.002835,-0.003181,-0.0036,-0.003825,-0.002508,-0.004563,-0.00333,-0.001131,0.002747,0.004032,0.003842,0.001302,0.00035,4.6e-05,0.003092,0.002506,0.005057,0.011505,0.006036,0.012729,0.010761,0.015373,0.009983,0.013203,0.007626,0.003489,0.005312,0.005133,0.004899,0.003756,0.003365,0.002689,0.000615,-0.003962,0.000817,-0.001115,-0.000614,-0.001783,0.000317,0.00052,0.001198,0.001358,0.002202,0.002514,0.002765,0.002095,0.001641,0.000607,0.000792,0.000158,-0.001055,-0.000691,-0.003214,3.2e-05,-0.000611,-0.0014,-0.000219,-0.00687
0.042752,0.037955,0.036012,0.030581,0.02941,0.018825,0.011821,0.008964,0.008164,-0.000831,-0.000819,-0.001298,-0.001092,-0.0011,-0.001816,-0.001678,-0.002464,-0.0032,-0.002942,-0.003269,-0.002888,-0.002751,-0.002547,-0.001878,-0.00097,-0.000984,-0.001264,-0.001508,-0.00181,-0.00197,-0.001779,-0.002403,-0.002374,-0.001561,-0.006029,-0.005862,-0.006003,-0.007844,-0.008553,-0.008788,-0.007374,-0.007031,-0.005959,-0.009285,-0.005253,-0.008375,-0.002569,-0.006336,-0.002316,-0.007159,-0.002404,0.002583,0.00392,0.003783,0.003597,0.002749,0.002458,0.001963,0.00124,0.005097,0.0006,-0.000804,-0.000442,-0.000504,0.000237,0.000384,0.000872,0.000987,0.001595,0.001817,0.001999,0.00151,0.001181,0.000438,0.000571,0.000114,-0.000756,-0.000494,-0.001538,2.8e-05,0.000333,-0.000233,-0.000155,0.003076
-0.002811,0.345146,-0.114809,-1.381521,0.300678,1.567938,0.043779,-0.370624,-0.232649,1.413451,1.202073,-0.364548,-0.314465,-0.420448,-0.275915,-0.189254,1.296394,-0.112197,-0.081607,-0.100682,-0.025023,0.421816,-0.061551,-0.063547,-0.035067,-0.03172,-0.038664,-0.029497,-0.033329,-0.014153,-0.058042,5.329696,0.452632,-0.051089,-0.029089,-0.037157,-0.070306,-0.020934,-0.02915,0.469656,-0.028226,-0.002436,-0.081075,0.019064,0.114093,0.02837,-0.09552,5.503042,-0.067252,-0.021834,-0.10327,-0.078464,-0.092748,-0.084263,0.543806,-0.017635,-0.016586,0.001777,0.007533,-0.01493,0.055531,0.046511,0.030895,0.028876,0.056942,0.039399,-0.001127,-0.00062,0.002272,0.017211,0.019896,0.0086,0.00014,0.017556,0.048095,0.034115,0.052038,0.025053,0.030477,0.037138,0.045841,0.019612,0.007871,-5.4591
-0.132776,0.841201,-0.006635,0.450115,2.17983,1.869326,0.367561,0.84861,0.469847,2.302457,2.766909,1.169074,1.082292,1.513552,1.269816,1.549021,0.828237,0.553539,0.483587,0.507579,0.072953,0.319765,0.521256,0.624933,0.207775,0.121148,0.179425,0.071193,0.16673,0.013383,0.628362,-0.837049,0.07496,0.339209,0.515957,0.397723,0.843467,0.216877,0.458822,0.465186,0.527818,0.106929,0.58817,0.249662,0.511789,-0.331362,0.622892,0.350361,0.529211,0.383333,0.963321,0.64762,0.790927,0.639883,-1.015399,0.06731,0.090072,-0.011979,-0.072405,-0.237983,-0.821615,-0.690991,-0.412896,-0.404094,-0.814782,-0.650579,0.020289,0.003058,-0.015331,-0.106154,-0.123013,-0.093548,0.001611,-0.091418,-0.512508,-0.378004,-0.632006,-0.243578,-0.37825,-0.456404,-0.542805,-0.248237,-0.077291,-0.45945
-1.01712,-1.190812,-0.725425,-1.50562,-2.847053,-1.705561,-0.476418,0.06461,0.014297,-1.551442,-1.35799,0.253777,-0.058038,0.20513,0.046627,0.050715,0.724766,-0.167071,-0.202248,0.273433,0.016751,0.360737,0.301363,0.368637,0.132132,0.074988,0.071063,0.007272,0.069598,-0.033157,0.371091,0.865975,0.144003,0.219708,0.349269,0.274812,0.560627,0.162701,0.283818,0.346293,0.409758,0.095775,0.43953,0.284808,0.396993,0.726482,0.320106,-0.162273,0.219459,1.17746,0.446319,0.241873,0.137389,-0.02307,1.861117,-0.1757,-0.158763,0.018509,-0.05249,-0.143448,-0.526957,-0.477697,-0.263489,-0.296331,-0.522413,-0.416597,0.013004,0.002003,0.02432,0.167404,0.193941,-0.054376,0.001232,0.176585,-0.329329,-0.243038,-0.440125,-0.156609,-0.316174,-0.301813,-0.392549,-0.198421,-0.049396,-1.176113
0.002774,0.003081,0.010034,0.004054,0.004221,0.004189,-0.001717,-0.002407,-0.008485,-0.001143,-0.006965,-0.006653,-0.006235,-0.000273,-0.000823,-0.001583,0.004275,0.002673,0.002448,0.008053,0.001686,0.001623,0.001705,0.008881,0.003082,0.003488,0.010567,0.003891,0.003893,0.009555,0.009401,0.0026,0.002272,0.001968,0.001021,0.00068,0.000602,-0.005756,0.000539,-0.005782,-0.000716,-0.007866,-0.002359,-0.003318,-0.003783,-0.010405,-0.010655,-0.010791,-0.011668,-0.011807,-0.0059,-0.00622,-0.006139,-0.006382,-0.000475,0.0001,0.000209,-0.005988,-0.005624,-0.00475,0.002072,-0.003581,-0.001651,-0.000128,0.001379,0.002418,0.002466,0.008137,0.000385,0.004547,0.004244,-0.003252,-0.004109,-0.003965,-0.003971,-0.003416,-0.009436,-0.002617,-0.002029,0.005132,-0.001418,0.005743,-0.00051,-0.00035
0.01589,0.016835,0.016739,0.01988,0.020397,0.016635,0.019752,0.010208,0.012635,0.013966,0.01693,0.017768,0.018819,0.01264,0.007344,0.001433,-0.001082,-0.013078,-0.013741,-0.017008,-0.016051,-0.01624,-0.015976,-0.010682,-0.007899,-0.006614,-0.001413,-0.00514,-0.005026,-0.01153,-0.011918,-0.016344,-0.017428,-0.018437,-0.021675,-0.022858,-0.019538,-0.015383,-0.008944,-0.004628,-0.005991,-0.004455,-0.007947,-0.011174,-0.012696,-0.012656,-0.013389,-0.013601,-0.019848,-0.020182,-0.018947,-0.019877,-0.019527,-0.020268,-0.023196,-0.017778,-0.017439,-0.015184,-0.010324,-0.003852,-0.004395,-0.003823,0.005904,0.014317,0.018954,0.022125,0.018579,0.010826,0.008505,-0.007591,-0.008538,-0.013779,-0.020108,-0.019608,-0.019503,-0.014153,-0.010789,-0.01168,-0.009879,-0.00982,-0.008022,-0.00802,-0.005283,-0.004775
-0.003817,-0.003001,-0.002818,-0.000415,6e-06,0.00544,0.007736,0.016832,0.018535,0.019669,0.021632,0.022176,0.022729,0.026082,0.030097,0.033528,0.031564,0.038763,0.038236,0.035926,0.036499,0.036343,0.036514,0.032213,0.033995,0.034769,0.030232,0.035437,0.035362,0.038884,0.038539,0.043491,0.042834,0.042246,0.040403,0.039761,0.034187,0.029168,0.017617,0.012622,0.004183,-0.002401,-0.004501,-0.006382,-0.007321,-0.007279,-0.007752,-0.007981,-0.004096,-0.00436,-0.011606,-0.012368,-0.012342,-0.012919,-0.015031,-0.019741,-0.019633,-0.018371,-0.023421,-0.027335,-0.027729,-0.01927,-0.020675,-0.022944,-0.019578,-0.017254,-0.011487,-0.008674,-0.010437,-0.005381,-0.006076,-0.001712,0.001959,0.002291,0.002326,-0.002124,0.000212,-0.000322,0.001022,0.001215,0.002413,0.00257,0.004493,0.004888
0.065495,0.070453,0.020921,0.07072,-0.003206,0.032092,0.03379,-0.029446,-0.035586,-0.031952,-0.032413,-0.072577,-0.030534,-0.063036,-0.097822,-0.130543,-0.111779,-0.15215,-0.05826,0.2577,-0.207503,0.196482,-0.191847,-0.175989,4.220501,-0.173433,1.190649,-0.127709,0.220154,0.184499,-0.150308,-0.231545,-0.231307,-0.237053,-0.005834,-0.055359,-0.207532,-0.172061,-0.10853,0.297126,0.340756,-0.020272,-0.010769,-0.00469,0.592859,-0.007686,-0.00895,-0.004079,0.1308,-0.05,-0.001157,0.562916,0.002832,0.578471,0.012822,1.783331,0.040018,0.030556,0.064418,0.1002,0.101203,0.069706,0.060741,0.14369,0.123807,0.140541,0.071927,0.058216,0.017585,0.002858,0.002286,0.503945,-0.032732,-0.027108,4.383848,-0.014959,-0.037036,-0.037061,-0.041703,-0.030983,-0.032907,-1.680291,-1.67822,-0.034098
-0.06612,-0.037683,-0.486686,0.056766,-0.678503,-0.08154,-0.041741,0.11631,0.003993,0.080456,0.07809,0.0215,-0.037206,-0.004218,-0.015589,0.049558,0.208689,0.468918,0.292847,0.664174,0.094279,0.094978,0.198427,0.012184,1.439288,0.020462,0.484731,0.478448,0.172319,0.1615,0.574303,0.135596,0.07044,0.103884,0.447648,-0.093888,0.100293,-0.00732,0.059907,0.162497,0.032453,-0.147832,-0.033131,0.043723,-0.315521,0.067188,0.058684,-0.029027,-0.109972,-0.167201,-0.199054,-0.519048,0.058706,-0.28685,-0.04361,-1.000544,0.023169,0.031661,0.026634,-0.002907,-0.017552,0.000561,-0.001782,-0.061324,-0.319498,-0.08359,-0.519224,-0.179345,-0.669752,-0.054691,-0.081625,-0.325178,0.633458,0.028524,1.832352,0.257558,0.0429,0.04322,0.1201,0.013103,0.028379,1.117731,1.129917,-0.078784
0.047602,0.068834,-0.168648,-0.07415,-0.342115,0.079202,0.065322,-0.119319,0.000469,-0.110136,-0.115227,0.00831,0.050218,0.082593,0.042981,0.060841,0.199471,0.311281,0.059324,0.082557,-0.00767,-0.090695,0.091276,0.041375,-3.029104,0.013616,-0.841628,0.036302,-0.262198,-0.256554,0.329775,0.05735,-0.020538,0.007021,0.593931,0.312312,-0.038781,0.112207,-0.013154,-0.344914,-0.151587,-0.136329,-0.076092,-0.043929,0.553499,-0.101055,-0.109379,0.065732,0.223714,0.188747,0.012757,0.404284,-0.086033,0.513339,0.089766,1.782592,-0.074269,-0.08827,-0.097903,-0.055569,-0.02599,-0.042506,-0.048094,0.043768,-0.054127,0.070051,-0.1528,0.009371,-0.057927,0.171575,0.18145,0.564482,0.44774,-0.034111,-2.610337,0.263128,-0.072838,-0.067577,-0.220385,-0.007137,-0.03774,-1.900482,-1.928209,0.144433
