0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0.003722,-0.003015,0.002417,0.002529,0.001377,0.001368,0.000249,0.000479,0.000616,0.000534,0.000338,0.001292,0.000176,0.007346,0.001106,0.001158,0.007704,0.00158,0.007868,0.007809,0.002271,0.001014,0.000928,-0.000216,-3e-06,2.6e-05,4e-05,-0.000181,-0.000235,-0.000131,7.7e-05,0.006356,0.000157,0.000478,0.000482,0.000769,0.007384,0.007298,0.00087,0.00724,0.007293,0.000708,8.7e-05,0.006148,0.004692,0.00465,-0.00167,-0.001498,-0.001679,-0.001935,-0.008319,-0.000805,-0.002069,-0.000771,-0.000717,-0.000455,-0.000471,-0.000196,1.6e-05,0.006293,1.1e-05,0.006277,0.006195,2.2e-05,0.006254,9e-05,6.6e-05,0.006462,0.006559,0.006838,0.007193,0.007149,0.005881,0.006978,0.006746,0.006736,0.006736,0.006484,0.006359
-0.019107,-0.017407,-0.011435,-0.011798,-0.00629,-0.005994,-0.000855,-0.001635,-0.002072,-0.001793,-0.001152,-0.00599,-0.000353,-0.003557,-0.005363,-0.005531,-0.004711,-0.006897,-0.00518,-0.004966,-0.010835,-0.005029,-0.004753,0.000682,-1.2e-05,-9.2e-05,1.8e-05,0.000583,0.000767,0.00041,-0.000245,0.001568,-0.000512,-0.001551,-0.001567,-0.002478,-0.001707,-0.001412,-0.002779,-0.001181,-0.00133,-0.002256,-0.000261,0.002327,0.008649,0.008768,0.006999,0.006458,0.007028,0.00782,0.006371,0.002529,0.008236,0.002418,0.002246,0.001421,0.001471,0.00061,-5.2e-05,0.00165,-3.5e-05,0.001699,0.0018,-6.4e-05,0.001757,-0.000193,-0.000133,0.001132,0.000835,-1.1e-05,-0.001077,-0.000879,0.004698,-0.00038,0.000327,0.000372,0.000619,0.001134,0.00149
0.018333,0.012311,0.007837,0.007584,0.003513,0.003591,-0.000623,-0.001192,-0.001509,-0.001303,-0.000835,0.003746,-0.000423,0.004741,0.004208,0.004087,0.003902,0.003069,0.003556,0.003717,0.008373,0.004477,0.004688,0.000506,-2e-06,-6.2e-05,-0.000225,0.000437,0.000573,0.000314,-0.000174,0.000365,-0.000372,-0.001138,-0.001148,-0.001828,-0.002076,-0.001863,-0.00207,-0.001709,-0.001822,-0.001684,-0.000198,0.000905,-0.002601,-0.002512,-0.003003,-0.003403,-0.002972,-0.00238,-0.002636,0.001881,-0.002071,0.001794,0.001662,0.001051,0.001086,0.000452,-3.7e-05,0.000414,-2.7e-05,0.000442,0.000256,-3.9e-05,0.00021,-0.000426,-0.000375,3.7e-05,-0.000181,-0.000807,-0.001602,-0.001479,-0.005505,-0.001102,-0.000582,-0.000559,-0.000464,8e-06,0.000266
-0.140763,0.254594,-0.142212,-0.081796,0.321087,4.986583,-0.116129,1.334915,-0.098142,0.340174,0.03164,-0.12182,5.2464,1.499301,-0.108701,-0.051576,-0.100202,1.569937,-0.048431,-0.021739,-0.064701,-0.031335,-0.052443,0.004165,0.019,0.026385,5.321568,0.066231,-0.017561,0.202531,0.02239,0.735581,0.548482,0.020866,0.332798,0.031887,0.470706,0.361586,0.012033,0.012643,0.031229,0.459641,0.152709,0.036984,0.116076,0.111506,0.118134,0.169712,0.016816,0.033019,0.061766,0.023857,0.048733,0.028134,0.014505,0.011002,0.010196,0.011568,-0.403205,0.029645,-0.00098,0.012101,-4.461254,0.101171,-4.693653,-4.722221,-4.819844,0.152412,0.099589,0.142824,0.112781,-1.486322,0.045098,-0.010344,-0.29885,0.028852,-5.284559,-1.435511,0.185174
0.001401,0.491296,0.505107,-0.013291,0.388376,-1.700246,0.753598,2.196621,0.857011,1.018014,1.239665,1.192436,-0.074332,0.620051,1.284933,0.860868,0.883911,0.06983,-0.01979,0.380212,0.220088,-0.060333,0.128012,0.52789,0.671763,0.839331,0.217987,1.014917,0.978127,0.280295,1.211025,0.518104,0.359922,0.81388,0.27106,0.628462,0.22757,-0.322509,0.279923,0.219177,0.614744,0.342614,0.393587,0.678205,0.046124,0.057466,-0.007869,-0.005986,0.014197,-0.168806,-0.17538,-0.203867,-0.135688,-0.21598,-0.114939,-0.085117,-0.119183,-0.083183,-0.284452,-0.225912,0.002143,-0.112059,-2.40897,-0.769587,-2.589087,-3.043861,-2.601095,-1.15837,-0.996042,-1.319823,-1.121662,-1.417785,-1.231678,-1.046516,-1.533804,-1.330961,-1.967052,-1.682455,-1.384502
-0.066392,-0.778978,0.267789,-0.045705,-0.543642,1.336656,0.425018,-1.524885,0.254893,0.266349,0.556005,0.318591,0.418968,0.201881,0.121487,0.008839,0.060065,-0.209468,0.003382,0.459633,0.084912,0.17634,0.050937,0.297844,0.374697,0.463623,-0.857489,0.63376,0.315548,0.942648,0.202592,0.719056,0.095039,0.183712,0.904059,0.135018,-0.046819,0.791622,0.117497,0.128277,0.348167,1.088267,0.480242,0.40834,0.438672,0.222633,0.596515,0.668436,0.078834,0.400458,0.365391,0.345182,0.211795,0.369746,0.198065,0.18222,-0.035051,0.182832,0.383829,0.135828,0.001915,-0.029974,2.290696,-0.452769,1.627501,1.087058,1.246767,-0.64036,-0.523464,-0.719568,-0.643289,-0.667646,-0.90397,-0.824317,-0.877385,-0.752306,-1.435145,-1.178256,-0.762379
0.004289,0.004205,0.003416,-0.003192,-0.003619,0.002331,0.002809,0.002214,0.001382,0.007531,0.0007,7.4e-05,0.000705,0.001019,0.001934,-0.004206,-0.003564,0.002742,0.002746,0.002257,0.001559,0.001357,0.001303,0.000442,0.00019,-0.000876,-0.000705,-0.000887,-0.000426,-0.000151,0.000507,0.000612,0.000559,-0.005726,-0.005689,-0.0055,-0.005662,-0.005862,-0.006078,8.6e-05,-0.000452,-0.006523,-0.000388,-0.000691,-0.000997,0.004955,-0.001849,-0.002493,-0.002886,-0.003387,-0.003854,-0.004129,-0.004137,-0.004204,-0.004324,-0.004433,-0.004642,-0.00487,-0.004074,-0.003926,-0.004273,-0.00424,-0.004093,0.003117,-0.003365,-0.003063,-0.002528,-0.002019,-0.001565,0.005282,-0.001398,-0.001839,0.004693,-0.002204,-0.001925,-0.001694,-0.001521,-0.001576,-0.00239
0.017567,0.017334,0.011089,0.012218,0.007094,0.000219,0.00552,-0.00011,-0.006511,-0.0089,-0.008727,-0.014491,-0.008698,-0.007662,-0.000927,0.001491,0.007277,0.005449,0.009152,0.007531,0.001532,0.000868,0.000588,-0.005853,-0.006693,-0.013938,-0.009678,-0.013999,-0.008762,-0.007856,-0.001971,-0.00162,-0.001799,-3e-06,0.000117,0.000734,0.000175,-0.000504,-0.001222,-0.003373,-0.005154,0.000995,-0.001259,-0.002253,-0.003261,-0.006167,-0.006068,-0.00819,-0.009479,-0.011101,-0.0126,-0.013454,-0.013455,-0.013628,-0.013975,-0.014305,-0.014944,-0.015641,-0.009331,-0.008843,-0.013657,-0.013524,-0.013042,-0.012851,-0.010672,-0.009685,-0.007987,-0.006361,-0.004922,-0.006134,-0.004389,-0.009547,-0.011843,-0.010692,-0.006031,-0.005302,-0.004759,-0.004912,-0.011222
0.005213,0.004947,0.008501,0.00919,0.013607,0.016837,0.012415,0.016505,0.020015,0.018338,0.01837,0.022429,0.018397,0.019139,0.015738,0.017348,0.013202,0.011947,0.00635,0.005192,0.009121,0.008657,0.008522,0.012115,0.011547,0.014702,0.009557,0.014707,0.010193,0.010812,0.006724,0.006957,0.006836,0.008019,0.008096,0.008503,0.008125,0.007672,0.007196,0.005784,0.004612,0.000655,-0.000823,-0.001481,-0.002151,-0.004069,-0.004029,-0.00547,-0.006355,-0.007497,-0.008587,-0.009262,-0.009312,-0.009528,-0.00988,-0.010167,-0.010744,-0.011378,-0.015267,-0.014967,-0.010219,-0.010223,-0.009912,-0.009707,-0.008253,-0.00755,-0.006247,-0.005002,-0.003886,-0.004665,-0.003488,0.001099,-0.000548,0.000164,-0.004856,-0.004288,-0.003859,-0.003995,-0.000349
0.019379,-0.542911,0.006023,-0.003626,-0.03248,-0.067955,-0.037679,-0.068482,-0.103531,-0.105908,-0.10543,-0.107151,-0.106385,-0.1045,-0.073591,-0.071012,-0.03161,-0.049998,0.003517,-0.033283,-0.034085,-0.032211,4.108502,-0.06971,-0.073139,-0.103415,-0.069185,-0.104861,-0.024917,0.514162,-0.034682,-0.040841,-0.035441,-0.035366,-0.035801,-0.035563,-0.036062,-0.028252,-0.03593,-0.03419,-0.035398,-0.001327,-0.00173,-0.001573,-0.000169,-0.002475,-0.001077,-0.001017,-0.00311,-0.001935,-0.002999,-0.003271,-0.002868,-0.002802,-0.00309,-0.002939,0.001789,-0.002961,0.031879,0.031913,-0.003561,-0.002885,-0.002844,-0.002046,-0.006509,-0.002348,0.005052,-0.001421,-0.001139,-0.000589,-0.004841,-0.036723,-0.035349,-0.036077,-0.004619,0.006893,0.156373,0.37304,0.136198
