0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
0.017653,0.025728,0.02568,0.025597,0.032849,0.032868,0.032946,0.032601,0.024902,0.032349,0.024146,0.023672,0.023673,0.015788,0.007334,0.007323,-0.000513,-0.008828,-0.008819,-0.001008,-0.008855,-0.001049,-0.008864,-0.000482,-0.000476,-0.000475,-0.000483,-0.000479,-0.000453,-0.00101,-0.000968,-0.000334,-0.00084,-0.000827,-0.000784,-0.000772,-0.000766,-0.000774,0.007098,-0.000149,0.007646,-0.000283,-0.000335,0.00697,-0.000982,-0.000484,-0.008448,-0.001159,-2.1e-05,-2.4e-05,0.007809,-0.000124,-0.000156,-0.000167,-0.000157,-0.000123,-9.6e-05,-0.007954,-0.000108,-8.1e-05,-5.5e-05,-6.3e-05,-6.9e-05,-8.7e-05,-0.007891,-7.9e-05,-2.5e-05,-2.4e-05,0.000532,0.000544,0.000544,0.000552,0.008973,0.016761,0.008859,0.009371,0.00872,0.015891,0.015735,0.015797,0.015135,0.015062,0.007968,0.006653,0.007326,0.01572,0.015096,0.015104,0.015772,0.015754,0.015714,0.0164,0.016392,0.00862,0.008541,0.008598,0.009203
-0.004808,-0.01171,-0.012895,-0.015619,-0.013333,-0.01552,-0.018478,-0.016833,-0.018544,-0.01479,-0.010027,-0.004028,-0.003291,-0.001502,0.004834,0.005111,0.004412,0.007438,0.007306,0.00837,0.008296,0.009407,0.008556,0.003752,0.003628,0.003482,0.00378,0.003709,0.003098,0.008536,0.007497,0.000137,0.004304,0.004027,0.002984,0.002722,0.00254,0.00274,0.003341,-0.002379,-0.001162,-0.000744,0.000396,0.006939,0.007546,0.003765,0.004694,0.011413,0.000648,0.000588,0.001939,0.002402,0.003429,0.003657,0.003413,0.002723,0.002109,0.00173,0.00243,0.001846,0.00122,0.00138,0.001574,0.001867,0.000745,0.001813,0.000518,0.000422,-0.004827,-0.005029,-0.005124,-0.005491,-0.01027,-0.008395,-0.008666,-0.011662,-0.004905,0.002587,0.003195,0.00335,0.009052,0.008718,0.001621,0.011994,0.006494,0.001595,0.00645,0.005948,0.000123,8.7e-05,0.000253,-0.00541,-0.005391,-0.005779,-0.005087,-0.005635,-0.010282
0.037511,0.038787,0.03695,0.033286,0.024318,0.021328,0.017553,0.008493,0.007208,-0.000173,-0.00446,-0.008085,-0.007216,-0.003994,-0.006072,-0.005713,-0.005563,-0.011847,-0.012022,-0.011694,-0.010764,-0.010363,-0.010441,-0.006418,-0.00658,-0.006774,-0.006387,-0.006486,-0.007284,-0.011518,-0.012885,-0.011196,-0.017152,-0.017546,-0.01901,-0.019444,-0.019736,-0.019563,-0.019933,-0.014973,-0.014539,-0.012894,-0.011343,-0.015187,-0.013212,-0.006623,-0.004156,-0.007726,0.000922,0.000833,0.001624,0.003418,0.004846,0.005157,0.004795,0.003817,0.002947,0.003531,0.003387,0.002564,0.001695,0.001916,0.002178,0.002581,0.002124,0.002498,0.000713,0.00058,0.005073,0.004801,0.004657,0.004165,0.008179,0.009629,0.010478,0.017922,0.015448,0.012815,0.013583,0.01372,0.009752,0.009203,0.012376,0.003075,0.007297,0.011039,0.006003,0.005305,0.008999,0.008908,0.009061,0.012965,0.012963,0.013641,0.014504,0.013796,0.018978
4.759127,4.929688,-0.055091,-0.11609,5.367339,0.663901,-0.199168,-0.091407,-0.162351,-0.176966,-0.163987,1.498175,0.275747,-0.582055,0.459923,-0.020461,0.041655,-0.019533,0.476213,-0.010965,0.520118,0.142637,0.010466,0.021677,0.03491,-0.063112,0.030446,0.035788,0.036484,0.070517,0.069946,0.032121,0.020027,0.051701,0.017998,0.005145,0.450923,-0.005668,0.059659,5.448468,0.498537,-0.0344,-0.060303,-0.00305,0.047522,0.049675,0.021227,0.248306,0.052129,-0.000101,0.603375,0.613382,0.075364,0.018736,0.080795,0.034263,0.065626,0.024187,0.157816,0.053931,0.073836,0.262653,0.124072,0.299974,0.081502,0.075252,0.136235,0.223067,0.301243,-1.19854,0.31862,-0.936868,0.305169,0.127983,-3.919518,0.400546,0.07127,0.326771,-3.253488,0.329376,0.231375,-3.376833,-0.078471,-2.871995,-1.01911,0.281346,1.38003,0.117825,-0.19715,0.173744,0.072621,0.032188,0.417031,-0.807715,0.246233,0.280341,0.132517
1.592601,1.039894,-0.047871,0.286044,0.688588,1.494977,0.398369,0.168284,0.316588,0.739732,0.656377,0.666573,0.962703,-0.908205,0.362973,0.365002,0.172971,0.622969,0.66457,0.684367,0.416515,0.566832,0.754181,0.426634,0.029979,0.647022,0.058224,-0.009213,-0.00589,-0.01314,0.003246,0.016346,0.366409,0.143431,0.396675,0.503337,0.966404,0.609994,0.084634,1.141299,0.328608,0.557738,0.766664,0.596707,0.195791,0.185117,0.107064,-0.369597,-0.126262,-0.000489,-1.528194,-1.697019,-0.288931,-0.215968,-0.416314,-0.311534,-0.432576,-0.266546,-0.827884,-0.374779,-0.422026,-0.934715,-0.477745,-0.901361,-0.337034,-0.432974,-0.557251,-0.76562,-1.031001,-1.520128,-1.276212,-1.846862,-0.981878,-1.497279,-3.074087,-1.393359,-1.236447,-0.909451,-3.004722,-0.852726,-0.775624,-2.32955,-0.317621,-2.308896,-0.559538,0.577855,1.466643,-0.143895,-0.360459,-0.194908,-0.587334,0.005732,-0.513446,-0.544117,-0.336832,-0.453799,-0.236085
1.130627,1.135655,-0.829789,-0.716332,0.331556,-2.98057,-0.632028,-0.256522,-0.259076,0.251329,0.205372,0.631863,0.56482,2.442291,-0.039077,-0.184281,-0.020333,0.183859,0.404432,0.40274,0.277266,0.37734,0.176285,0.238147,0.008955,0.366044,0.0581,-0.009114,-0.020632,0.022593,0.001611,-0.024591,0.183353,0.073229,0.1952,0.26963,0.243551,0.357118,0.041068,-0.180743,0.125531,0.303673,0.467351,0.392672,-0.084185,0.160938,-0.180397,0.621996,0.207917,0.001099,2.515343,2.580882,0.304479,0.385626,0.553323,0.301791,0.223814,0.297149,-0.030275,0.266024,0.197306,-0.141509,-0.075079,-0.316418,-0.021607,0.279936,0.101243,-0.272556,-0.235982,-0.477667,-0.169882,-0.792574,0.05638,-0.365751,-2.842123,-0.218831,-0.21932,0.217974,-3.528394,0.253581,0.274109,-3.56559,0.265777,-4.251596,-1.131139,-0.493382,-1.83146,-0.228739,-0.41405,-0.26889,-0.826461,-0.409791,-0.487729,-1.857316,-0.389959,-0.260104,-0.383807
0.000144,0.00025,0.000232,0.00014,-3.6e-05,-0.000161,-0.000106,-3e-05,-0.000153,-0.000154,-2e-06,0.007309,0.007126,0.00703,0.006987,0.007019,0.007139,0.007256,0.007372,0.007401,0.007425,0.007394,0.007315,0.007341,0.007356,-0.000274,0.007295,-0.000294,-0.000392,-0.000329,-0.000342,-0.000344,-0.007755,-9.6e-05,7.8e-05,0.000204,0.000322,0.000308,0.000339,0.00031,0.000399,0.000203,1.8e-05,8.2e-05,-0.000151,-0.000347,-0.000482,-0.000539,-0.00072,0.006813,0.006713,-0.00102,0.006639,-0.001162,-0.001132,-0.001139,-0.001067,-0.00103,0.006988,-0.000785,-0.000801,-0.000704,-0.000837,-0.000937,0.007033,-0.000963,0.006956,0.007038,-0.001002,0.006973,-0.001016,-0.001053,-0.000968,-0.000961,-0.008999,-0.000849,-0.000815,-0.000513,-0.008538,-0.000149,7.1e-05,6.9e-05,0.008166,2.5e-05,0.000148,0.000175,0.00024,-0.007844,0.000324,0.000305,0.00036,0.000367,0.000433,0.000507,0.000619,0.000603,0.000798
0.000721,0.001564,0.001445,0.000884,7.2e-05,-0.005771,-0.00065,-0.00018,-0.005733,-0.00575,9e-06,-0.00635,-0.012334,-0.013009,-0.013391,-0.013248,-0.012592,-0.011948,-0.006354,-0.006186,-0.006082,-0.006379,-0.011925,-0.011819,-0.011797,-0.016918,-0.017406,-0.017084,-0.022835,-0.017329,-0.017429,-0.017446,-0.010321,-0.010654,-0.009431,-0.003507,-0.002665,-0.002774,-0.002543,-0.002756,0.002899,-0.003519,-0.00985,-0.004377,-0.011056,-0.012468,-0.013439,-0.013866,-0.015224,-0.01692,-0.017755,-0.012381,-0.018649,-0.013439,-0.013258,-0.00824,-0.012828,-0.012553,-0.006672,-0.00569,-0.010905,-0.010215,-0.011179,-0.017051,-0.01198,-0.012335,-0.012884,-0.012572,-0.012552,-0.008032,-0.007565,-0.007832,-0.007195,-0.007092,-0.006496,-0.011416,-0.011113,-0.003691,-0.007892,-0.006246,-0.010185,-0.009862,-0.010486,-0.004948,-0.009284,-0.003868,-0.008716,-0.002532,-0.008002,-0.002912,-0.00251,-0.002467,-0.002,-0.001474,0.004546,0.004501,0.00034
0.00086,0.00188,0.001739,0.001061,1.4e-05,0.003811,-0.000781,-0.000216,0.003858,0.003838,8e-06,0.003254,0.006813,0.006001,0.00554,0.005706,0.006491,0.007264,0.00322,0.003423,0.003542,0.003179,0.007285,0.007409,0.007439,0.011989,0.011484,0.011807,0.015691,0.011528,0.011416,0.011401,0.009106,0.008788,0.010263,0.006586,0.007597,0.007458,0.007725,0.007464,0.003452,0.006543,0.009748,0.005524,0.008319,0.006642,0.005486,0.004973,0.003335,0.001356,0.00033,-0.004144,-0.000858,-0.005516,-0.005364,-0.01023,-0.004974,-0.004657,-0.008334,-0.007223,-0.002685,-0.001843,-0.003111,0.00056,-0.004116,-0.004768,-0.005416,-0.004964,-0.005176,-0.010643,-0.010188,-0.010583,-0.009795,-0.009726,-0.00905,-0.004025,-0.003657,-0.005167,0.00068,0.003112,0.009591,0.009916,0.009157,0.004929,0.010712,0.006439,0.011446,0.008172,0.012479,0.007748,0.008296,0.008349,0.008987,0.009698,0.006254,0.006164,0.012107
0.817468,-0.021109,0.005926,-0.000494,4.284723,-0.035837,-0.000471,-0.000363,-0.035692,-0.035597,-0.000216,-0.034443,-0.069713,-0.066196,-0.067105,-0.070341,-0.065915,0.246958,0.276278,-0.033956,-0.02448,-0.368093,0.139785,-0.044103,0.131646,-0.104547,-0.0671,-0.105591,-0.153595,-0.00437,-0.113552,-0.110952,-0.083741,-0.083704,-0.001428,0.112912,-0.043647,-0.038858,-0.005748,-0.038623,0.005274,-0.020325,0.104867,-0.045534,-0.048413,-0.078008,0.064157,-0.073549,-0.528527,1.265772,-0.01319,-0.052476,0.199484,0.294219,-0.047115,-0.012652,0.034009,-0.050298,0.0567,0.007367,0.198761,0.009706,0.188685,0.02619,0.345992,-1.624404,-0.020178,3.042106,0.205064,0.044345,0.010604,0.197901,-0.001754,-0.000784,-0.002465,-0.034046,-0.03806,0.064905,-0.002831,0.207326,2.657367,0.204973,0.301855,0.108112,0.030849,0.274201,2.191455,0.040183,0.164957,0.165979,0.334872,0.075491,0.007504,0.154646,0.776342,0.239262,-1.304452
