0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156
-0.008242,-0.007523,-0.001561,-0.001658,-0.002477,-0.002436,-0.008985,-0.008906,-0.002763,-0.002494,-0.001575,-0.007724,-0.007433,-0.000789,-0.000368,-0.000148,1.4e-05,0.006528,0.006454,5.7e-05,-4.6e-05,0.006494,0.006434,-4e-06,0.006436,-6e-06,-3e-06,1.1e-05,-0.000601,-0.000533,0.005787,4.3e-05,0.006503,0.006717,0.006605,0.013968,0.01409,0.014264,0.015129,0.01434,0.014341,0.007719,0.006817,0.006527,-1.4e-05,-0.00015,-0.000382,-0.000361,0.006086,-0.000288,-0.000187,-7.6e-05,-0.00096,-0.000893,-0.000169,0.006179,-0.001305,-0.007733,-0.007702,-0.007586,-0.008358,-0.013808,-0.00723,3.6e-05,-0.006243,0.000195,-0.005966,0.000516,-0.005759,0.000799,0.000829,-0.005734,-0.005766,-0.005794,-0.006546,-0.005832,-0.005831,-0.00748,-0.000957,-0.00015,-3e-05,-2e-06,0.0002,0.005937,-0.000821,-0.000316,0.000447,0.005926,0.007487,0.000469,0.007165,0.000963,0.001297,0.007728,0.001253,0.001029,0.001059,0.00107,0.001058,0.001009,0.00091,-0.005847,0.000578,0.000458,0.000299,0.000271,0.000118,6.3e-05,-5e-06,0.000801,-1.2e-05,0.000734,8.7e-05,0.000855,7.9e-05,0.000114,8e-05,-0.000737,0.006648,-6e-06,0.006752,0.007034,0.000403,-0.000488,0.000208,-0.000836,-0.000613,-0.000562,-0.000805,-0.000837,-0.000877,-2.3e-05,-0.006581,0.0,0.000152,0.000105,0.000173,-0.006595,-0.013288,-0.006596,-0.006861,-0.006996,-0.000202,-0.000378,-0.000449,-0.006993,-0.00023,-0.000167,0.006279,-0.000304,-0.000812,-0.000925,-0.000469,0.000396,0.007917,0.007979,0.001195
0.011909,0.006292,0.012819,0.013619,0.019965,0.019772,0.018568,0.01849,0.022471,0.020374,0.013163,0.009698,0.00743,0.006636,0.0031,0.001223,0.00047,1e-06,0.000635,-0.0005,0.000366,0.000294,0.000811,2.8e-05,0.000808,1e-06,2e-06,-0.000103,0.004572,0.004019,0.00576,-0.000274,0.000269,-0.000627,-0.000513,-0.006527,-0.007728,-0.008396,-0.01433,-0.008222,-0.007874,-0.007714,-0.001239,0.000718,0.000117,0.00096,0.002482,0.002357,0.003509,0.002103,0.00122,0.000489,0.006602,0.00616,0.001112,0.002818,0.008839,0.007766,0.007628,0.006984,0.012522,0.004988,0.004856,-0.000218,-0.002066,-0.001324,-0.004034,-0.003726,-0.005555,-0.005556,-0.005779,-0.005957,-0.005769,-0.005658,-0.000297,-0.005503,-0.005588,0.006417,0.007059,0.001139,0.000252,-0.000119,-0.001445,0.00507,0.006099,0.002387,-0.003196,0.005193,-0.006177,-0.003502,-0.003731,-0.00683,-0.009146,-0.007409,-0.008753,-0.007138,-0.007327,-0.007365,-0.007273,-0.006911,-0.006238,-0.006281,-0.003978,-0.003169,-0.002053,-0.001612,-0.000833,-0.000457,1.6e-05,-0.005733,2.3e-05,-0.005223,-0.000696,-0.006123,-0.000528,-0.000851,-0.000569,0.005261,0.000978,3e-05,0.000312,-0.00159,-0.002706,0.003797,-0.001381,0.005868,0.004516,0.004042,0.005654,0.005867,0.006136,0.000235,-0.001271,6e-06,-0.001003,-0.000675,-0.001147,-0.001259,-0.001873,-0.001301,0.000541,0.001427,0.001349,0.002488,0.003152,0.001569,0.001577,0.001248,0.003295,0.002027,0.005792,0.00628,0.00348,-0.002974,-0.008534,-0.008926,-0.008638
0.02003,0.023729,0.019624,0.020189,0.016633,0.016239,0.015865,0.015555,0.009449,0.007651,0.010269,0.008151,0.006352,0.005082,0.002367,0.000936,0.000327,-0.000639,-0.000158,-0.000384,0.000276,-0.000418,-2.7e-05,1.9e-05,-2.9e-05,4e-06,5e-06,-7.5e-05,-0.00471,-0.005129,-0.004445,-0.000225,-0.000443,-0.001342,-0.001055,0.00188,0.000973,0.000419,0.004072,0.000515,0.000766,0.001579,-0.001684,-0.000151,8.5e-05,0.000756,0.001946,0.001846,0.002045,0.001416,0.000956,0.000386,-0.003158,-0.003503,0.000865,0.001488,-0.001434,-0.001567,-0.001676,-0.002168,-0.006131,-0.003014,-0.003793,-0.000158,-0.000904,-0.00101,-0.002423,-0.002857,-0.003609,-0.004304,-0.004494,-0.003963,-0.003822,-0.003749,-0.00786,-0.003644,-0.003725,-0.010907,-0.011097,-0.007452,-0.00817,-0.00847,-0.009565,-0.013441,-0.011907,-0.0065,-0.002618,-0.004925,0.002664,-0.002872,-0.003809,-0.005658,-0.007619,-0.006939,-0.007363,-0.006042,-0.006221,-0.006286,-0.006241,-0.005964,-0.005393,-0.004661,-0.003457,-0.002759,-0.001787,-0.001584,-0.000723,-0.000396,2.2e-05,0.003765,2.7e-05,0.004209,-0.000606,0.003426,-0.00046,-0.000758,-0.000496,-0.004174,5.3e-05,2.5e-05,-0.000537,-0.002214,-0.002391,-0.005465,-0.001225,-0.003634,-0.004786,-0.005251,-0.00382,-0.003624,-0.003386,0.000265,-0.000242,1e-06,-0.000891,-0.000603,-0.001017,-0.000296,-2.1e-05,-0.000331,0.001326,0.002071,0.001194,0.002191,0.002768,0.002187,0.001388,0.001041,0.002095,0.001783,0.004969,0.005501,0.002931,0.006143,0.009241,0.008902,0.009944
4.842796,-0.039828,0.010807,-0.096197,-0.297009,0.044435,0.948905,-0.249443,-0.037409,0.071819,0.033184,-0.048841,-0.005386,-0.011604,0.029247,-0.029997,4.2899,0.049512,-0.131472,-0.255364,0.011746,-0.094969,0.008073,0.429823,-0.003809,0.048951,-0.025659,-0.07815,-0.018654,-0.165025,0.024151,1.429262,-0.269417,4.669255,-0.223576,-0.326523,-0.376627,-0.106644,-0.135202,-0.105182,-0.049917,-0.062334,-0.025531,-0.011538,-0.522999,-0.15178,-0.192997,-0.069859,-0.238943,-5.539337,-0.04172,-0.067144,0.019574,0.035923,-0.007366,-0.034163,0.022337,0.226503,0.029736,0.226923,0.216149,0.017721,-0.010705,-0.022374,-0.011227,0.013666,-0.001182,-0.682046,-0.002049,-0.094299,-0.069307,0.011023,-0.022012,-0.002006,0.033556,-0.002915,-0.003183,0.072262,0.085582,0.020191,0.031729,-0.668637,0.033801,0.067749,0.050818,-0.042086,-0.019863,0.029422,0.444029,-0.783938,0.001054,-0.001899,0.015857,0.026559,0.029475,0.034649,0.000506,0.0193,0.097704,0.035909,0.112834,0.049989,0.039274,0.05303,-0.444833,-5.312539,0.040972,0.04323,0.012476,0.039947,0.05859,-1.567033,0.072007,0.00156,-1.616651,-1.926422,-0.028922,-0.112465,-0.38862,-0.130509,-0.145748,-0.124715,-0.755163,-5.336479,-0.728529,-1.607732,-5.261329,-0.451458,0.014751,-1.490579,-0.368715,-4.968607,-4.978042,0.053916,0.031883,-0.008682,0.071436,0.026033,0.045117,0.156564,-4.530963,-0.270472,0.251644,-1.183635,-3.9046,-1.072445,-1.103881,-3.443621,-0.183758,-0.185216,-3.077226,-0.149843,-2.528622,0.013685,-0.510776,-0.004218,0.308654
0.903131,-0.154755,-0.29177,0.03372,0.583612,0.105406,0.493119,0.448025,-0.056068,-0.169534,-0.175152,-0.006597,0.005093,0.00385,-0.121411,0.08873,2.734899,-0.013068,0.224973,0.44688,-0.015984,0.472799,0.008771,0.195891,0.001754,0.533158,0.084594,0.14969,0.272512,0.522692,0.551643,0.966788,0.648341,2.938916,0.771185,1.03014,2.220234,0.517625,0.439903,0.407484,0.104433,0.144738,0.134522,0.086944,0.06615,0.686553,0.938899,0.413662,0.600824,0.29272,0.202131,0.611274,0.100947,-0.028146,-0.004371,0.294279,0.070244,-0.495746,-0.006331,-0.462219,0.022699,0.071878,0.334173,0.072639,-0.000886,-0.141021,0.026247,1.423998,0.027778,0.555842,0.150012,-0.078877,0.06813,0.02684,0.020473,0.028513,0.028978,0.027658,-0.110806,0.043712,0.022456,1.442657,0.018262,-0.012659,0.075219,0.459826,0.27539,-0.043892,0.011134,1.448401,-0.001385,0.028996,-0.059005,-0.215011,-0.122252,-0.56973,0.059695,-0.26484,-0.523846,-0.090999,-0.660115,-0.179238,-0.151648,-0.55763,-0.58115,0.04454,-0.661596,-0.698997,-0.51784,-0.679571,-0.773638,-0.634402,-0.929603,-0.235226,-0.45279,-1.562381,-0.241086,0.016579,-1.657218,-0.891903,-0.741766,-0.474702,-2.004371,0.942254,-0.867808,-0.025864,0.684894,-0.35199,-0.466358,-0.580419,-0.582192,-0.262779,0.334487,-0.503113,-0.214403,-0.217917,-0.410703,-0.216005,-0.357677,-0.814279,-0.738351,-1.680884,-1.422152,-2.964248,-0.990399,-0.806922,-0.613864,-1.093188,-0.576984,-1.841285,-1.627799,-0.878689,-1.460682,-0.33068,-0.813689,-0.167338,-0.374149
2.763541,0.173948,0.394921,0.374105,0.574351,0.524775,2.1452,0.657163,0.611268,0.235508,0.226522,0.2748,0.03451,0.073605,0.150524,0.064555,2.51486,0.036001,0.197738,0.312817,-0.010964,0.38565,0.047399,0.172308,0.041678,-0.745532,0.060762,0.108259,-0.142285,0.034477,-0.660376,0.113906,0.030966,1.073434,-0.39991,-0.450673,-2.955035,-0.81852,-0.663815,-0.422762,-0.162298,-0.228099,-0.204031,-0.127569,-0.204394,-0.853253,-0.694723,0.075032,0.261577,1.031102,-0.118595,0.167543,0.138018,0.01768,0.008144,0.266372,0.343281,0.761598,0.025905,0.736267,-0.028293,0.02135,0.208351,0.063917,-0.028943,0.153622,-0.04751,-2.258685,-0.047981,0.258997,-0.244122,0.11201,-0.111918,-0.046417,-0.029702,-0.048977,-0.049693,-0.005731,0.179563,0.023045,-0.029127,-2.254957,-0.023519,0.012843,0.070523,0.350659,0.152635,0.038493,-0.141361,-2.244963,0.006458,-0.04178,-0.105013,-0.137069,-0.154029,-0.438235,-0.117505,-0.484397,-0.407863,-0.138194,-0.502041,-0.20775,-0.146022,-0.423881,-0.316774,0.85396,-0.440802,-0.494916,-0.366756,-0.487852,-0.798277,-0.387527,-0.818818,-0.602794,-0.654532,1.790253,-0.650797,-0.221986,1.967649,0.47754,0.374872,-0.341862,1.559535,-1.455588,0.02774,-1.030684,-1.391599,-0.109003,-0.091227,-0.609405,0.111953,-1.809099,-1.729721,0.125562,0.334571,0.309188,-0.094371,0.297212,0.403117,0.330578,-2.880045,0.385697,-0.119563,1.851909,-3.150526,-0.282401,-0.384371,-3.751484,0.017777,0.778395,-3.648738,0.711335,-3.958467,0.473316,0.507753,0.13198,-0.270577
-0.000524,0.006453,0.00628,0.006539,0.006502,0.006546,0.006525,-0.00052,-0.000637,-0.000408,-0.000526,-0.000382,-0.000168,6.2e-05,0.000426,0.008006,0.008342,0.008336,0.001616,0.002004,-0.004776,-0.004714,0.001969,0.001789,-0.005214,0.001602,0.001363,0.001375,0.001273,0.001306,-0.005588,-0.0055,-0.005267,-0.005575,-0.005597,-0.012552,-0.005593,-0.005521,-0.005305,-0.005436,0.001645,-0.005274,0.001534,0.001956,0.001802,0.001719,0.008653,0.001986,0.001819,0.00186,0.001612,0.001768,0.001533,0.001555,0.001452,0.001258,0.000973,0.007257,0.000188,0.006629,-0.000308,-0.000387,-0.000124,6.3e-05,-0.006366,0.000511,0.000623,0.000988,-0.005631,-0.005373,0.001377,0.001324,-0.005324,0.001354,0.001295,0.007823,0.001086,0.000657,-0.005924,0.00034,0.000286,8e-06,-0.006518,-7e-06,-7.5e-05,-0.006731,-0.000278,-0.000286,-0.000329,-9e-06,0.000155,-3.6e-05,2e-06,0.000169,-0.006259,0.000156,-2e-06,-0.006339,-0.006294,-0.006329,-0.006236,-0.006486,0.000162,-7.2e-05,1.1e-05,-0.006621,-0.00019,-0.000408,-0.006964,-0.007301,-0.007311,-0.001213,-0.001468,-0.001616,-0.001992,-0.002105,-0.001883,-0.001959,-0.001499,-0.007603,-0.000835,-0.000246,3.3e-05,1.2e-05,0.006753,5e-06,-0.000166,-0.000241,-0.000385,-0.000581,-0.000392,-0.000303,-0.000682,-0.000725,-0.000344,-0.000396,-0.000158,-0.000295,-2e-06,-4.2e-05,1.8e-05,9e-06,0.000106,3.9e-05,2.5e-05,-5e-05,-0.00028,-0.00099,-0.000789,-0.00093,-0.000998,-0.000859,-0.000734,-0.00059,-0.000548,-0.000476,-0.000342
-0.003111,-0.003546,-0.009056,-0.003098,-0.007849,-0.007609,-0.00777,-0.007663,-0.012905,-0.011499,-0.016741,-0.015834,-0.014486,-0.013053,-0.019848,-0.021554,-0.019385,-0.023944,-0.021272,-0.018717,-0.01198,-0.011594,-0.014262,-0.010862,-0.00585,-0.003008,-0.004567,1e-05,-0.000654,-0.000446,0.000383,0.005343,0.010957,0.004543,0.004346,0.004311,0.00413,0.004521,0.005713,0.004792,0.009988,0.005597,0.004957,0.011835,0.006586,0.011092,0.011062,0.012161,0.006843,0.007166,0.001385,0.006697,0.000948,0.005444,0.000498,-0.000699,-0.002443,-0.000842,-0.007392,-0.004826,-0.006217,-0.00674,-0.000753,0.000402,0.002269,0.007543,0.003925,0.006205,0.006757,0.008294,0.004293,0.008261,0.008368,0.008393,0.008031,0.007385,0.006788,-0.00015,0.004307,-0.002126,0.001811,6.9e-05,0.000555,-3.5e-05,-0.000456,-0.000774,-0.001717,-0.001759,-0.006314,-4.7e-05,0.000966,-0.000216,1.8e-05,0.005304,0.006446,0.005194,-2.9e-05,0.005864,0.00611,0.005873,0.006411,0.000711,0.00517,-0.000439,0.004237,0.004086,0.007218,0.005926,0.01035,0.012516,0.016591,0.01365,0.012178,0.011336,0.005115,0.000403,-0.002393,-0.006909,-0.008411,-0.009321,-0.008801,-0.001356,0.000179,6e-05,0.004494,1e-05,-0.000927,-0.001346,-0.002152,-0.003231,0.001955,0.002456,-0.003798,-0.004033,0.00222,-0.002213,0.003261,-0.001647,0.004137,-0.000241,0.0001,4.5e-05,0.004729,0.004365,0.00428,0.003862,0.002585,-0.005508,-0.000243,-0.001013,-0.001386,-0.000607,7.2e-05,0.000884,-0.003035,-0.002629,-0.001875
-0.002973,-0.003337,0.000703,-0.002922,0.001853,0.002085,0.001926,0.001975,0.006302,0.007672,0.012012,0.012911,0.014236,0.01563,0.027902,0.03567,0.037663,0.042651,0.045021,0.047218,0.044049,0.044188,0.041662,0.035479,0.030781,0.024171,0.022776,0.017722,0.017109,0.017228,0.017907,0.013143,0.008892,0.012379,0.012198,0.012153,0.011932,0.012217,0.013097,0.012322,0.007707,0.012856,0.012268,0.00895,0.013393,0.008158,0.008126,0.008917,0.013313,0.013469,0.017504,0.013021,0.017098,0.012009,0.016674,0.015819,0.014583,0.007448,0.011173,0.004718,0.003867,0.003511,-0.000516,0.000276,0.00165,-0.002962,0.002682,0.004222,0.004683,0.005702,0.010937,0.005509,0.005672,0.005548,0.005275,0.004722,0.004415,0.007838,0.002895,0.006552,0.001164,4.4e-05,0.000475,-2.1e-05,-0.000291,-0.000381,-0.001105,-0.001132,0.003854,-3.1e-05,0.000627,-0.000139,1.3e-05,-0.004508,-0.003654,-0.004572,-1.4e-05,-0.004022,-0.003863,-0.004015,-0.003667,0.000576,-0.004584,-0.000277,-0.005182,-0.005171,-0.011168,-0.012001,-0.016945,-0.023449,-0.028707,-0.030729,-0.031716,-0.032293,-0.028556,-0.023842,-0.01781,-0.01292,-0.005926,0.001593,0.001901,-0.000962,0.000128,4.2e-05,-0.005014,4e-06,-0.000661,-0.000959,-0.001533,-0.002304,-0.006775,-0.006416,-0.002726,-0.002903,-0.0066,-0.001599,-0.005851,-0.001193,-0.005219,-0.000175,7.2e-05,3.2e-05,-0.004788,-0.00505,-0.005113,-0.005417,-0.006346,-0.004022,-0.008422,-0.009003,-0.009299,-0.008732,-0.008246,-0.007649,-0.002271,-0.001969,-0.001408
-0.001371,0.000184,0.053983,-0.00209,0.278362,-0.037679,-0.037044,-0.007999,-0.076076,-0.076075,-0.114768,-0.107641,-0.110943,-0.115816,-0.164249,-0.217272,-0.214975,-0.145028,-0.249985,-0.280148,-0.215267,-0.237872,-0.214076,-0.18104,-0.147908,-0.105077,-0.102126,-0.090514,-0.111921,-0.06787,-0.600795,-0.030887,-1.598916,-0.190842,-0.034073,-0.040029,-0.0348,-0.190349,-0.190858,-0.034829,-0.003894,-0.034907,-0.032052,0.004682,-0.036729,-4.502517,0.003617,0.002391,-0.043115,-0.030813,-0.068331,-0.032945,-0.06838,-0.03376,-0.068375,-0.069204,-0.069631,-0.033577,-0.070905,-0.034477,-0.035467,-0.036342,8e-06,0.000149,-0.000958,0.036373,7e-06,0.001752,-0.000115,-0.000124,-0.191613,0.003236,0.004309,-0.003106,-0.004063,0.003126,-0.005158,-0.034456,-7e-06,-0.035393,4.9e-05,3e-05,-0.000959,1.6e-05,1.7e-05,-0.000966,-0.003416,-0.003441,-0.035549,-0.002753,0.009848,-0.000103,-9e-06,0.03547,0.035024,0.035993,0.003202,0.035918,0.03666,0.03772,0.035781,-0.122264,-1.332623,0.000638,0.036623,0.035612,0.068556,-0.342009,0.110842,0.13868,0.173603,0.143141,0.134095,0.15594,0.128586,0.062645,0.07231,0.033673,-0.00137,0.478547,-0.040157,-0.003259,-6.9e-05,-1.2e-05,0.036211,0.0,1e-06,-4e-06,1e-05,-0.000662,0.034569,0.03457,-0.000661,-0.00066,0.035221,4.6e-05,0.035334,6.7e-05,0.035274,3.8e-05,3.8e-05,2.2e-05,0.035243,0.035237,0.035229,0.035454,0.03531,-0.00056,0.03463,0.034611,0.035432,0.03482,0.034683,0.035063,0.000141,0.000109,6.9e-05
