0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
-0.016806,-0.017291,-0.01715,-0.017039,-0.009203,-0.008925,-0.008807,-0.008541,-0.00888,-0.001155,-0.007994,-0.001686,-0.001727,-0.001732,-0.002351,-0.002888,-0.002838,0.004538,-0.002175,0.00587,-0.001985,-0.00071,-0.000121,0.000455,0.00783,0.007743,0.000433,0.007906,0.00853,0.007988,0.00796,0.007904,0.015292,0.008299,0.015737,0.008112,0.014915,0.007384,0.008006,0.008654,0.008008,0.008699,0.00871,0.008085,0.000626,0.000522,0.007798,0.008181,0.00806,0.009164,0.00947,0.002595,-0.004256,-0.00417,-0.00456,-0.012519,-0.012687,-0.005003,-0.012369,-0.005259,-0.005877,-0.006456,-0.007068,0.000362,0.000266,2.8e-05,0.007612,-0.000205,0.007252,0.007247,0.015366,0.015438
0.020047,0.026193,0.026625,0.026142,0.024532,0.020758,0.018989,0.014545,0.015988,0.011624,0.004186,0.016611,0.01765,0.017778,0.02442,0.029357,0.028249,0.028788,0.02048,0.012901,0.016559,0.002674,-0.003335,-0.008954,-0.008339,-0.007912,-0.008544,-0.008379,-0.01447,-0.009086,-0.007951,-0.006666,-0.003667,-0.007867,-0.006172,-0.004672,0.002766,0.002365,-0.003129,-0.008833,-0.003122,-0.009261,-0.009284,-0.003907,-0.005324,-0.004109,-0.000575,-0.003216,-0.002003,-0.010857,-0.012967,-0.018723,-0.024882,-0.025869,-0.023374,-0.020805,-0.021084,-0.022669,-0.025618,-0.022555,-0.017715,-0.013246,-0.008081,-0.004948,-0.003625,-0.00031,0.000941,0.002769,0.005462,0.005386,0.001839,0.000621
0.02891,0.024999,0.024916,0.023984,0.020441,0.015444,0.013164,0.007659,-0.001367,-0.007485,-0.004746,-0.012204,-0.01096,-0.010799,-0.013534,-0.018264,-0.019535,-0.01979,-0.01809,-0.017401,-0.022742,-0.018132,-0.014768,-0.010945,-0.011184,-0.010795,-0.010673,-0.011524,-0.008244,-0.012588,-0.011246,-0.009639,-0.006866,-7.7e-05,0.001058,0.004064,0.001396,0.001967,0.006051,0.009864,0.006039,0.009298,0.00926,0.005004,0.00431,0.005883,0.009286,0.017005,0.018515,0.029318,0.037495,0.042302,0.046504,0.045112,0.037261,0.030692,0.01969,0.016791,0.014362,0.006309,0.001353,-0.004063,-0.008637,-0.005952,-0.004379,-0.000379,8.9e-05,0.003345,0.005526,0.005421,0.01082,0.009325
-0.01308,0.038344,0.045893,0.025112,0.0454,0.037099,-0.332113,-0.256487,0.091189,-0.037989,-0.143284,-0.360635,-0.38651,-0.182984,-0.236495,-0.47098,-0.3139,-0.098058,-0.418666,-0.405293,-0.069163,-0.416495,-0.029068,-0.092883,-0.335377,4.501881,1.111089,0.383101,-0.113761,-0.037813,-0.019188,-0.017459,0.001166,0.067797,-0.04334,0.043331,-0.005907,0.011936,-0.021396,-0.032852,-0.019446,-0.047859,0.208344,0.05913,-0.043528,0.251854,0.162551,0.274097,0.322563,0.277619,-0.280552,0.283971,0.198549,0.029943,-0.198663,0.06885,-1.296854,0.176515,-0.000972,-0.039921,0.142126,-0.036647,-0.009772,0.01286,-0.004105,0.002203,0.004042,0.001098,0.005123,0.00503,-0.036183,-0.1434
-0.046755,-0.064014,-0.069348,-0.122028,-0.070352,-0.040295,0.337413,0.275611,-0.047633,0.111784,0.20697,0.465447,0.545604,0.301733,1.233731,0.653356,0.674339,0.470674,0.843437,0.875964,0.464679,0.685046,0.847683,0.357103,0.750676,3.366792,1.566391,0.674214,0.70502,0.366403,0.150188,0.142666,0.027106,-0.149433,1.800297,-0.163778,-0.020338,0.552089,-0.050293,-0.09181,-0.053471,-0.046114,-0.540257,-0.192185,0.020189,-0.561082,-0.402345,-0.700209,-0.695367,-0.737887,-2.37707,-0.945951,-0.824692,-0.822592,-1.232557,-0.788715,-0.884674,-1.17895,-0.548322,-0.268142,-0.732686,-0.044504,-0.040949,-0.070608,0.022128,6.6e-05,-0.01523,0.000211,-0.029346,-0.029816,-0.036141,-0.035824
0.083974,0.110275,0.105143,0.154332,0.109931,0.101746,0.349427,0.276972,0.050061,0.132751,0.133395,0.399492,0.480414,0.299203,-0.046859,0.601103,0.329671,0.003532,0.22456,-0.024877,-0.10471,0.227595,-0.786068,-0.29459,-0.239601,0.837596,0.177125,-0.498692,-0.881336,-0.531576,-0.202439,-0.190376,-0.018626,-0.221769,-2.325386,-0.103505,0.076763,-0.686452,0.014829,-0.039302,0.011301,-0.045578,-0.413124,-0.127493,-0.010755,-0.405521,-0.247109,-0.456257,-0.700475,-0.741023,1.187091,-1.059187,-1.311361,-1.074949,-0.877969,-0.198761,-0.861261,-0.251239,0.16461,0.1103,0.055702,0.106831,0.093549,0.12477,-0.019185,0.001516,0.03056,0.001082,0.05446,0.054543,0.051799,-0.039553
-0.000347,-0.000262,-0.000169,-0.000108,-0.000114,-7.8e-05,8.5e-05,0.000109,0.000115,0.00018,0.000167,0.00011,-0.00743,0.000187,-0.00738,-0.007225,-0.007005,-0.006896,-0.006664,-0.006634,-0.014277,-0.014283,-0.006821,-0.006839,-0.006842,0.000734,0.000767,0.00079,0.000738,0.000773,0.000807,0.000801,-0.006673,0.000831,0.000792,-0.006784,-0.006916,-0.014361,-0.014497,-0.01454,-0.014638,-0.014728,-0.014765,-0.0148,-0.007432,-0.007436,-0.007409,-0.007542,-0.007693,-0.000427,-0.00066,-0.000699,-0.00075,-0.000637,-0.000494,-0.000407,-0.000289,-0.000291,-0.000299,-0.000125,-2.9e-05,6e-06,1.8e-05,4e-06,0.0,-5e-06,-3e-06,-1.2e-05,-0.00011,-0.00017,-0.000297,-0.000471
-0.005584,-0.011284,-0.009778,-0.008791,-0.001804,0.000146,0.001268,0.001647,0.001736,0.00272,0.002541,0.001704,-0.003939,-0.004045,-0.003197,-0.000999,-0.004643,-0.003214,-0.006732,-0.0064,-0.000739,-0.001074,0.003335,0.008989,0.00881,0.008903,0.009312,0.009628,0.009052,0.009502,0.009967,0.009926,0.010792,0.00423,0.003737,0.007663,-7.9e-05,-0.000643,-0.002294,-0.008514,-0.009348,-0.004559,-0.010208,-0.010561,-0.005319,-0.005217,0.00036,0.004448,-0.00216,0.001504,-0.000554,-0.000894,-0.006629,-0.005644,-0.004392,-0.003619,-0.002565,0.002703,-0.002705,-0.001151,-0.000277,6.3e-05,0.000161,2.6e-05,-6e-06,-5.8e-05,-2.5e-05,-0.000116,-0.000983,-0.001521,-0.002638,-0.004172
-0.00699,-0.003121,-0.001245,-1e-06,-0.002285,-7.4e-05,0.001618,0.002095,0.002204,0.003442,0.003212,0.002153,0.006292,0.005996,0.007217,0.009956,0.016395,0.018138,0.024653,0.024937,0.021033,0.020507,0.01482,0.01075,0.010492,0.01041,0.010802,0.011075,0.01037,0.010803,0.011236,0.011142,0.01184,0.014894,0.014312,0.00849,0.010164,0.009649,0.007836,0.011204,0.010295,0.005355,0.009345,0.008981,0.004442,0.004544,0.000438,-0.005264,-0.002284,-0.008484,-0.010736,-0.011121,-0.007244,-0.006197,-0.004844,-0.003998,-0.002842,-0.007281,-0.00301,-0.001285,-0.000308,6.8e-05,0.000176,2.8e-05,-9e-06,-6.4e-05,-2.6e-05,-0.000128,-0.001095,-0.001694,-0.002947,-0.004673
0.002017,0.000513,-0.038358,-0.036518,-0.001694,4.854701,-0.000398,-0.000171,-0.000622,0.000313,0.000398,-0.000337,-0.036975,-0.036013,-0.037055,-0.035685,-0.071978,-0.071301,-0.006409,0.00312,-0.080561,0.116497,0.103353,0.011514,-0.016822,-0.001962,0.002298,0.020411,-0.003569,-0.011758,0.076309,-0.011146,4.933864,-0.047147,-0.034378,0.000808,-0.035775,-0.036798,-0.038377,-0.079089,0.041566,0.032522,-0.081884,-0.518754,-0.053433,0.107898,-0.010316,0.039256,-0.000931,0.005148,0.039347,0.039047,-0.001274,0.004123,-0.000638,0.007526,-0.000491,0.034789,-4.8e-05,-3.2e-05,-2e-05,-2.7e-05,-1.4e-05,0.003423,-3.5e-05,-6.8e-05,-6.8e-05,-5.3e-05,-3.7e-05,-2.2e-05,-1.9e-05,-0.000646
