0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0.010758,0.010892,0.01054,0.002474,0.010138,0.009037,0.000784,0.007856,0.007832,0.007851,0.00716,0.007691,0.007631,0.007044,0.007033,0.007048,0.007097,0.007714,9e-05,-0.000551,0.007111,0.007115,0.007065,0.007068,0.006949,0.006919,-0.000708,-0.001244,-0.000606,-0.000605,-2.1e-05,-0.000654,-1.3e-05,2e-06,-0.000679,0.0,-0.000603,-0.008185,-0.000581,9.9e-05,0.000257,-0.007312,-0.007276,-0.00732,-0.007467,-0.007552,3.6e-05,-0.000711,-8.9e-05,-0.000732,0.006789,0.007441,-0.000791,-0.000776,-4.8e-05,-9.4e-05,0.006808,0.007401,0.006562,0.007087,0.007031,0.006876,0.00674,0.007371,0.006678,0.006755,-0.000548,-0.000533,0.000293,0.000433,-0.006981,-7.5e-05,0.000859,0.000338,0.001004,0.000984,0.000238,0.000879,0.000131,0.00061,0.000609,0.000669,0.001352,0.001281,0.001939
-0.027153,-0.029344,-0.027241,-0.024686,-0.024068,-0.013971,-0.008904,-0.002158,-0.001626,-0.001736,0.00517,0.00082,0.001604,0.006629,0.00661,0.0063,0.005681,0.000248,-0.001065,0.004566,0.005306,0.005251,0.005813,0.005686,0.006809,0.007351,0.006269,0.010472,0.005082,0.005062,0.000279,0.005602,0.000184,-8e-06,0.005743,4.7e-05,0.00502,0.003844,0.004776,-0.00111,-0.002997,-0.004501,-0.005002,-0.004648,-0.002933,-0.001897,-0.000418,0.006572,0.001185,0.006851,0.008908,0.003064,0.007449,0.007256,0.000621,0.001165,0.008141,0.003158,0.010734,0.006389,0.006888,0.008251,0.009307,0.003969,0.009398,0.008328,0.006022,0.005286,-0.001798,-0.00289,-0.004573,0.000577,-0.007738,-0.003583,-0.009262,-0.00892,-0.002639,-0.007839,-0.001432,-0.00485,-0.004939,-0.00555,-0.011289,-0.010557,-0.015964
0.031043,0.028325,0.019991,0.013224,0.012981,0.003553,-0.000111,-0.003757,-0.003098,-0.00325,-0.005638,-4.7e-05,0.000932,-0.003813,-0.003845,-0.004238,-0.005016,-0.000796,-0.001348,-0.005326,-0.005508,-0.005583,-0.004874,-0.005037,-0.003614,-0.002929,-0.003162,-0.008929,-0.004661,-0.004684,0.000352,-0.004,0.000232,-1.2e-05,-0.003817,5.8e-05,-0.004733,-0.005091,-0.00504,-0.001406,-0.003805,-0.004599,-0.005244,-0.004815,-0.002631,-0.001306,-0.000531,-0.002745,0.001524,-0.002392,-0.000879,0.002797,-0.001638,-0.001885,0.000787,0.001478,-0.001891,0.002883,0.001385,0.006931,0.007537,0.009193,0.010433,0.014705,0.010419,0.00904,0.007341,0.00639,0.008562,0.007294,0.006309,0.000692,0.001415,-0.00431,-0.000431,-2.2e-05,-0.003208,0.001263,-0.00175,0.004858,0.004802,0.004063,0.00789,0.008773,0.013016
0.031989,-0.067532,1.411607,0.520405,-0.025725,0.973479,-0.055705,-0.00131,-0.001975,0.002701,-0.141062,0.338118,-0.29016,-0.135939,-0.376214,1.141619,-0.226299,-0.275009,-0.16733,-0.09254,-0.082456,-0.018123,-0.119403,-0.154157,-0.281845,-0.105305,-0.027302,0.075448,-0.038621,0.03473,0.001563,0.033808,-0.081993,-0.07019,0.002952,-0.040326,-0.034962,0.042976,0.036441,-0.000261,-0.002696,-0.00453,-0.006193,-0.004186,-0.002123,-0.002101,-4.8e-05,0.038451,-9e-06,0.031563,-0.087988,-0.041262,0.037826,0.043534,0.006734,-0.04989,0.045646,-0.034586,0.016883,0.002097,0.009507,0.006018,0.006024,-0.030449,0.151314,0.192159,-4.884131,0.21775,0.275287,-4.769663,-1.270117,-1.125432,0.098427,-0.028078,-0.872224,-0.000487,-0.939554,-0.998061,-0.996843,-4.035907,0.172324,-0.801763,1.314255,-0.230667,0.031659
-0.128034,-0.044591,0.082773,-0.267888,-0.120129,0.169872,0.151911,-0.000227,-0.01857,-0.080989,0.491093,0.627914,0.825882,0.509783,1.244071,1.405404,0.984388,1.209538,0.877251,0.590632,0.42772,0.19748,0.564072,0.691177,-1.007138,0.513727,0.240172,-0.010894,0.26089,0.003802,-0.00609,0.006939,0.231072,0.317281,-1.499177,0.153696,0.254589,-0.013761,-0.009764,-0.000184,0.013497,0.029309,0.045875,0.030419,0.01518,0.015184,-1.1e-05,-0.024471,-1e-05,0.015945,0.424435,0.130743,-0.012074,-0.032349,-0.014408,0.170574,-0.053885,0.106475,0.047558,-0.020518,-0.055056,-0.046779,-0.046577,-0.037755,-0.515397,-0.598608,-2.546568,-0.838991,-0.958246,-2.666137,-1.41388,-1.612625,-1.773006,-1.373008,-1.988247,-1.394111,-1.399692,-1.050551,-1.002608,-1.259702,-0.522945,0.191161,1.533255,-0.417237,0.149165
-0.923473,-0.81565,0.009746,-0.762576,-0.599612,-1.100521,-0.188352,0.005153,0.032455,0.223433,0.144776,-0.523623,0.325597,0.151791,0.379068,1.100015,-0.013776,0.103875,-0.423853,-0.057426,0.333037,0.190095,0.419714,0.501131,2.456414,0.422682,0.172819,0.00866,0.19155,-0.007145,-0.00394,0.029625,0.380414,-0.039192,2.346265,0.098591,0.156592,-0.022869,0.01837,-0.000178,-0.021677,-0.051725,-0.077583,-0.053268,-0.029271,-0.029245,4e-06,0.043168,-2e-06,0.035824,0.381346,0.16091,0.051874,0.03833,-0.009214,0.114013,0.063057,0.140163,0.127238,0.089884,0.071056,0.077267,0.07741,0.05843,-0.240139,-0.297238,-1.52266,-0.541091,-0.649694,-2.029796,-0.903596,-1.11571,-0.895467,-0.410459,-1.245721,-0.50064,-1.291352,-1.6407,-1.330254,-3.73914,-0.155944,-1.604522,-1.651376,-0.647107,-0.265515
0.007368,0.007369,0.007358,0.007571,-7.9e-05,9.5e-05,0.000247,-0.007518,-0.007625,-0.007507,-0.007607,0.000205,-0.007576,-0.015164,-0.014958,-0.015047,-0.014856,-0.007095,-0.007059,-0.007115,0.000566,0.000418,0.008117,0.000203,0.000116,9e-05,0.000149,0.000165,5.9e-05,0.000202,0.000123,0.000101,5.2e-05,3.2e-05,3.4e-05,1.4e-05,3.8e-05,7.1e-05,0.000203,0.000205,0.000216,0.008012,0.000458,0.008091,0.00045,0.0004,0.00026,0.000123,-0.007636,4.8e-05,-0.007573,2.6e-05,9.9e-05,9.5e-05,0.000192,4e-05,-0.007553,-6e-06,-0.007689,-0.00776,-0.007766,-0.01556,-0.008003,-0.008123,-0.015787,-0.008314,-0.008407,-0.016265,-0.016273,-0.016168,-0.008408,-0.000386,-0.000225,0.00769,0.007806,-4.9e-05,7e-06,4.5e-05,-1.4e-05,-9.7e-05,-0.000144,-0.00026,-0.000241,-0.000284,-0.000297
0.014746,0.014972,0.016048,0.011491,0.006503,0.001952,-0.003216,-0.002564,0.003578,-0.002408,0.003612,0.004141,0.003861,-0.000865,-0.005053,0.000728,-0.003684,-0.003687,-0.003202,-0.004154,-0.005081,-0.000431,-0.000871,0.003232,0.001867,0.001459,-0.00461,-0.004359,0.000952,-0.003782,0.001922,0.001601,0.000844,0.000529,0.000526,0.000241,0.000615,0.001052,-0.003797,-0.003741,0.003361,0.004845,0.000178,0.006318,0.000184,-0.000585,0.004257,0.002074,0.000509,-0.006169,-0.005452,0.000441,0.001583,0.001508,-0.003899,0.000693,-0.005129,-4.4e-05,-0.000311,-0.001331,-0.001367,-0.002899,-0.004295,-0.011471,-0.02346,-0.030978,-0.031691,-0.026045,-0.018871,-0.016919,-0.010993,-0.003994,-0.002317,-0.001888,-0.006501,-0.000514,5.6e-05,-0.005342,-0.000159,-0.000988,-0.001456,-0.007632,-0.008219,-0.0144,-0.014522
-0.015106,-0.014811,-0.013286,-0.007979,-0.002874,0.002556,0.007175,0.008264,0.004909,0.008448,0.004921,0.00536,0.005209,0.010575,0.016385,0.012523,0.018014,0.017751,0.018322,0.017066,0.015696,0.01042,0.009694,0.003948,0.002278,0.001776,0.005273,0.005579,0.001156,0.006276,0.002332,0.001939,0.001022,0.000641,0.000636,0.000292,0.000743,0.001269,0.006246,0.006311,0.004042,0.005635,0.010978,0.007335,0.010916,0.009978,0.004999,0.002428,0.000771,0.003409,0.004428,0.000517,0.001852,0.001761,0.006061,0.00081,0.004803,-5.2e-05,-0.00019,-0.001385,-0.001429,-0.003076,-0.004887,-0.002582,0.004623,0.006276,0.005256,0.001272,-0.001004,0.001304,-0.00246,-0.004924,-0.002864,-0.002402,0.002891,-0.000639,6.9e-05,0.004391,-0.000197,-0.001227,-0.001813,0.00153,0.000795,0.004122,0.003963
-0.276798,0.083148,-5.878208,0.020002,0.031879,0.002845,-0.027585,-0.030361,0.006279,-0.035858,-0.000396,0.001432,-0.00031,-0.036963,-0.064252,-0.03468,-0.07395,-0.077088,-0.082021,-0.071694,-0.072657,-0.028787,-0.036751,-0.002759,9.7e-05,0.011945,-0.035719,-0.034905,-0.000385,-0.035021,0.000698,0.000539,-0.000179,-0.000643,-0.000219,-0.000168,-0.00012,0.110782,-0.035811,-0.036016,0.000719,-0.002529,-0.021851,0.062309,-0.039751,0.007313,-0.003709,-0.001354,0.027181,-0.03686,-0.036604,-0.000182,0.000721,-6.2e-05,-0.0377,-0.000155,-0.037907,-0.000352,-0.003705,-0.00242,-0.002129,-0.004731,-0.005554,4.971858,0.920485,5.064442,-0.121066,-1.045857,0.087403,-0.092256,5.146076,0.006793,-0.002628,-0.000421,-0.036063,-0.001094,-0.000719,-0.036247,-0.000624,-0.000636,-0.001285,5.143465,-0.039689,-0.070049,-0.077012
